chrom	lend	rend	gene	strand
chr9	123109494	123115477	MIR600HG	-
chr9	123109500	123268576	STRBP	-
chr9	123111546	123111643	MIR600	-
chr9	123356170	123380324	CRB2	+
chr9	123379654	123930152	DENND1A	-
chr9	123402525	123402603	MIR601	-
chr9	123485529	123485622	MIR7150	-
chr9	123491884	123493156	RP11-230L22.4	+
chr9	123585384	123585457	AL161790.1	-
chr9	123736437	123751941	RP11-417B4.2	+
chr9	123759220	123759775	RP11-417B4.3	+
chr9	123842422	123842479	U7	+
chr9	123843036	123843686	PIGFP2	+
chr9	124001670	124033301	LHX2	+
chr9	124006277	124009396	RP11-85O21.2	-
chr9	124010530	124011114	RP11-85O21.4	+
chr9	124031624	124032524	RP11-85O21.5	-
chr9	124257606	124353307	NEK6	+
chr9	124259250	124261156	RP11-121A14.2	-
chr9	124262876	124265809	RP11-121A14.3	+
chr9	124353466	124415444	PSMB7	-
chr9	124451600	124478589	GPR144	+
chr9	124481236	124507430	NR5A1	-
chr9	124514938	124516056	RP11-10J18.3	-
chr9	124517275	124771310	NR6A1	-
chr9	124598707	124599580	RP11-164H5.1	-
chr9	124607159	124607458	RN7SL302P	+
chr9	124658467	124698631	MIR181A2HG	+
chr9	124692442	124692551	MIR181A2	+
chr9	124693710	124693798	MIR181B2	+
chr9	124770123	124772927	RP11-175D17.3	+
chr9	124777158	124814885	OLFML2A	+
chr9	124853417	124857890	WDR38	+
chr9	124857880	124861981	RPL35	-
chr9	124862130	124877733	ARPC5L	+
chr9	124878357	124948492	GOLGA1	-
chr9	124887410	124887549	RNU4-82P	-
chr9	124896833	124896932	AL354928.1	+
chr9	124942608	125143506	SCAI	-
chr9	124968294	124968840	RP11-474P12.3	-
chr9	125146573	125189939	PPP6C	-
chr9	125150653	125151589	PRPS1P2	+
