chrom	lend	rend	gene	strand
chr19	37411155	37469275	ZNF569	-
chr19	37467585	37488652	ZNF570	+
chr19	37497159	37507046	ZNF793-AS1	-
chr19	37503906	37504465	CTD-3064H18.2	-
chr19	37506939	37548762	ZNF793	+
chr19	37545470	37549171	CTD-3064H18.4	-
chr19	37548914	37587348	ZNF571-AS1	+
chr19	37551406	37614097	ZNF540	+
chr19	37554782	37594790	ZNF571	-
chr19	37613749	37692337	ZFP30	-
chr19	37667751	37692322	ZNF781	-
chr19	37693280	37693564	CTD-2528L19.3	-
chr19	37696363	37719790	ZNF607	-
chr19	37728586	37730643	CTD-2528L19.6	-
chr19	37735833	37817300	ZNF573	-
chr19	37779686	37792865	CTD-2554C21.1	+
chr19	37817359	37826638	CTD-2554C21.2	+
chr19	37823722	37855215	AC016582.2	-
chr19	37829551	37832160	CTD-2554C21.3	+
chr19	37884823	37906677	WDR87	-
chr19	37907228	38208372	SIPA1L3	+
chr19	37963853	37964790	CTC-244M17.1	+
chr19	38053878	38053965	AC011465.1	-
chr19	38108500	38109533	CTC-450M9.1	-
chr19	38184376	38186265	CTB-102L5.7	+
chr19	38199836	38200934	CTB-102L5.8	+
chr19	38200234	38200532	Metazoa_SRP	+
chr19	38211006	38229714	DPF1	-
chr19	38244035	38292614	SPINT2	+
chr19	38251237	38256591	PPP1R14A	-
chr19	38294544	38294636	Y_RNA	+
chr19	38304161	38305009	C19orf33	+
chr19	38305104	38317273	YIF1B	-
chr19	38319844	38332076	KCNK6	+
chr19	38335775	38370943	CATSPERG	+
chr19	38361795	38362484	AC005625.1	-
chr19	38374536	38383824	PSMD8	+
chr19	38384265	38388082	GGN	-
chr19	38385522	38386759	AC005789.9	+
chr19	38388421	38399587	SPRED3	+
chr19	38403135	38409088	FAM98C	+
chr19	38409051	38426305	RASGRP4	-
chr19	38433699	38587564	RYR1	+
chr19	38526954	38528555	AC067969.1	-
chr19	38535517	38537128	AC067969.2	-
chr19	38535953	38536046	AC067969.3	-
chr19	38587641	38618882	MAP4K1	-
chr19	38596346	38601694	CTB-186G2.1	+
chr19	38619082	38636955	EIF3K	+
chr19	38647649	38731583	ACTN4	+
chr19	38683873	38693606	CTB-186G2.4	-
chr19	38730187	38769904	CAPN12	-
chr19	38738284	38739863	CTD-2540F13.2	+
chr19	38770971	38773492	LGALS7	-
chr19	38789211	38791749	LGALS7B	+
chr19	38797002	38797109	RNU6-140P	-
chr19	38801671	38813364	LGALS4	-
chr19	38815422	38832005	ECH1	-
chr19	38820166	38823223	AC104534.2	+
chr19	38836388	38852347	HNRNPL	-
chr19	38844729	38845499	AC008982.2	-
chr19	38867834	38878279	RINL	-
chr19	38870159	38873763	CTC-360G5.6	+
chr19	38878555	38899862	SIRT2	-
chr19	38899700	38908893	NFKBIB	+
chr19	38908980	38912158	CCER2	-
chr19	38915266	38930896	SARS2	-
chr19	38930548	38933162	MRPS12	+
chr19	38935297	38938632	CTC-360G5.9	-
chr19	38941401	38975910	FBXO17	-
chr19	38990714	39032785	FBXO27	-
chr19	39030436	39031323	CTB-189B5.3	+
chr19	39083913	39111493	PAPL	+
chr19	39125770	39182816	PAK4	+
chr19	39134882	39136463	CTC-218B8.3	-
chr19	39196961	39201884	NCCRP1	+
chr19	39202831	39204266	SYCN	-
chr19	39236433	39237293	IFNL3P1	-
chr19	39243553	39245129	IFNL3	-
chr19	39246314	39248856	IFNL4	-
chr19	39254916	39255269	MSRB1P1	-
chr19	39264382	39265817	IFNL4P1	+
chr19	39268514	39270092	IFNL2	+
chr19	39296325	39298673	IFNL1	+
chr19	39306568	39315336	LRFN1	-
chr19	39314651	39320858	CTC-246B18.8	-
chr19	39328353	39342372	GMFG	-
chr19	39341773	39341945	CTC-246B18.10	-
chr19	39342396	39385710	SAMD4B	+
chr19	39369153	39369448	RN7SL566P	+
chr19	39385852	39391195	PAF1	-
chr19	39391303	39400637	MED29	+
chr19	39406813	39409412	ZFP36	+
chr19	39409623	39409678	MIR4530	-
chr19	39412585	39428415	PLEKHG2	+
chr19	39433207	39435948	RPS16	-
chr19	39436156	39476670	SUPT5H	+
chr19	39480412	39493785	TIMM50	+
chr19	39498895	39508481	DLL3	+
chr19	39515113	39520686	SELV	+
chr19	39530990	39532854	EID2B	-
chr19	39532412	39534422	CTB-60E11.9	+
chr19	39534463	39535021	TDGF1P7	+
chr19	39538250	39540230	EID2	-
