chrom	lend	rend	gene	strand
chr16	1333601	1349441	BAIAP3	+
chr16	1349240	1351911	TSR3	-
chr16	1351923	1364113	GNPTG	+
chr16	1358900	1361405	LA16c-316G12.2	-
chr16	1363205	1414751	UNKL	-
chr16	1379289	1379423	AL031721.1	-
chr16	1408834	1412248	LA16c-312E8.2	+
chr16	1419744	1420800	C16orf91	-
chr16	1434383	1444556	CCDC154	-
chr16	1437154	1439315	LA16c-312E8.4	+
chr16	1444934	1475580	CLCN7	-
chr16	1445343	1446519	LA16c-390E6.5	+
chr16	1451760	1452653	LA16c-390E6.4	+
chr16	1467673	1472684	LA16c-390E6.3	-
chr16	1477830	1478583	RPS3AP2	+
chr16	1485886	1488981	PTX4	-
chr16	1493344	1510457	TELO2	+
chr16	1510427	1612110	IFT140	-
chr16	1512979	1514675	LA16c-385E7.1	+
chr16	1528688	1555580	TMEM204	+
chr16	1530715	1533301	LA16c-380F5.1	+
chr16	1553655	1554130	LA16c-380F5.3	-
chr16	1576716	1578371	LA16c-313F4.1	-
chr16	1579242	1580308	LA16c-425C2.1	-
chr16	1580527	1610328	LA16c-395F10.2	+
chr16	1612325	1677908	CRAMP1L	+
chr16	1625628	1626160	LA16c-395F10.1	-
chr16	1678256	1702280	HN1L	+
chr16	1688355	1690536	LA16c-431H6.7	+
chr16	1706183	1770317	MAPK8IP3	+
chr16	1707252	1707973	LA16c-329F2.2	+
chr16	1713527	1714208	LA16c-329F2.1	-
chr16	1734985	1735066	MIR3177	+
chr16	1751559	1752262	LA16c-361A3.3	-
chr16	1770286	1771730	NME3	-
chr16	1771890	1773155	MRPS34	-
chr16	1773207	1781708	EME2	+
chr16	1776712	1793700	SPSB3	-
chr16	1782901	1789191	NUBP2	+
chr16	1790413	1794971	IGFALS	-
chr16	1795620	1827194	HAGH	-
chr16	1826941	1840207	FAHD1	+
chr16	1833983	1872178	MEIOB	-
chr16	1841020	1843547	LA16c-429E7.1	-
chr16	1878285	1884231	LINC00254	-
chr16	1889114	1890434	XX-DJ76P10__A.2	+
chr16	1911463	1918440	HS3ST6	-
chr16	1938210	1943326	MSRB1	-
chr16	1943974	1957606	RPL3L	-
chr16	1959508	1961975	NDUFB10	+
chr16	1962052	1964860	RPS2	-
chr16	1962334	1962466	SNORA10	-
chr16	1962973	1963106	SNORA64	-
chr16	1963745	1964095	AC005363.9	-
chr16	1964959	1965509	SNHG9	+
chr16	1965184	1965310	SNORA78	+
chr16	1966823	1968975	RNF151	+
chr16	1971655	1971896	AC005363.11	-
chr16	1972037	1982933	TBL3	+
chr16	1978917	1984192	NOXO1	-
chr16	1984207	1987749	GFER	+
chr16	1984877	1990357	AC005606.14	-
chr16	1989660	1994275	SYNGR3	+
chr16	1997654	1998374	AC005606.15	+
chr16	1997654	2009823	ZNF598	-
chr16	2009926	2020755	NPW	+
chr16	2013181	2013476	RN7SL219P	+
chr16	2025356	2039026	SLC9A3R2	+
chr16	2039815	2047866	NTHL1	-
chr16	2047465	2088720	TSC2	+
chr16	2088710	2135898	PKD1	-
chr16	2090195	2090284	MIR1225	-
chr16	2091436	2095433	RP11-304L19.1	+
chr16	2094830	2097026	RP11-304L19.3	-
chr16	2102257	2102316	AC009065.3	-
chr16	2106669	2106753	MIR6511B1	-
chr16	2112335	2113342	RP11-304L19.4	+
chr16	2119207	2120248	RP11-304L19.2	+
chr16	2131851	2131950	Y_RNA	+
chr16	2133119	2133204	MIR4516	+
chr16	2135977	2136129	MIR3180-5	-
chr16	2140803	2154165	RAB26	+
chr16	2154797	2155358	SNHG19	-
chr16	2155023	2155105	SNORD60	-
chr16	2155025	2155104	snoR1	-
chr16	2155698	2178129	TRAF7	+
chr16	2177180	2196525	CASKIN1	-
chr16	2204248	2209416	MLST8	+
chr16	2205030	2205136	AC009065.2	-
chr16	2209253	2211950	BRICD5	-
chr16	2211997	2212863	RP11-304L19.8	+
chr16	2211997	2214807	PGP	-
chr16	2223566	2235742	E4F1	+
chr16	2235689	2236913	RP11-304L19.12	-
chr16	2235816	2238711	DNASE1L2	+
chr16	2239395	2252300	ECI1	-
chr16	2240487	2241818	RP11-304L19.11	+
chr16	2253116	2268412	RNPS1	-
chr16	2253737	2262342	AC009065.4	+
chr16	2267787	2267880	AC009065.1	-
chr16	2268155	2273418	RP11-304L19.13	+
chr16	2270713	2270772	MIR3677	+
chr16	2271737	2271846	MIR940	+
chr16	2274620	2274691	MIR4717	+
chr16	2275881	2340746	ABCA3	-
chr16	2332313	2332732	RP11-715J22.1	-
chr16	2339150	2426699	ABCA17P	+
chr16	2429394	2458854	CCNF	+
chr16	2452581	2452977	RP11-715J22.3	-
chr16	2456252	2459979	RP11-715J22.4	-
chr16	2460080	2464963	C16orf59	+
chr16	2463967	2464038	MIR6768	+
chr16	2464950	2468213	RP11-715J22.2	-
chr16	2471499	2474145	NTN3	+
chr16	2475118	2505734	TBC1D24	+
chr16	2476558	2482173	RP11-715J22.6	+
chr16	2513726	2520223	ATP6V0C	+
chr16	2516658	2517999	RP11-20I23.2	+
chr16	2520357	2531422	AMDHD2	+
chr16	2530035	2531417	CEMP1	-
chr16	2531922	2532005	MIR3178	-
chr16	2537964	2603188	PDPK1	+
chr16	2554060	2556060	RP11-20I23.13	-
chr16	2554975	2556105	RP11-20I23.11	+
chr16	2561471	2565096	RP11-20I23.8	-
chr16	2569043	2571936	RP11-20I23.6	-
chr16	2571570	2572353	RP11-20I23.7	-
