chrom	lend	rend	gene	strand
chr9	128683424	128696400	SET	+
chr9	128702523	128720918	PKN3	+
chr9	128709780	128710043	RN7SL560P	+
chr9	128720869	128724127	ZDHHC12	-
chr9	128724445	128733194	RP11-545E17.3	+
chr9	128729786	128772414	ZER1	-
chr9	128745857	128746138	Metazoa_SRP	-
chr9	128787204	128810432	TBC1D13	+
chr9	128818474	128822677	ENDOG	+
chr9	128819651	128829821	C9orf114	-
chr9	128832942	128882494	CCBL1	-
chr9	128882112	128918039	LRRC8A	+
chr9	128920895	128942041	PHYHD1	+
chr9	128945530	128947619	DOLK	-
chr9	128947699	129007096	NUP188	+
chr9	129004502	129004998	RP11-167N5.5	-
chr9	129007036	129028303	SH3GLB2	-
chr9	129036621	129072082	FAM73B	+
chr9	129040566	129040674	AL592211.1	+
chr9	129081100	129090438	DOLPP1	+
chr9	129094810	129111189	CRAT	-
chr9	129097854	129100266	RP11-247A12.1	+
chr9	129107050	129107151	AL158151.2	-
chr9	129110950	129148946	PPP2R4	+
chr9	129170434	129170940	RP11-247A12.7	+
chr9	129175552	129178262	IER5L	-
chr9	129175807	129177575	RP11-247A12.8	+
chr9	129176771	129210548	RP11-247A12.2	+
chr9	129230572	129230717	AL158151.1	-
chr9	129258354	129259846	RP11-344B5.4	+
chr9	129259062	129261581	RP11-344B5.3	+
chr9	129282458	129285728	RP11-344B5.2	+
chr9	129321016	129324905	C9orf106	+
chr9	129328261	129328401	RP11-65J3.15	+
chr9	129332300	129359538	LINC01503	+
chr9	129370170	129370461	RN7SL159P	-
chr9	129380136	129380470	RP11-65J3.6	-
chr9	129430652	129451422	RP11-65J3.3	-
chr9	129438216	129439118	RP11-65J3.2	+
chr9	129478556	129478652	AL353803.1	+
chr9	129480605	129482538	RP11-65J3.14	-
chr9	129483451	129513683	LINC00963	+
chr9	129501990	129513686	RP11-492E3.51	+
chr9	129575409	129584556	RP11-492E3.2	+
chr9	129608884	129636131	NTMT1	+
chr9	129612225	129620776	C9orf50	-
chr9	129634604	129642169	ASB6	-
chr9	129640476	129641282	RP11-483H20.4	+
chr9	129665641	129722674	PRRX2	+
chr9	129712896	129718635	PRRX2-AS1	-
chr9	129738331	129753047	PTGES	-
chr9	129791196	129791837	UBE2V1P4	+
chr9	129803153	129811281	TOR1B	+
chr9	129812944	129824134	TOR1A	-
chr9	129827290	129835863	C9orf78	-
chr9	129834698	129881838	USP20	+
chr9	129869605	129869671	MIR6855	+
chr9	129883693	129884170	RP11-409K20.7	-
chr9	129887187	130043194	FNBP1	-
chr9	129933536	129936541	RP11-409K20.6	+
chr9	130044713	130045081	RP11-138E2.1	+
chr9	130053426	130140169	GPR107	+
chr9	130120806	130120912	Y_RNA	+
chr9	130140610	130144219	RP11-88G17.6	-
