chrom	lend	rend	gene	strand
chr1	151036570	151047600	BNIPL	+
chr1	151047740	151051986	C1orf56	+
chr1	151050971	151070325	CDC42SE1	-
chr1	151057758	151068497	MLLT11	+
chr1	151070578	151125542	GABPB2	+
chr1	151111912	151112728	RP11-68I18.2	-
chr1	151130075	151131610	RP11-68I18.10	-
chr1	151131685	151146664	SEMA6C	-
chr1	151156629	151159749	TNFAIP8L2	+
chr1	151156664	151170297	SCNM1	+
chr1	151159748	151165948	LYSMD1	-
chr1	151169986	151176284	TMOD4	-
chr1	151169987	151195321	VPS72	-
chr1	151197949	151249536	PIP5K1A	+
chr1	151254703	151267479	PSMD4	+
chr1	151280024	151281929	RP11-126K1.2	-
chr1	151281618	151292180	ZNF687	+
chr1	151291797	151327715	PI4KB	-
chr1	151300665	151300964	RN7SL444P	-
chr1	151327949	151328429	RP11-126K1.9	+
chr1	151340640	151347357	RFX5	-
chr1	151340648	151341966	RP11-126K1.8	+
chr1	151346967	151348027	RP11-126K1.6	+
chr1	151364302	151372733	SELENBP1	-
chr1	151399534	151401944	PSMB4	+
chr1	151402724	151459465	POGZ	-
chr1	151439000	151439095	RNY4P25	+
chr1	151510510	151538692	CGN	+
chr1	151527831	151527938	SNORA44	-
chr1	151540305	151583583	TUFT1	+
chr1	151540516	151561855	RP11-74C1.4	+
chr1	151545796	151545891	MIR554	+
chr1	151557446	151557940	RP11-74C1.2	+
chr1	151612038	151613363	RP11-404E16.1	-
chr1	151612065	151699091	SNX27	+
chr1	151629324	151629430	RNU6-1062P	+
chr1	151701026	151708386	RP11-98D18.1	+
chr1	151702404	151716814	CELF3	-
chr1	151710433	151729805	RIIAD1	+
chr1	151747597	151747700	RNU6-662P	-
chr1	151755541	151759911	RP11-98D18.15	+
chr1	151757659	151758442	RP11-98D18.7	+
chr1	151759643	151763564	MRPL9	-
chr1	151762969	151771332	OAZ3	+
chr1	151763384	151769501	RP11-98D18.3	-
chr1	151765709	151766389	RP11-98D18.2	+
chr1	151766486	151767000	RP11-98D18.16	-
chr1	151770107	151791416	TDRKH	-
chr1	151790804	151794402	RP11-98D18.9	+
chr1	151798054	151798602	RP11-98D18.17	+
chr1	151800264	151806154	LINGO4	-
chr1	151806071	151831872	RORC	-
chr1	151837819	151840557	C2CD4D	-
