chrom	lend	rend	gene	strand
chr20	23602410	23605876	CST9	-
chr20	23626706	23638473	CST3	-
chr20	23631826	23632316	RP11-218C14.8	-
chr20	23655225	23656390	RP11-218C14.5	-
chr20	23685640	23689040	CST4	-
chr20	23711320	23711406	CST2P1	-
chr20	23747553	23751268	CST1	-
chr20	23772785	23776169	XXyac-YX60D10.2	-
chr20	23798141	23805663	XXyac-YX60D10.1	+
chr20	23823769	23826731	CST2	-
chr20	23875935	23879750	CST5	-
chr20	23918771	23922169	CSTP1	-
chr20	23980585	23980734	RP5-831C21.1	-
chr20	23985050	23988779	GGTLC1	-
chr20	23989292	23990454	POM121L3P	+
chr20	24142590	24144386	RP5-1100I6.1	-
chr20	24199767	24224588	FLJ33581	+
chr20	24237255	24237398	RNU1-23P	+
chr20	24297585	24318086	RP4-564O4.1	-
chr20	24445391	24446314	GAPDHP53	+
chr20	24469199	24666616	SYNDIG1	+
chr20	24491472	24502345	RP11-526K17.2	-
chr20	24679547	24680991	RP5-860P4.2	+
chr20	24931840	24932983	RP4-568C11.4	+
chr20	24949230	24959928	CST7	+
chr20	24962925	24992979	APMAP	-
chr20	24974171	24974280	RNU6-1257P	+
chr20	25006230	25058980	ACSS1	-
chr20	25062962	25063591	RP5-1025A1.3	-
chr20	25070885	25082365	VSX1	-
chr20	25099105	25099928	RP5-1025A1.2	+
chr20	25140789	25149258	RP4-738P15.1	-
chr20	25161167	25162061	RP4-738P15.4	-
chr20	25195693	25226729	ENTPD6	+
chr20	25214698	25214798	Y_RNA	+
chr20	25226448	25226735	RP4-738P15.6	-
chr20	25229150	25231933	RP5-965G21.3	+
chr20	25239007	25245229	RP5-965G21.4	-
chr20	25248069	25298014	PYGB	+
chr20	25251008	25251304	RP5-965G21.5	-
chr20	25284915	25285588	RP5-965G21.6	-
chr20	25294743	25390983	ABHD12	-
chr20	25368275	25368766	PPIAP2	-
chr20	25407727	25452628	GINS1	+
chr20	25452705	25585517	NINL	-
