chrom	lend	rend	strand	virus	virus_brkpt	virus_strand	read_support	sample_name	insertion_name
chr17	59711319	59711320	+	HPV16	3700	+	132	CESC-VS-A9V2-TP	HPV16~3700~+~chr17~59711319~+
chr17	59734151	59734152	+	HPV45	1903	+	33	CESC-C5-A7UC-TP	HPV45~1903~+~chr17~59734151~+
chr17	59735337	59735338	+	HPV45	231	+	88	CESC-C5-A7UC-TP	HPV45~231~+~chr17~59735337~+
chr17	59735337	59735338	+	HPV45	930	+	879	CESC-C5-A7UC-TP	HPV45~930~+~chr17~59735337~+
chr17	59737452	59737453	+	HPV45	930	+	62	CESC-C5-A7UC-TP	HPV45~930~+~chr17~59737452~+
chr17	59738858	59738859	+	HPV45	197	+	25	CESC-C5-A7UC-TP	HPV45~197~+~chr17~59738858~+
chr17	59839767	59839768	+	HPV16	3633	+	332	CESC-VS-A9V2-TP	HPV16~3633~+~chr17~59839767~+
chr17	59842859	59842860	+	HPV18	2352	+	34	CESC-C5-A907-TP	HPV18~2352~+~chr17~59842859~+
chr17	59847421	59847422	+	HPV18	6384	+	129	CESC-C5-A907-TP	chr17~59847421~+~HPV18~6384~+
chr17	59860425	59860426	+	HPV18	930	-	1333	CESC-C5-A907-TP	chr17~59860425~+~HPV18~930~-
chr17	59860425	59860426	+	HPV18	234	-	16	CESC-C5-A907-TP	chr17~59860425~+~HPV18~234~-
chr17	59860455	59860456	+	HPV18	1831	-	397	CESC-C5-A907-TP	chr17~59860455~+~HPV18~1831~-
chr17	59912683	59912684	+	HPV18	930	+	136	CESC-C5-A907-TP	HPV18~930~+~chr17~59912683~+
chr17	60023568	60023569	+	HPV16	1927	+	45	CESC-VS-A8EB-TP	HPV16~1927~+~chr17~60023568~+
chr17	60024650	60024651	+	HPV16	3357	+	16	CESC-VS-A8EB-TP	chr17~60024650~+~HPV16~3357~+
chr17	60024650	60024651	+	HPV16	2708	+	10	CESC-VS-A8EB-TP	chr17~60024650~+~HPV16~2708~+
chr17	60025372	60025373	+	HPV16	886	+	91	CESC-VS-A8EB-TP	HPV16~886~+~chr17~60025372~+
chr17	60025513	60025514	+	HPV16	2708	+	63	CESC-VS-A8EB-TP	chr17~60025513~+~HPV16~2708~+
chr17	60025513	60025514	+	HPV16	3357	+	192	CESC-VS-A8EB-TP	chr17~60025513~+~HPV16~3357~+
chr17	60027033	60027034	+	HPV16	3357	+	32	CESC-VS-A8EB-TP	chr17~60027033~+~HPV16~3357~+
chr17	60027306	60027307	+	HPV16	2702	+	27	CESC-VS-A8EB-TP	chr17~60027306~+~HPV16~2702~+
chr17	60027821	60027822	+	HPV16	1385	+	109	CESC-VS-A8EB-TP	chr17~60027821~+~HPV16~1385~+
chr17	60118725	60118726	+	HPV16	1385	-	120	CESC-VS-A8EB-TP	HPV16~1385~-~chr17~60118725~+
chr17	60119240	60119241	+	HPV16	2702	-	20	CESC-VS-A8EB-TP	HPV16~2702~-~chr17~60119240~+
chr17	60121033	60121034	+	HPV16	3357	-	20	CESC-VS-A8EB-TP	HPV16~3357~-~chr17~60121033~+
chr17	60121174	60121175	+	HPV16	886	-	73	CESC-VS-A8EB-TP	chr17~60121174~+~HPV16~886~-
chr17	60121896	60121897	+	HPV16	2708	-	10	CESC-VS-A8EB-TP	HPV16~2708~-~chr17~60121896~+
chr17	60122077	60122078	+	HPV16	881	-	885	CESC-VS-A8EB-TP	chr17~60122077~+~HPV16~881~-
chr17	60122978	60122979	+	HPV16	1927	-	38	CESC-VS-A8EB-TP	chr17~60122978~+~HPV16~1927~-
