chrom	lend	rend	gene	strand
chr2	212999691	213152427	IKZF2	-
chr2	213152970	213153659	RP11-105N14.1	+
chr2	213155806	213167712	RP11-105N14.3	-
chr2	213266995	213276152	RP11-105N14.2	-
chr2	213276552	213284205	AC079610.2	-
chr2	213284379	214410501	SPAG16	+
chr2	213758067	213758159	MIR4438	+
chr2	214042312	214042417	AC008169.1	+
chr2	214250040	214684246	AC107218.3	-
chr2	214280638	214281452	RPL5P8	-
chr2	214411065	214578959	VWC2L	+
chr2	214510196	214536890	VWC2L-IT1	+
chr2	214697727	214698059	ENSAP3	+
chr2	214725646	214809711	BARD1	-
chr2	214810229	214963274	AC072062.1	+
chr2	214846947	214847081	SNORA70	+
chr2	214847128	214847445	AC016708.2	+
chr2	214931542	215138428	ABCA12	-
chr2	215004782	215085488	AC072062.3	+
chr2	215274992	215277947	AC073284.4	+
chr2	215311817	215349773	ATIC	+
chr2	215360440	215436172	FN1	-
chr2	215436253	215436992	AC012462.1	+
chr2	215453707	215463871	AC012462.2	+
chr2	215476667	215480248	AC012462.3	+
chr2	215530447	215545526	AC012668.1	-
chr2	215533133	215713895	AC012668.2	+
chr2	215579407	215582635	AC012668.3	-
chr2	215611563	215843722	LINC00607	-
chr2	215718043	215719424	AC093850.2	+
chr2	215804731	215804981	AC093850.1	-
chr2	215869923	215870518	AC122136.2	+
chr2	215878833	215878919	AC122136.1	-
chr2	215939308	215941719	AC093382.1	-
chr2	215942805	216034096	MREG	-
chr2	215996329	216082955	PECR	-
chr2	216081866	216102783	TMEM169	+
chr2	216107464	216206303	XRCC5	+
chr2	216156342	216156811	POLHP1	-
chr2	216174896	216176032	AC012513.4	-
chr2	216211404	216213519	RP11-566E18.1	+
chr2	216217045	216220192	PKI55	+
chr2	216257865	216372027	MARCH4	-
chr2	216259595	216266130	AC012513.6	+
chr2	216303325	216321737	AC069155.1	+
chr2	216351403	216351504	Y_RNA	+
chr2	216385288	216412696	AC098820.2	-
chr2	216412414	216483053	SMARCAL1	+
chr2	216479030	216498761	AC098820.3	-
chr2	216483032	216487196	AC098820.4	-
chr2	216498189	216579180	RPL37A	+
chr2	216590426	216606938	LINC01280	-
chr2	216604771	216611202	AC073321.4	+
chr2	216610342	216610959	PSMB3P2	-
chr2	216632828	216664436	IGFBP2	+
chr2	216672105	216695525	IGFBP5	-
chr2	216694464	216994079	AC007563.5	+
