chrom	lend	rend	gene	strand
chr11	119355215	119381726	USP2	-
chr11	119372706	119381613	RP11-334E6.3	+
chr11	119381778	119526664	USP2-AS1	+
chr11	119402792	119404088	RP11-334E6.2	+
chr11	119403963	119404227	RP11-334E6.4	-
chr11	119417378	119424985	THY1	-
chr11	119417951	119419114	RP11-334E6.12	+
chr11	119444991	119445519	DUXAP5	-
chr11	119602875	119604306	KRT8P7	-
chr11	119608423	119659284	RP11-196E1.3	+
chr11	119623408	119729084	PVRL1	-
chr11	119656311	119656416	RNU6-1123P	+
chr11	119709920	119713925	CTD-2523D13.1	+
chr11	119729583	119739623	CTD-2523D13.2	+
chr11	119821304	119822129	RP11-215D10.1	-
chr11	119821829	119821927	AP001994.1	-
chr11	119987954	119995037	RP11-831A10.2	-
chr11	120008604	120012158	RP11-831A10.1	-
chr11	120111275	120185529	TRIM29	-
chr11	120168977	120171679	AP000679.2	+
chr11	120210767	120230332	OAF	+
chr11	120236640	120319944	POU2F3	+
chr11	120249759	120265932	RP11-778O17.4	-
chr11	120325129	120333682	TMEM136	+
chr11	120336914	120489936	ARHGEF12	+
chr11	120365666	120365963	7SK	+
chr11	120511759	120988904	GRIK4	+
chr11	120619934	120620267	TCEB1P22	-
chr11	120867933	120894797	RP11-640N11.2	-
chr11	120936102	120936654	HMGB1P42	-
chr11	120986258	120986353	GRIK4_3p_UTR	+
chr11	121024072	121090775	TBCEL	+
chr11	121055207	121055275	AP000646.1	-
chr11	121101173	121191493	TECTA	+
chr11	121238304	121238688	RP11-775A1.2	+
chr11	121250270	121250978	RPS4XP12	-
chr11	121292453	121308694	SC5D	+
chr11	121361854	121362865	BMPR1APS2	-
chr11	121426645	121427416	RP11-142I2.1	-
chr11	121447331	121453013	RP11-730K11.1	-
chr11	121452203	121633693	SORL1	+
chr11	122004355	122004451	RNU6-256P	+
chr11	122028355	122116323	RP11-166D19.1	-
chr11	122099757	122099844	MIR125B1	-
chr11	122115354	122116215	BLID	-
chr11	122146521	122146593	MIRLET7A2	-
chr11	122152229	122152308	MIR100	-
chr11	122155422	122422871	MIR100HG	-
chr11	122294938	122301763	RP11-716H6.1	-
chr11	122295190	122308019	RP11-716H6.2	+
