chrom	lend	rend	gene	strand
chr3	194402672	194498364	ATP13A3	-
chr3	194471923	194472085	RP11-384A12.1	+
chr3	194487454	194518279	LINC00884	+
chr3	194496317	194501503	AC108676.1	-
chr3	194533503	194533583	RNU6-1101P	-
chr3	194562978	194564001	AC046143.6	-
chr3	194584011	194590260	TMEM44-AS1	+
chr3	194587673	194633689	TMEM44	-
chr3	194632923	194645401	AC046143.3	+
chr3	194637505	194637664	RP11-534C12.1	-
chr3	194640788	194672477	LSG1	-
chr3	194686544	194689037	FAM43A	+
chr3	194705548	194706964	AC106706.1	+
chr3	194708421	194782168	AC090505.6	+
chr3	194755589	194757422	AC090505.5	+
chr3	194765238	194768712	AC090505.4	-
chr3	194827890	194832592	AC090505.1	+
chr3	195068279	195271167	XXYLT1	-
chr3	195094588	195096057	XXYLT1-AS1	+
chr3	195134506	195134580	MIR3137	-
chr3	195146728	195147003	RN7SL36P	-
chr3	195147871	195152790	XXYLT1-AS2	+
chr3	195214787	195214893	RNU6-25P	+
chr3	195245066	195245324	Metazoa_SRP	-
chr3	195274736	195443078	ACAP2	-
chr3	195280723	195282741	ACAP2-IT1	-
chr3	195349664	195350030	AC069213.4	+
chr3	195419436	195419546	Y_RNA	-
chr3	195514425	195543386	PPP1R2	-
chr3	195523087	195523221	RNU6ATAC24P	-
chr3	195544048	195550581	AC091633.3	+
chr3	195553792	195554043	RN7SL73P	+
chr3	195554610	195555083	AC091633.2	+
chr3	195561215	195561580	AC090018.1	-
chr3	195568702	195584205	APOD	-
chr3	195614947	195620233	AC069213.1	+
chr3	195639990	195640460	RP11-141C7.4	+
chr3	195650146	195651472	RP11-141C7.3	-
chr3	195655565	195657927	AC069513.4	-
chr3	195658096	195685904	SDHAP2	+
chr3	195688008	195688120	AC233280.3	+
chr3	195699401	195699497	MIR570	+
chr3	195720882	195741123	MUC20	+
chr3	195746765	195812277	MUC4	-
chr3	195836193	195860404	AC124944.5	-
chr3	195843986	195844596	AC124944.4	+
chr3	195863364	195911945	TNK2	-
chr3	195882329	195882395	MIR6829	-
chr3	195908076	195911257	TNK2-AS1	+
chr3	195912049	195913986	AC124944.3	+
chr3	195913078	195913683	RP11-352G9.1	-
chr3	195928589	195928775	RNU2-11P	-
chr3	195937243	195938739	AC024937.6	+
chr3	195949188	195952695	RP11-480A16.1	-
chr3	195959748	195990318	SDHAP1	-
chr3	195960500	195960612	AC024937.1	-
chr3	195996738	195998233	AC024937.4	+
chr3	196027183	196082189	TFRC	-
chr3	196044695	196045254	AC024937.2	+
chr3	196072819	196072880	RNU7-18P	+
chr3	196142636	196160890	LINC00885	+
chr3	196197449	196211437	ZDHHC19	-
chr3	196211487	196243178	SLC51A	+
chr3	196214222	196287957	PCYT1A	-
chr3	196250542	196251654	AC069257.8	+
chr3	196291219	196318299	TCTEX1D2	-
chr3	196298061	196298215	AC069257.6	-
chr3	196318330	196325570	TM4SF19-AS1	+
chr3	196319342	196338503	TM4SF19	-
chr3	196341609	196341715	RNU6-910P	-
chr3	196347662	196432474	UBXN7	-
chr3	196393710	196393812	RNU6-1279P	-
chr3	196397508	196397778	RN7SL434P	-
chr3	196399911	196400207	RN7SL738P	+
chr3	196423322	196423522	AC083822.2	+
chr3	196431385	196432530	UBXN7-AS1	+
chr3	196452996	196453055	AC117490.2	-
