chrom	lend	rend	gene	strand
chr1	26279176	26281522	SH3BGRL3	+
chr1	26281328	26318363	UBXN11	-
chr1	26317957	26320523	CD52	+
chr1	26321859	26354130	AIM1L	-
chr1	26326688	26327033	RP11-569G9.7	+
chr1	26361634	26374522	ZNF683	-
chr1	26410778	26429722	LIN28A	+
chr1	26432282	26471294	DHDDS	+
chr1	26454653	26455187	RP3-476K8.4	-
chr1	26462756	26467282	RP3-476K8.3	-
chr1	26472450	26475972	HMGN2	+
chr1	26519354	26520250	DPPA2P2	-
chr1	26529761	26575030	RPS6KA1	+
chr1	26554542	26554593	MIR1976	+
chr1	26593243	26593546	RN7SL679P	-
chr1	26593940	26594041	Y_RNA	-
chr1	26602369	26602432	RNU7-29P	-
chr1	26640377	26640614	RP11-492M19.3	-
chr1	26642286	26642389	snoU13	-
chr1	26647447	26647681	RP4-785J1.1	+
chr1	26692132	26694131	RP5-968P14.2	-
chr1	26696033	26782104	ARID1A	+
chr1	26787472	26798398	PIGV	+
chr1	26814822	26815112	RN7SL165P	+
chr1	26826710	26857602	ZDHHC18	+
chr1	26863138	26864457	SFN	+
chr1	26876133	26878245	RP1-50O24.6	+
chr1	26876133	26890297	GPN2	-
chr1	26890488	26900466	GPATCH3	-
chr1	26900238	26946862	NUDC	+
chr1	26911489	26913966	NR0B2	-
chr1	26949562	26960406	KDF1	-
chr1	26980165	26980975	RP11-344H11.4	+
chr1	26983628	26984024	RP11-344H11.5	+
chr1	26985897	26986340	OSTCP2	-
chr1	26993707	27000898	TRNP1	+
chr1	27005020	27012836	FAM46B	-
chr1	27064991	27065365	FKSG62	-
chr1	27098815	27166981	SLC9A1	-
chr1	27176751	27177277	RP11-40H20.5	+
chr1	27200834	27201473	CHCHD3P3	-
chr1	27206930	27207796	NPM1P39	+
chr1	27211265	27211484	SNRPEP7	+
chr1	27229106	27234352	RP11-40H20.4	-
chr1	27234516	27308633	WDTC1	+
chr1	27311240	27311838	RP11-4K3__A.3	+
chr1	27322145	27336400	TMEM222	+
chr1	27325219	27325325	RNU6-48P	+
chr1	27325329	27325796	RP11-4K3__A.5	+
chr1	27325470	27325553	FO393419.1	+
chr1	27342020	27353937	SYTL1	+
chr1	27355184	27366892	MAP3K6	-
chr1	27369112	27374824	FCN3	-
chr1	27379176	27383380	CD164L2	-
chr1	27389468	27390145	RP1-144C9.2	+
chr1	27392644	27395814	GPR3	+
chr1	27404226	27490158	WASF2	-
chr1	27457198	27459582	RP4-752I6.1	+
chr1	27525805	27530561	RP1-159A19.4	+
chr1	27534035	27604431	AHDC1	-
chr1	27612064	27635277	FGR	-
chr1	27649419	27649610	RP1-159A19.3	+
chr1	27660328	27662722	RP11-288L9.1	-
chr1	27666061	27672218	IFI6	-
chr1	27669468	27703063	RP11-288L9.4	+
chr1	27675603	27675709	RNU6-949P	-
chr1	27686810	27687471	CHMP1AP1	-
chr1	27693731	27693835	RNU6-424P	+
chr1	27725979	27763122	FAM76A	+
chr1	27739091	27739439	RP3-426I6.2	+
chr1	27739954	27740629	RPEP3	+
chr1	27773183	27824452	STX12	+
chr1	27773858	27774041	RP3-426I6.5	+
chr1	27809701	27809788	AL020997.1	+
chr1	27819983	27820341	RP3-426I6.6	+
chr1	27824538	27824643	RNU6-1245P	+
chr1	27830778	27851676	PPP1R8	+
chr1	27834401	27834566	SCARNA1	+
chr1	27850574	27850744	AL109927.1	-
