sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-Q1-A6DT-TP	chr6~107028272~+~HPV16~3357~+	chr6	107028272	HPV16	3357	407	chr6:107028272	2	PRDM1;RP1-134E15.3;ATG5;U4;RN7SL47P;RNU6-344P;RP11-404H14.1;Y_RNA;RNA5SP211;Y_RNA;AIM1;RTN4IP1;RNU6-527P;RPL21P65;QRSL1;RP1-60O19.2;RNU6-117P;RP1-60O19.1;MIR587;CD24;C6orf203	BEND3;RNU6-1299P;RP11-300D11.3;RPS24P12;PDSS2;RP1-67A8.3;SOBP;RP1-47M23.3;SCML4;SEC63;RNU6-437P;RPL23AP50;RP1-191J18.66;RP1-191J18.65;SNORA73;MTHFD2P3;RPL3P7;RP1-111B22.3;Y_RNA;OSTM1
CESC-Q1-A6DT-TP	chr6~107028272~+~HPV16~2708~+	chr6	107028272	HPV16	2708	17	chr6:107028272	2	PRDM1;RP1-134E15.3;ATG5;U4;RN7SL47P;RNU6-344P;RP11-404H14.1;Y_RNA;RNA5SP211;Y_RNA;AIM1;RTN4IP1;RNU6-527P;RPL21P65;QRSL1;RP1-60O19.2;RNU6-117P;RP1-60O19.1;MIR587;CD24;C6orf203	BEND3;RNU6-1299P;RP11-300D11.3;RPS24P12;PDSS2;RP1-67A8.3;SOBP;RP1-47M23.3;SCML4;SEC63;RNU6-437P;RPL23AP50;RP1-191J18.66;RP1-191J18.65;SNORA73;MTHFD2P3;RPL3P7;RP1-111B22.3;Y_RNA;OSTM1
CESC-Q1-A6DT-TP	chr6~107032494~+~HPV16~2045~+	chr6	107032494	HPV16	2045	278	chr6:107028272	2	PRDM1;RP1-134E15.3;ATG5;U4;RN7SL47P;RNU6-344P;RP11-404H14.1;Y_RNA;RNA5SP211;Y_RNA;AIM1;RTN4IP1;RNU6-527P;RPL21P65;QRSL1;RP1-60O19.2;RNU6-117P;RP1-60O19.1;MIR587;CD24;C6orf203	BEND3;RNU6-1299P;RP11-300D11.3;RPS24P12;PDSS2;RP1-67A8.3;SOBP;RP1-47M23.3;SCML4;SEC63;RNU6-437P;RPL23AP50;RP1-191J18.66;RP1-191J18.65;SNORA73;MTHFD2P3;RPL3P7;RP1-111B22.3;Y_RNA;OSTM1
CESC-Q1-A6DT-TP	chr6~107030108~+~HPV16~2708~+	chr6	107030108	HPV16	2708	110	chr6:107028272	2	PRDM1;RP1-134E15.3;ATG5;U4;RN7SL47P;RNU6-344P;RP11-404H14.1;Y_RNA;RNA5SP211;Y_RNA;AIM1;RTN4IP1;RNU6-527P;RPL21P65;QRSL1;RP1-60O19.2;RNU6-117P;RP1-60O19.1;MIR587;CD24;C6orf203	BEND3;RNU6-1299P;RP11-300D11.3;RPS24P12;PDSS2;RP1-67A8.3;SOBP;RP1-47M23.3;SCML4;SEC63;RNU6-437P;RPL23AP50;RP1-191J18.66;RP1-191J18.65;SNORA73;MTHFD2P3;RPL3P7;RP1-111B22.3;Y_RNA;OSTM1
CESC-Q1-A6DT-TP	chr6~107030108~+~HPV16~3357~+	chr6	107030108	HPV16	3357	658	chr6:107028272	2	PRDM1;RP1-134E15.3;ATG5;U4;RN7SL47P;RNU6-344P;RP11-404H14.1;Y_RNA;RNA5SP211;Y_RNA;AIM1;RTN4IP1;RNU6-527P;RPL21P65;QRSL1;RP1-60O19.2;RNU6-117P;RP1-60O19.1;MIR587;CD24;C6orf203	BEND3;RNU6-1299P;RP11-300D11.3;RPS24P12;PDSS2;RP1-67A8.3;SOBP;RP1-47M23.3;SCML4;SEC63;RNU6-437P;RPL23AP50;RP1-191J18.66;RP1-191J18.65;SNORA73;MTHFD2P3;RPL3P7;RP1-111B22.3;Y_RNA;OSTM1
CESC-Q1-A6DT-TP	chr6~107028925~+~HPV16~2708~+	chr6	107028925	HPV16	2708	45	chr6:107028272	2	PRDM1;RP1-134E15.3;ATG5;U4;RN7SL47P;RNU6-344P;RP11-404H14.1;Y_RNA;RNA5SP211;Y_RNA;AIM1;RTN4IP1;RNU6-527P;RPL21P65;QRSL1;RP1-60O19.2;RNU6-117P;RP1-60O19.1;MIR587;CD24;C6orf203	BEND3;RNU6-1299P;RP11-300D11.3;RPS24P12;PDSS2;RP1-67A8.3;SOBP;RP1-47M23.3;SCML4;SEC63;RNU6-437P;RPL23AP50;RP1-191J18.66;RP1-191J18.65;SNORA73;MTHFD2P3;RPL3P7;RP1-111B22.3;Y_RNA;OSTM1
CESC-Q1-A6DT-TP	chr6~107028925~+~HPV16~3357~+	chr6	107028925	HPV16	3357	423	chr6:107028272	2	PRDM1;RP1-134E15.3;ATG5;U4;RN7SL47P;RNU6-344P;RP11-404H14.1;Y_RNA;RNA5SP211;Y_RNA;AIM1;RTN4IP1;RNU6-527P;RPL21P65;QRSL1;RP1-60O19.2;RNU6-117P;RP1-60O19.1;MIR587;CD24;C6orf203	BEND3;RNU6-1299P;RP11-300D11.3;RPS24P12;PDSS2;RP1-67A8.3;SOBP;RP1-47M23.3;SCML4;SEC63;RNU6-437P;RPL23AP50;RP1-191J18.66;RP1-191J18.65;SNORA73;MTHFD2P3;RPL3P7;RP1-111B22.3;Y_RNA;OSTM1
CESC-C5-A7XC-TP	HPV16~227~+~chr6~106882656~+	chr6	106882656	HPV16	227	26	chr6:107028272	2	RN7SKP211;PRDM1;RP1-134E15.3;ATG5;U4;RN7SL47P;RNU6-344P;RP11-404H14.1;Y_RNA;RNA5SP211;Y_RNA;AIM1;RTN4IP1;RNU6-527P;RPL21P65;QRSL1;RP1-60O19.2;RNU6-117P;RP1-60O19.1;MIR587	CD24;C6orf203;BEND3;RNU6-1299P;RP11-300D11.3;RPS24P12;PDSS2;RP1-67A8.3;SOBP;RP1-47M23.3;SCML4;SEC63;RNU6-437P;RPL23AP50;RP1-191J18.66;RP1-191J18.65;SNORA73;MTHFD2P3;RPL3P7;RP1-111B22.3
CESC-C5-A7XC-TP	HPV16~881~+~chr6~106882656~+	chr6	106882656	HPV16	881	686	chr6:107028272	2	RN7SKP211;PRDM1;RP1-134E15.3;ATG5;U4;RN7SL47P;RNU6-344P;RP11-404H14.1;Y_RNA;RNA5SP211;Y_RNA;AIM1;RTN4IP1;RNU6-527P;RPL21P65;QRSL1;RP1-60O19.2;RNU6-117P;RP1-60O19.1;MIR587	CD24;C6orf203;BEND3;RNU6-1299P;RP11-300D11.3;RPS24P12;PDSS2;RP1-67A8.3;SOBP;RP1-47M23.3;SCML4;SEC63;RNU6-437P;RPL23AP50;RP1-191J18.66;RP1-191J18.65;SNORA73;MTHFD2P3;RPL3P7;RP1-111B22.3
CESC-C5-A7XC-TP	HPV16~3114~+~chr6~106866823~+	chr6	106866823	HPV16	3114	12	chr6:107028272	2	RN7SKP211;PRDM1;RP1-134E15.3;ATG5;U4;RN7SL47P;RNU6-344P;RP11-404H14.1;Y_RNA;RNA5SP211;Y_RNA;AIM1;RTN4IP1;RNU6-527P;RPL21P65;QRSL1;RP1-60O19.2;RNU6-117P;RP1-60O19.1;MIR587	CD24;C6orf203;BEND3;RNU6-1299P;RP11-300D11.3;RPS24P12;PDSS2;RP1-67A8.3;SOBP;RP1-47M23.3;SCML4;SEC63;RNU6-437P;RPL23AP50;RP1-191J18.66;RP1-191J18.65;SNORA73;MTHFD2P3;RPL3P7;RP1-111B22.3
