chrom	lend	rend	gene	strand
chr2	75646783	75690851	MRPL19	+
chr2	75651288	75651627	SUPT4H1P	-
chr2	75652000	75710989	GCFC2	-
chr2	75660462	75662208	RP11-342K6.1	+
chr2	75669989	75670454	RP11-342K6.2	+
chr2	75697583	75697996	RP11-342K6.3	+
chr2	75719120	75720018	RP11-342K6.4	+
chr2	76106016	76107324	SUCLA2P2	-
chr2	76258034	76258897	AC073091.2	-
chr2	76260755	76261661	RP11-335E8.1	-
chr2	76445079	76445410	RN7SKP203	-
chr2	76595413	76595678	RN7SKP164	-
chr2	76747719	77593319	LRRTM4	-
chr2	76772909	76773045	RNA5SP98	+
chr2	76985965	77009791	AC079117.1	+
chr2	77020336	77020421	AC079117.2	-
chr2	77041778	77041863	AC079117.3	-
chr2	77652413	77654668	AC084149.2	-
chr2	77672215	77673792	AC084149.1	+
chr2	77731871	77731956	AC105399.1	-
chr2	77788382	77793087	AC105399.2	+
chr2	77915934	77918011	AC073628.1	+
chr2	78088730	78127806	AC012494.1	+
chr2	78412793	78413094	CYCSP6	-
chr2	78437850	78438921	RP11-601H16.1	+
chr2	78597911	78599406	AC092660.1	+
chr2	78882447	78882552	RNU6-827P	+
chr2	78882628	78882734	RNU6-812P	+
chr2	79025686	79028505	REG3G	+
chr2	79085030	79088019	REG1B	-
chr2	79120362	79123419	REG1A	+
chr2	79135503	79138427	REG1P	-
chr2	79157003	79159753	REG3A	-
chr2	79158374	79185523	AC011754.1	+
chr2	79185231	80648861	CTNNA2	+
chr2	79493716	79500844	AC010975.1	-
chr2	79547151	79548128	RP11-191H23.1	-
chr2	79573764	79575593	AC010975.2	-
chr2	79636862	79636963	RNU6-561P	-
chr2	79649294	79649359	MIR4264	-
chr2	79794270	79794381	AC096753.1	+
chr2	79866495	79866583	MIR8080	-
chr2	80028012	80030551	AC016716.2	-
chr2	80162428	80163135	AC016716.1	-
chr2	80244623	80244718	AC016670.1	+
chr2	80288351	80304749	LRRTM1	-
chr2	80572681	80618777	AC008067.2	-
