chrom	lend	rend	strand	virus	virus_brkpt	virus_strand	read_support	sample_name	insertion_name
chr15	43612020	43612021	+	NC_003977_3182nt_Hepatitis_B_virus	1839	-	38	LIHC-DD-AACA-TP	chr15~43612020~+~NC_003977_3182nt_Hepatitis_B_virus~1839~-
chr15	43612475	43612476	+	NC_003977_3182nt_Hepatitis_B_virus	455	-	16	LIHC-DD-AACA-TP	chr15~43612475~+~NC_003977_3182nt_Hepatitis_B_virus~455~-
chr15	43613100	43613101	+	NC_003977_3182nt_Hepatitis_B_virus	1830	-	23	LIHC-DD-AACA-TR	chr15~43613100~+~NC_003977_3182nt_Hepatitis_B_virus~1830~-
chr15	43613100	43613101	+	NC_003977_3182nt_Hepatitis_B_virus	1830	-	176	LIHC-DD-AACA-TP	chr15~43613100~+~NC_003977_3182nt_Hepatitis_B_virus~1830~-
chr15	43613136	43613137	+	NC_003977_3182nt_Hepatitis_B_virus	1828	+	1860	LIHC-DD-AACA-TR	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~43613136~+
chr15	43613136	43613137	+	NC_003977_3182nt_Hepatitis_B_virus	1828	+	1024	LIHC-DD-AACA-TP	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~43613136~+
chr15	43711937	43711938	+	NC_003977_3182nt_Hepatitis_B_virus	455	-	16	LIHC-DD-AACA-TP	chr15~43711937~+~NC_003977_3182nt_Hepatitis_B_virus~455~-
chr15	43712562	43712563	+	NC_003977_3182nt_Hepatitis_B_virus	1830	-	176	LIHC-DD-AACA-TP	chr15~43712562~+~NC_003977_3182nt_Hepatitis_B_virus~1830~-
chr15	43712562	43712563	+	NC_003977_3182nt_Hepatitis_B_virus	1830	-	27	LIHC-DD-AACA-TR	chr15~43712562~+~NC_003977_3182nt_Hepatitis_B_virus~1830~-
chr15	43712598	43712599	+	NC_003977_3182nt_Hepatitis_B_virus	1828	+	1024	LIHC-DD-AACA-TP	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~43712598~+
chr15	43712598	43712599	+	NC_003977_3182nt_Hepatitis_B_virus	1828	+	1860	LIHC-DD-AACA-TR	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~43712598~+
