chrom	lend	rend	gene	strand
chr17	16414524	16416689	RP11-138I1.2	-
chr17	16415542	16437003	TRPV2	+
chr17	16427474	16428719	AC093484.4	+
chr17	16438822	16478678	LRRC75A-AS1	+
chr17	16439505	16439576	SNORD49	+
chr17	16440036	16440106	SNORD49A	+
chr17	16440479	16440952	RP11-138I1.3	-
chr17	16441226	16441298	SNORD65	+
chr17	16441577	16492153	LRRC75A	-
chr17	16551387	16569206	ZNF287	-
chr17	16557985	16559269	RP1-77H15.1	-
chr17	16616848	16617881	AC005822.1	-
chr17	16620737	16653856	ZNF624	-
chr17	16653904	16654787	RP11-92B11.4	+
chr17	16666107	16667118	NEK4P2	-
chr17	16683438	16684227	RNASEH1P2	+
chr17	16689537	16777881	CCDC144A	+
chr17	16690316	16731916	RP11-219A15.1	+
chr17	16691798	16691907	RNU6-405P	+
chr17	16710059	16710361	Metazoa_SRP	+
chr17	16745636	16746761	UPF3AP1	-
chr17	16786489	16804455	USP32P1	+
chr17	16787235	16788141	SRP68P1	-
chr17	16788248	16789234	RP11-92B11.3	-
chr17	16788901	16789407	FAM106CP	+
chr17	16804627	16805707	RP11-219A15.2	+
chr17	16812447	16812651	NOS2P4	+
chr17	16817983	16822579	KRT16P6	-
chr17	16829999	16832830	KRT16P2	-
chr17	16840743	16845883	KRT17P1	-
chr17	16847635	16852777	KRT17P4	-
chr17	16853935	16854309	COTL1P1	+
chr17	16893198	16893429	RP1-48J14.1	-
chr17	16922915	16934839	TBC1D27	-
chr17	16929816	16972118	TNFRSF13B	-
chr17	16975999	16981353	AC104024.1	-
chr17	16988329	16990177	AC104024.2	+
chr17	17011914	17014990	RP11-416I2.1	-
chr17	17042545	17217679	MPRIP	+
chr17	17076038	17077752	MPRIP-AS1	-
chr17	17167946	17185554	RP11-45M22.3	-
chr17	17170083	17170189	RNU6-767P	+
chr17	17178414	17178749	RN7SL775P	+
chr17	17181504	17183257	RP11-45M22.2	+
chr17	17200995	17206315	PLD6	-
chr17	17212212	17237188	FLCN	-
chr17	17235433	17236118	RP11-45M22.5	-
chr17	17242010	17242886	POTENP	+
chr17	17242564	17242647	AC055811.1	+
chr17	17246820	17281293	COPS3	-
chr17	17303335	17347663	NT5M	+
chr17	17383377	17384012	RPL13P12	-
chr17	17422681	17423704	AC073621.2	+
chr17	17456427	17457259	TSEN15P1	+
chr17	17460444	17460522	Y_RNA	+
chr17	17476986	17493226	MED9	+
chr17	17494437	17496395	RASD1	-
chr17	17505563	17591708	PEMT	-
chr17	17507351	17508308	RP11-524F11.1	+
chr17	17578631	17578739	RNU6-468P	+
chr17	17591428	17610485	RP11-524F11.2	+
