chrom	lend	rend	gene	strand
chr3	57227737	57273468	APPL1	+
chr3	57233948	57234032	AC093928.1	+
chr3	57268347	57292682	ASB14	-
chr3	57293699	57544344	DNAH12	-
chr3	57493667	57493780	Y_RNA	+
chr3	57512450	57512555	RNU6-1181P	+
chr3	57519669	57520010	RNF7P1	-
chr3	57530345	57530967	RP11-229A12.2	-
chr3	57536252	57536358	RNU6-108P	-
chr3	57548838	57548945	RNU6-483P	+
chr3	57556276	57566844	PDE12	+
chr3	57571363	57598220	ARF4	-
chr3	57597715	57600927	RP11-755B10.4	+
chr3	57619447	57619572	RNU6ATAC26P	+
chr3	57625457	57693089	DENND6A	-
chr3	57628810	57654918	RP11-755B10.2	+
chr3	57693205	57696596	RP11-755B10.3	+
chr3	57755450	57929168	SLMAP	+
chr3	57800056	57801448	RP11-332H21.2	-
chr3	57941818	57942304	PPIAP16	+
chr3	58008400	58172251	FLNB	+
chr3	58162547	58170636	FLNB-AS1	-
chr3	58192257	58214697	DNASE1L3	-
chr3	58237506	58295693	ABHD6	+
chr3	58306247	58324695	RPP14	+
chr3	58329965	58330118	RP11-80H18.4	+
chr3	58332880	58426126	PXK	+
chr3	58379217	58379525	RP11-802O23.4	-
chr3	58427630	58433857	PDHB	-
chr3	58428255	58428815	RP11-802O23.3	+
chr3	58490830	58491291	RP11-359I18.5	-
chr3	58492114	58502360	KCTD6	+
chr3	58505136	58537319	ACOX2	-
chr3	58511310	58511676	RP11-359I18.1	+
chr3	58564117	58627610	FAM107A	-
chr3	58572744	58574319	RP11-475O23.2	+
chr3	58607080	58634440	RP11-475O23.3	+
chr3	58633946	58666848	FAM3D	-
chr3	58717365	59050084	C3orf67	-
chr3	58824437	59019093	C3orf67-AS1	+
chr3	59065150	59119509	CTD-2185K10.1	+
chr3	59380024	59388704	RP11-285B24.1	-
chr3	59464330	59510678	RP11-719N22.2	-
chr3	59535863	59536415	RP11-719N22.1	+
chr3	59584169	59584445	Metazoa_SRP	+
chr3	59749310	61251459	FHIT	-
chr3	60616822	60618079	RP11-641C17.4	+
chr3	60617805	60617870	MIR548BB	-
chr3	60690225	60690719	RP11-641C17.2	-
chr3	60730055	60730644	RP11-641C17.3	-
chr3	60732144	60732636	RP11-641C17.1	-
chr3	60856389	60856605	U3	-
