chrom	lend	rend	sample_name	CN	copy_number
chr15	19811075	43637153	SARC-IF-A4AK-TP	0.1761	2.259651050787582
chr15	19811075	44279409	PAAD-US-A776-TP	-0.5597	1.3568864547194255
chr15	19811075	44931456	BLCA-GC-A6I1-TP	-0.1614	1.7883139089252227
chr15	19811075	45087504	KIRC-B0-5107-TP	0.0735	2.1045328075221685
chr15	19811075	48658080	KIRC-DV-5566-TP	0.0659	2.0934754502593607
chr15	19811075	49877208	HNSC-CN-6989-TP	-0.0524	1.9286615565028666
chr15	19811075	51452320	BLCA-FJ-A3Z7-TP	-0.0545	1.9258562214614698
chr15	19811075	53492657	HNSC-F7-A50I-TP	-0.1182	1.8426729059843392
chr15	19811075	53492956	LIHC-DD-A1EG-TP	-0.0078	1.9892160821365863
chr15	19811075	53902792	HNSC-MT-A67D-TP	-0.0509	1.930667868804631
chr15	19811075	53902792	LGG-DU-7290-TP	0.0788	2.1122784064413693
chr15	19811075	53902792	LGG-DH-A669-02A	-0.4412	1.4730434644764139
chr15	19811075	56498657	LGG-HT-7874-TP	0.0235	2.032844694199862
chr15	19811075	56498657	SARC-JV-A5VE-TP	-0.6146	1.3062218984977494
chr15	19811075	57893450	KIRC-B0-5115-TP	-0.0096	1.986735754633211
chr15	19811075	58020148	KIRC-B0-4699-TP	0.1792	2.2645117104440113
chr15	19811075	58165433	SARC-FX-A76Y-TP	0.0699	2.0992878506574852
chr15	19811075	60486339	UCEC-N5-A4RJ-TP	-0.483	1.4309765200229125
chr15	19811075	60923699	BLCA-4Z-AA82-TP	-0.5635	1.3533171737757017
chr15	19811075	62150140	SARC-JV-A75J-TP	0.4896	2.808111069824485
chr15	19811075	63630553	HNSC-HD-8635-TP	0.0277	2.03877137132595
chr15	19811075	64664899	LUSC-56-A5DS-TP	-0.0008	1.9988912719442047
chr15	19811075	65521764	BLCA-FD-A43X-TP	0.5019	2.8321545596305526
chr15	19811075	65521764	LGG-TM-A84H-TP	-0.0621	1.9157376430285813
chr15	19811075	70635505	LIHC-DD-AAE6-TP	0.0047	2.00652620823894
chr15	19811075	71375388	PAAD-IB-AAUS-TP	-0.0056	1.9922517991083293
chr15	19811075	76577588	SARC-DX-A3LT-TP	-0.3575	1.5610318790307847
chr15	19811075	76586021	KIRC-B2-5633-TP	0.0387	2.0543756389338736
chr15	19811075	76586021	LGG-S9-A6WD-TP	-0.2363	1.697839400405162
chr15	19811075	76586021	LIHC-DD-AAW3-TP	-0.0167	1.9769823621864164
chr15	19811075	76586021	LIHC-DD-A39X-TP	0.0465	2.065512799119642
chr15	19811075	76586021	LIHC-2Y-A9H1-TP	-0.0635	1.913879501346024
chr15	19811075	76586021	SARC-DX-A23T-TP	-0.0537	1.926924439054959
chr15	19811075	76586021	SARC-DX-A7EQ-TP	0.0135	2.018802810198879
chr15	19811075	76586021	SARC-DX-A23Y-TP	0.1655	2.243109423845407
chr15	19811075	76586021	UCEC-NA-A4QY-TP	-0.5323	1.382903032508604
chr15	19811075	76598900	BLCA-K4-A5RJ-TP	-0.0861	1.8841319452087661
chr15	19811075	76598900	HNSC-CV-6953-TP	0.0126	2.0175438082144668
chr15	19811075	76598900	LIHC-CC-A9FS-TP	0.1134	2.1635493070570937
chr15	19811075	76599170	BLCA-G2-A2EK-TP	0.0282	2.039478078095748
chr15	19811075	76599170	HNSC-T2-A6WX-TP	-0.0279999999999999	1.9615580079771027
chr15	19811075	76599170	HNSC-CN-4722-TP	0.0	2.0
chr15	19811075	76599170	HNSC-CN-4731-TP	0.0316	2.044290185046547
chr15	19811075	76599170	KIRC-A3-3357-TP	0.0295	2.041316662361057
chr15	19811075	76599170	LGG-S9-A7J2-TP	0.0704	2.100015534475632
chr15	19811075	76599170	LGG-DU-7300-TP	0.0641	2.0908651231141353
chr15	19811075	76599170	LIHC-DD-AAD1-TP	-0.0215	1.9704156614984023
chr15	19811075	76599170	LIHC-HP-A5MZ-TP	-0.0581	1.9210565657977317
chr15	19811075	76599170	PAAD-FB-A7DR-TP	-0.0661	1.9104334470196562
chr15	19811075	76599286	LUSC-66-2744-TP	-0.0716	1.9031641486653985
chr15	19811075	76599286	SARC-WK-A8XY-TP	0.2855	2.437665211353543
chr15	19811075	76602857	HNSC-CN-A640-TP	-0.0449	1.9387140106279706
chr15	19811075	76603003	KIRC-B0-4838-TP	-0.0383	1.947603502212702
chr15	19811075	83871965	LGG-TQ-A7RP-TP	0.0102	2.0141903068263134
chr15	19811075	83874498	LIHC-DD-AAD6-TP	0.0409	2.0575107950636937
chr15	19811075	85400544	KIRC-B8-4148-TP	0.0474	2.066801735053688
chr15	19811075	87645905	LGG-S9-A6WH-TP	-0.0279999999999999	1.9615580079771027
chr15	19811075	90212890	LIHC-DD-A4NG-TP	-0.0473	1.935491537787776
chr15	19811075	97265179	SARC-RN-A68Q-TP	-0.0092	1.98728667111766
chr15	19811075	97274562	CESC-HM-A4S6-TP	-0.0322	1.9558557889147405
chr15	19811075	97752983	BLCA-XF-AAME-TP	-0.038	1.948008537086482
chr15	19811075	98695147	KIRC-A3-3331-TP	0.0357	2.050108123450303
chr15	19811075	99985119	LUSC-37-A5EM-TP	-0.0829	1.8883157218362296
chr15	19811075	100463841	SARC-PC-A5DK-TP	0.0796	2.1134500271111594
chr15	19811075	100552759	LIHC-DD-AACP-TP	0.3584	2.564006643369031
chr15	19811075	101112866	BLCA-CF-A9FF-TP	0.016	2.0223041617026083
chr15	19811075	101388580	SARC-X6-A8C7-TP	0.0397	2.0558001172453415
chr15	19811075	101671725	HNSC-MT-A51X-TP	-0.0536	1.9270580079082573
chr15	19811075	101928837	BLCA-FD-A3SQ-TP	0.0148	2.020622755763118
chr15	19811075	101928837	CESC-EA-A5ZE-TP	-0.0474	1.935357384386991
chr15	19811075	101928837	CESC-C5-A2LS-TP	-0.0266	1.9634624396274822
chr15	19811075	101928837	HNSC-CX-7082-TP	0.1279	2.1854039922903
chr15	19811075	101928837	KIRC-MM-A563-TP	0.1158	2.167151481876407
chr15	19811075	101928837	KIRC-A3-3307-TP	0.0273	2.03820618223028
chr15	19811075	101928837	KIRC-B0-5096-TP	0.0275	2.0384887571901538
chr15	19811075	101928837	KIRC-A3-3311-TP	0.0599	2.0847870102500936
chr15	19811075	101928837	KIRC-BP-4776-TP	0.0118	2.016425354502485
chr15	19811075	101928837	KIRC-CZ-5454-TP	-0.0315	1.9568050063256661
chr15	19811075	101928837	KIRC-A3-A8OX-TP	-0.0003	1.9995841549294382
chr15	19811075	101928837	LGG-P5-A737-TP	0.1071	2.1541220595746617
chr15	19811075	101928837	LGG-DU-8162-TP	-0.0084	1.9883889624319009
chr15	19811075	101928837	LGG-S9-A6UB-TP	0.0917	2.1312502450247166
chr15	19811075	101928837	LGG-S9-A6U5-TP	0.055	2.077718206595329
chr15	19811075	101928837	LGG-VM-A8CH-TP	-0.0165	1.9772564491343103
chr15	19811075	101928837	LGG-S9-A6WL-TP	0.0702	2.0997244306845047
chr15	19811075	101928837	LGG-TQ-A7RK-02B	0.0158	2.0220238302485694
chr15	19811075	101928837	LIHC-CC-A9FV-TP	0.0008	2.001109343035669
chr15	19811075	101928837	LUSC-18-5595-TP	0.0373	2.0523830273566963
chr15	19811075	101928837	PAAD-LB-A9Q5-TP	0.0273	2.03820618223028
chr15	19811075	101928837	PAAD-F2-A44H-TP	0.0435	2.061222148624813
chr15	19811075	101928837	SARC-DX-A7ES-TP	-0.0093	1.987148927676234
chr15	19811075	101928837	SARC-QQ-A8VD-TP	0.0027	2.0037464994634924
chr15	20026653	43604064	LIHC-G3-A7M5-TP	0.1766	2.260434321887732
chr15	20056983	76586021	LIHC-3K-AAZ8-TP	-0.1721	1.7750996297442803
chr15	20056983	101928837	PAAD-HZ-8315-TP	0.0145	2.0202026227568934
chr15	20059033	61818279	KIRC-B0-4828-TP	0.0417	2.0586520376993525
chr15	20059033	76599170	LIHC-EP-A2KB-TP	-0.2952	1.6299186944330224
chr15	20187568	43802479	HNSC-CR-6474-TP	-0.1	1.8660659830736148
chr15	20187568	56497449	LGG-HT-7474-TP	0.0142	2.0197825771057887
chr15	20187568	85440272	LGG-DU-A76L-TP	0.0397	2.0558001172453415
chr15	20187568	97369374	LUSC-77-8145-TP	-0.1424	1.8120214078689485
chr15	20190276	63630553	PAAD-S4-A8RO-TP	0.0001	2.000138634240753
chr15	20190276	68448540	SARC-Z4-A8JB-TP	0.0078	2.0108423795285537
chr15	20190276	76586021	KIRC-B0-4691-TP	0.0384	2.0539484879426073
chr15	20380735	101928837	KIRC-BP-4963-TP	0.0123	2.0171243153908227
chr15	20380735	101928837	KIRC-BP-4345-TP	-0.0038	1.9947390130820315
chr15	20381704	58313447	CESC-EK-A2RJ-TP	-0.1758	1.7705529629053802
