chrom	lend	rend	gene	strand
chr6	105904373	105904687	RN7SKP211	+
chr6	106086320	106109939	PRDM1	+
chr6	106100140	106100593	RP1-134E15.3	+
chr6	106184476	106325820	ATG5	-
chr6	106271634	106271720	U4	+
chr6	106283413	106283711	RN7SL47P	-
chr6	106304176	106304286	RNU6-344P	+
chr6	106358566	106359717	RP11-404H14.1	-
chr6	106420706	106420807	Y_RNA	+
chr6	106449381	106449497	RNA5SP211	+
chr6	106511855	106570451	AIM1	+
chr6	106571971	106629487	RTN4IP1	-
chr6	106607716	106607819	RNU6-527P	+
chr6	106629578	106668417	QRSL1	+
chr6	106642463	106642928	RPL21P65	+
chr6	106695535	106699994	RP1-60O19.2	+
chr6	106717452	106787541	RP1-60O19.1	-
chr6	106738948	106739054	RNU6-117P	-
chr6	106784125	106784220	MIR587	+
chr6	106969831	106975627	CD24	-
chr6	107028213	107051342	C6orf203	+
chr6	107065182	107115269	BEND3	-
chr6	107133071	107133170	RNU6-1299P	+
chr6	107152557	107459564	PDSS2	-
chr6	107192300	107192573	RP11-300D11.3	+
chr6	107229759	107230152	RPS24P12	+
chr6	107489958	107660167	SOBP	+
chr6	107509803	107511721	RP1-67A8.3	-
chr6	107697299	107700218	RP1-47M23.3	-
chr6	107704104	107824317	SCML4	-
chr6	107867756	107958189	SEC63	-
chr6	107930088	107930182	RNU6-437P	+
chr6	107931800	107932254	RPL23AP50	+
chr6	107957413	107959986	RP1-191J18.66	+
chr6	107985089	107985690	RP1-191J18.65	-
chr6	107985659	107985773	SNORA73	-
chr6	107985811	107986031	MTHFD2P3	-
chr6	108004357	108005568	RPL3P7	-
chr6	108030249	108030718	RP1-111B22.3	-
chr6	108041409	108165854	OSTM1	-
chr6	108123515	108159392	OSTM1-AS1	+
chr6	108166058	108188809	NR2E1	+
