chrom	lend	rend	gene	strand
chr4	41876481	41882611	LINC00682	-
chr4	41883060	41894579	RP11-457P14.5	-
chr4	41924180	41924380	RP11-457P14.6	+
chr4	41935120	41960572	TMEM33	+
chr4	41981696	41986467	DCAF4L1	+
chr4	41988741	41989237	RP11-814H16.2	-
chr4	41990472	42090457	SLC30A9	+
chr4	42029209	42030123	ATP1B1P1	+
chr4	42110938	42152878	BEND4	-
chr4	42281830	42391268	RP11-63A11.1	-
chr4	42397839	42402487	SHISA3	+
chr4	42408373	42657105	ATP8A1	-
chr4	42445990	42446072	AC084010.1	+
chr4	42471810	42472380	RPS7P7	+
chr4	42561457	42562425	CCNL2P1	-
chr4	42657496	42657928	RP11-109E24.2	+
chr4	42706107	42707335	RP11-109E24.1	+
chr4	42892396	42892618	RN7SKP82	+
chr4	42893267	43030658	GRXCR1	+
chr4	43133867	43234956	RP11-395F4.1	+
chr4	43340875	43345600	RP11-1E6.1	+
chr4	43388157	43388437	RP11-324J13.3	+
chr4	43410041	43410937	RP11-324J13.1	-
chr4	43457527	43492543	RP11-324J13.2	-
chr4	43586328	43588097	RP11-466J24.1	+
chr4	43598544	43598844	RN7SL691P	-
chr4	43863274	43863549	RN7SL193P	+
chr4	43898962	43899351	RP11-663P9.2	+
chr4	43980006	43981620	RP11-663P9.1	-
chr4	44016861	44022063	RP11-328N19.1	+
chr4	44173909	44448807	KCTD8	-
chr4	44299628	44299915	Metazoa_SRP	-
chr4	44448005	44448110	AC131951.1	+
chr4	44533615	44533880	RP11-500G9.1	+
chr4	44622065	44678556	YIPF7	-
chr4	44678427	44700926	GUF1	+
chr4	44682200	44726595	GNPDA2	-
chr4	44693946	44694386	RP11-700J17.1	-
chr4	44704405	44704965	RP11-700J17.2	+
chr4	44840380	44841402	RP11-55C6.1	-
chr4	44944015	44944961	PRDX4P1	-
chr4	44994426	44996022	RP11-362I1.2	+
chr4	45009540	45051652	RP11-362I1.1	+
chr4	45323253	45326028	PRKRIRP9	-
chr4	45414337	45414910	RP11-270L13.1	-
chr4	45480030	45480136	RNU6-931P	+
chr4	45995119	45995423	RN7SKP199	+
chr4	46035769	46124081	GABRG1	-
chr4	46243548	46244215	RP11-320H14.1	-
chr4	46248427	46475230	GABRA2	-
chr4	46390255	46433188	RP11-436F23.1	+
