chrom	lend	rend	sample_name	CN	copy_number
chr15	19811075	19974678	BLCA-XF-A9SK-TP	0.2226	2.3336690834729494
chr15	19811075	19974678	KIRC-A3-3362-TP	-0.0601	1.9183952610152912
chr15	19811075	19974863	BLCA-FD-A3SM-TP	0.006	2.0083350864779463
chr15	19811075	19974863	BLCA-E7-A4XJ-TP	-0.1885	1.7550352409408438
chr15	19811075	19974863	BLCA-E7-A8O8-TP	-0.1919	1.750904018600882
chr15	19811075	19974863	CESC-BI-A0VR-TP	0.1214	2.1755798969250346
chr15	19811075	19974863	HNSC-CV-6942-TP	0.1396	2.2031992905121234
chr15	19811075	19974863	HNSC-BA-4076-TP	0.2356	2.3547926015311997
chr15	19811075	19974863	HNSC-CQ-A4CI-TP	-0.1086	1.8549753299472194
chr15	19811075	19974863	KIRC-CZ-4861-TP	0.3022	2.4660464938671898
chr15	19811075	19974863	KIRC-B0-5711-TP	-0.0805	1.8914596498816523
chr15	19811075	19974863	KIRC-AK-3426-TP	0.0331	2.0464167813551666
chr15	19811075	19974863	KIRC-B0-5080-TP	-0.2256	1.710478535395343
chr15	19811075	19974863	KIRC-AK-3426-TP	0.0486	2.0685215675672817
chr15	19811075	19974863	LIHC-T1-A6J8-TP	0.0545	2.0769982491032115
chr15	19811075	19978848	CESC-EX-A1H6-NT	0.1274	2.1846467202153104
chr15	19811075	19978848	KIRC-MM-A564-TP	0.0663	2.0940559653744923
chr15	19811075	19978848	LIHC-BC-A10W-TP	1.0002	4.000554556182466
chr15	19811075	19978848	LUSC-66-2783-TP	-0.0786	1.8939523047638127
chr15	19811075	19978848	PAAD-IB-7645-TP	0.0684	2.097106311767357
chr15	19811075	19978848	PAAD-HZ-7920-TP	-0.0372	1.9490890419385023
chr15	19811075	19981398	BLCA-E7-A3Y1-TP	-0.0214	1.9705522450380022
chr15	19811075	19981398	HNSC-CR-7374-TP	0.7019	3.253291283744968
chr15	19811075	19981398	HNSC-CQ-6229-TP	0.0529	2.0746960611746057
chr15	19811075	19981398	HNSC-CN-4723-TP	0.2084	2.310812173473581
chr15	19811075	19981398	HNSC-BB-7866-TP	-0.3927	1.5234054900350102
chr15	19811075	19981398	LGG-DU-8163-TP	-0.1638	1.7853414266665388
chr15	19811075	19981398	LGG-S9-A7R2-TP	0.0527	2.0744084671644996
chr15	19811075	19981398	LGG-HT-8010-TP	0.0639	2.0905752877514527
chr15	19811075	19981398	LGG-P5-A5EZ-TP	-0.1141	1.8479170526048654
chr15	19811075	19981398	LUSC-85-A4QQ-TP	-0.0937	1.8742325889364488
chr15	19811075	19981398	UCEC-N8-A4PL-TP	-0.4261	1.4885420737164303
chr15	19811075	19985588	BLCA-FD-A5C0-TP	-0.0883	1.8812609771285098
chr15	19811075	19985588	CESC-C5-A7X8-TP	0.1074	2.1545700432404926
chr15	19811075	19985588	KIRC-CZ-5451-TP	-0.0298	1.959112166964483
chr15	19811075	19985588	LGG-HT-7609-TP	0.0799	2.1138895523861954
chr15	19811075	19985588	LUSC-85-8070-TP	0.2484	2.3757779463533457
chr15	19811075	19985588	LUSC-43-8116-TP	0.1744	2.256989958661389
chr15	19811075	19986488	BLCA-GD-A3OS-TP	0.0353	2.0495397915752265
chr15	19811075	19986488	BLCA-C4-A0F0-TP	-0.4703	1.443628970103397
chr15	19811075	19986488	CESC-LP-A4AU-TP	0.0692	2.098269516908365
chr15	19811075	19986488	HNSC-CV-7410-TP	0.0237	2.033126525848152
chr15	19811075	19986488	LGG-VM-A8CE-TP	0.1764	2.2601209808719664
chr15	19811075	19986488	LIHC-CC-5264-TP	-0.2843	1.6422798634978242
chr15	19811075	19986488	LUSC-94-8491-TP	-0.1154	1.8462526605587115
chr15	19811075	19986488	PAAD-HZ-8317-TP	0.1179	2.170308304241635
chr15	19811075	19986758	CESC-HM-A3JJ-TP	-0.1535	1.7981333307689584
