chrom	lend	rend	sample_name	CN	copy_number
chr2	12784	75640282	LGG-TQ-A7RP-TP	0.0086	2.0119577365233328
chr2	12784	78003396	HNSC-CN-4735-TP	0.1074	2.1545700432404926
chr2	12784	86704145	LIHC-BC-A10W-TP	-0.0408	1.944231484995767
chr2	12784	86710564	BLCA-BT-A3PK-TP	0.0741	2.1054082401398033
chr2	12784	86710564	HNSC-CV-7183-TP	0.0053	2.0073608725808563
chr2	12784	87070602	LGG-S9-A6U5-TP	0.0384	2.0539484879426073
chr2	12784	87221597	LIHC-FV-A3I0-TP	0.1284	2.1861615268612757
chr2	12784	87286164	KIRC-CZ-5464-TP	-0.0824	1.8889702756145033
chr2	12784	87476397	KIRC-A3-A8OW-TP	0.0059	2.008195884122107
chr2	12784	87521665	PAAD-IB-AAUT-TP	0.0013	2.0018029948789895
chr2	12784	88331751	HNSC-BB-A5HU-TP	-0.0198	1.9727388697085315
chr2	12784	88878450	KIRC-CZ-5982-TP	0.063	2.089271525728463
chr2	12784	88957049	LIHC-DD-AAW3-TP	-0.0175	1.975886394281032
chr2	12784	89305244	LGG-CS-6186-TP	-0.0605	1.917863442637831
chr2	12784	89305244	PAAD-HZ-7289-TP	-0.1599	1.790174222977108
chr2	12784	89936810	KIRC-B0-4712-TP	0.0792	2.1128641355657085
chr2	12784	89984682	HNSC-CR-7397-TP	-0.052	1.9291963691682765
chr2	12784	90004094	KIRC-BP-4999-TP	0.013	2.0181032676893627
chr2	12784	92078382	SARC-HB-A5W3-TP	-0.5074	1.4069782240458024
chr2	12784	97172393	KIRC-BP-4355-TP	0.0024	2.003329875411264
chr2	12784	97211436	LIHC-CC-5259-TP	-0.0106	1.985359131502707
chr2	12784	97357159	LGG-S9-A6WP-TP	0.0754	2.1073062602773804
chr2	12784	97359885	LIHC-UB-AA0U-TP	-0.0301	1.9587048233958282
chr2	12784	97359885	LUSC-56-7731-TP	0.0313	2.0438651310484226
chr2	12784	101902567	LIHC-DD-AAEH-TP	0.0063	2.0087527514427785
chr2	12784	106258266	HNSC-CV-5439-TP	0.0192	2.0267947542573754
chr2	12784	109701359	LGG-DH-A7UV-TP	-0.0084	1.9883889624319009
chr2	12784	111187469	LIHC-DD-A4NG-TP	-0.0204	1.9719186012590717
chr2	12784	113604438	LGG-S9-A6WG-TP	0.0049	2.0068043911174542
chr2	12784	113604438	LGG-HT-8012-TP	0.0575	2.081321739208933
chr2	12784	113980117	LGG-TQ-A7RQ-TP	0.0147	2.020482701720464
chr2	12784	125684646	HNSC-CV-A461-TP	0.0055	2.0076391711764385
chr2	12784	126957304	CESC-DS-A5RQ-TP	0.0508	2.0716783116160906
chr2	12784	127084661	LGG-HT-7877-TP	0.0246	2.0343952518704476
chr2	12784	127837309	LGG-FG-5963-TP	0.0797	2.1135965253810984
chr2	12784	128881387	HNSC-CV-A6JZ-TP	-0.0317	1.9565337543532464
chr2	12784	132686034	HNSC-CN-4742-TP	0.1379	2.2006046791528284
chr2	12784	135028127	LGG-S9-A6UB-TP	0.0717	2.1019086931028608
chr2	12784	135693346	HNSC-F7-A50J-TP	-0.096	1.8712469956628002
chr2	12784	140689702	CESC-VS-A9UH-TP	-0.0625	1.9152065613971474
chr2	12784	146104517	PAAD-H6-8124-TP	-0.0645	1.912553360824112
chr2	12784	146106861	LIHC-ZP-A9CZ-TP	-0.0074	1.9897676864091849
chr2	12784	146106875	PAAD-3A-A9IN-TP	-0.2137	1.7246456827380081
chr2	12784	150174288	LUSC-66-2778-TP	0.0374	2.0525252926380624
chr2	12784	152930971	KIRC-CJ-5686-TP	0.0244	2.0341132443515755
chr2	12784	179555026	KIRC-B0-4849-TP	0.0453	2.063795468188765
chr2	12784	183929673	CESC-C5-A2LS-TP	-0.0331	1.95463604307972
chr2	12784	204975573	LIHC-DD-AACP-TP	0.1168	2.168654157543453
chr2	12784	207490188	HNSC-BA-A6DG-TP	-0.0262	1.9640069024842386
chr2	12784	207490231	KIRC-MM-A84U-TP	0.0435	2.061222148624813
chr2	12784	241841244	KIRC-B0-5707-TP	-0.0501	1.9317387552818552
chr2	12784	242147305	CESC-VS-A8QM-TP	-0.0452	1.9383109082956962
chr2	12784	242147305	KIRC-AK-3428-TP	0.0186	2.025952009271723
chr2	12784	242147305	KIRC-B0-5115-TP	-0.01	1.9861849908740719
chr2	12784	242147305	LGG-S9-A6WD-TP	0.0604	2.085509667588946
chr2	12784	242147305	LIHC-HP-A5MZ-TP	-0.0421	1.9424803439394367
chr2	12784	242147305	LUSC-39-5030-TP	0.0407	2.0572255832722113
chr2	12784	242147305	SARC-UE-A6QT-TP	-0.0438	1.9401927698705377
chr2	12784	242147305	SARC-DX-A8BQ-TP	-0.0817	1.8898870320975205
chr2	34049	90048577	HNSC-CQ-A4CH-TP	0.0403	2.056655278291794
chr2	246301	89993390	HNSC-CN-6998-TP	-0.0181	1.9750648170850675
chr2	343588	88848201	KIRC-A3-3313-TP	-0.0899	1.8791757484510312
chr2	368398	77749622	KIRC-B8-A54I-TP	0.1168	2.168654157543453
chr2	1241192	125684646	HNSC-CV-A6JD-TP	-0.0164	1.9773935068576103
chr2	1773672	81204078	SARC-HB-A3L4-TP	-0.7466	1.1920130249487537
chr2	1858722	73625410	LIHC-RG-A7D4-TP	0.018	2.0251096147009857
chr2	1912858	89254427	LUSC-60-2720-TP	0.05	2.070529847682755
chr2	1913832	97359885	CESC-VS-A94Z-TP	0.0436	2.061365026608612
chr2	1914588	86710564	LGG-HT-7478-TP	0.0151	2.021042976142629
chr2	2531457	242147305	LUSC-66-2783-TP	0.0404	2.0567978397132927
chr2	3192955	87146770	KIRC-A3-A6NL-TP	-0.0053	1.9926661192998223
chr2	3381717	201555054	CESC-C5-A2LZ-TP	-0.0594	1.9193262980544807
chr2	3451447	71115321	KIRC-G6-A8L7-TP	0.0616	2.0872450673967267
chr2	3498627	140315884	BLCA-FD-A5BV-TP	0.0489	2.0689517492603615
chr2	3674904	146104517	LIHC-CC-A7IL-TP	-0.0279999999999999	1.9615580079771027
chr2	3688948	127094445	LGG-S9-A7J1-TP	0.0439	2.0617937199860976
