chrom	lend	rend	gene	strand
chr5	65589680	65625975	TRIM23	-
chr5	65604661	65604761	RNU6-540P	-
chr5	65624716	65666233	TRAPPC13	+
chr5	65624765	65630891	CTC-534A2.2	+
chr5	65665928	65723035	SGTB	-
chr5	65722196	65871725	NLN	+
chr5	65732973	65733654	CTD-2353N24.1	+
chr5	65924629	65925135	CTD-2033C11.1	-
chr5	65926475	66082549	ERBB2IP	+
chr5	65961183	65961319	SNORA76	-
chr5	66139971	66183615	SREK1	+
chr5	66144156	66144795	AC025442.3	-
chr5	66206212	66209447	CTD-2016O11.1	-
chr5	66298468	66322944	RP11-305P14.1	+
chr5	66507544	66511604	RP11-5P22.3	-
chr5	66572057	66572546	RP11-5P22.1	+
chr5	66596361	67169595	MAST4	+
chr5	66622868	66623177	RP11-287J9.1	+
chr5	66662331	66662988	MAST4-IT1	+
chr5	67001383	67003953	MAST4-AS1	-
chr5	67179613	67196799	CD180	-
chr5	67268022	67270182	CTD-2187J20.1	+
chr5	67379378	67805238	RP11-434D9.1	+
chr5	67463809	67475592	RP11-357D18.1	-
chr5	67464522	67464608	AC079467.1	-
chr5	67608654	67609130	RP11-83M16.1	+
chr5	67632266	67646789	RP11-83M16.5	-
chr5	67636382	67638942	BCL9P1	+
chr5	67690033	67690437	RP11-83M16.3	-
chr5	67692812	67693200	RP11-83M16.4	-
chr5	67699429	67902600	RP11-83M16.6	-
chr5	67800740	67890096	RP11-434D9.2	-
chr5	67855735	67855986	CTD-3066C23.1	+
chr5	67967445	67967551	AC010376.1	+
chr5	68087161	68087494	CTD-2060F24.1	-
chr5	68159061	68159146	RNU6-1232P	-
chr5	68159218	68159893	EEF1B2P2	-
chr5	68189876	68198407	RP11-404L6.2	+
chr5	68215720	68301821	PIK3R1	+
chr5	68374765	68375292	CTD-2582M21.1	+
chr5	68430427	68434481	CTC-537E7.3	-
chr5	68523878	68530007	CTC-537E7.1	+
chr5	68531690	68533530	CTC-537E7.2	-
chr5	68832585	68962158	CTC-340D7.1	-
chr5	68854910	68855085	VWA8P1	-
chr5	68873954	68874087	U8	+
chr5	68890139	68890224	AC093523.1	-
chr5	68963246	68967845	RP11-141O11.1	+
chr5	68970439	68970752	7SK	-
chr5	68970692	69030165	RP11-141O11.2	-
chr5	69038518	69043821	CTC-498J12.1	-
chr5	69068925	69069200	SUMO2P4	-
chr5	69093646	69131069	SLC30A5	+
chr5	69113112	69136394	CTC-498J12.3	-
chr5	69160806	69160939	SNORA50	+
chr5	69167010	69178245	CCNB1	+
chr5	69186359	69189452	CTC-351M12.1	-
chr5	69189548	69210357	CENPH	+
chr5	69217760	69230129	MRPS36	+
