chrom	lend	rend	gene	strand
chr15	42942897	43106113	UBR1	-
chr15	43106225	43221283	EPB42	-
chr15	43109928	43110018	AC068724.2	+
chr15	43115702	43116493	RPS3AP47	-
chr15	43123279	43185146	TMEM62	+
chr15	43131008	43131686	SPCS2P1	+
chr15	43134212	43134284	AC068724.1	-
chr15	43184079	43185141	RP11-473C18.3	-
chr15	43185118	43197176	CCNDBP1	+
chr15	43232595	43266857	TGM5	-
chr15	43247680	43247781	Y_RNA	+
chr15	43267904	43268388	ATP5HP1	-
chr15	43276280	43302255	TGM7	-
chr15	43302096	43302772	RP11-402F9.3	+
chr15	43323649	43330605	LCMT2	-
chr15	43330674	43354555	ADAL	+
chr15	43358172	43371025	ZSCAN29	-
chr15	43369221	43409771	TUBGCP4	+
chr15	43391384	43391727	RN7SL487P	-
chr15	43403061	43510728	TP53BP1	-
chr15	43510958	43531620	MAP1A	+
chr15	43519409	43519489	AC019011.1	+
chr15	43533462	43590253	PPIP5K1	-
chr15	43593054	43604901	CKMT1B	+
chr15	43599398	43618800	STRC	-
chr15	43602543	43602648	RNU6-554P	+
chr15	43628503	43668118	CATSPER2	-
chr15	43637632	43637738	RNU6-610P	-
chr15	43642389	43643023	AC011330.13	-
chr15	43649123	43649280	PDIA3P2	+
chr15	43663654	43684339	AC011330.5	-
chr15	43692886	43699222	CKMT1A	+
chr15	43699488	43718184	STRCP1	-
chr15	43702363	43702470	RNU6-353P	+
chr15	43726918	43747094	CATSPER2P1	-
chr15	43734179	43734285	RNU6-354P	-
chr15	43746392	43773279	PDIA3	+
chr15	43772600	43777543	ELL3	-
chr15	43777087	43802589	SERF2	+
chr15	43782843	43783033	AC018512.1	-
chr15	43793659	43793759	MIR1282	-
chr15	43794162	43800221	SERINC4	-
chr15	43796142	43803043	HYPK	+
chr15	43804492	43824802	MFAP1	-
chr15	43826963	43868419	WDR76	+
chr15	43870761	44195252	FRMD5	-
chr15	43875849	43876244	PIN4P1	-
chr15	43989061	43990184	ACTBP7	-
chr15	44063511	44064313	GAPDHP55	+
chr15	44288729	44415758	CASC4	+
chr15	44354691	44355692	RP11-616K22.1	+
chr15	44387320	44390451	RP11-616K22.2	-
chr15	44402685	44427144	RP11-516C1.1	-
chr15	44427234	44529038	CTDSPL2	+
