chrom	lend	rend	gene	strand
chr14	22638099	22638473	AC243945.1	-
chr14	22694098	22694535	CTD-2555K7.1	-
chr14	22702143	22703065	OR6E1P	+
chr14	22702611	22766562	CTD-2555K7.2	-
chr14	22723476	22726572	CTD-2555K7.3	-
chr14	22756761	22756829	SNORD41	-
chr14	22766522	22773041	OXA1L	+
chr14	22773222	22829820	SLC7A7	-
chr14	22829879	22835037	MRPL52	+
chr14	22836557	22849027	MMP14	+
chr14	22852616	22852728	Y_RNA	-
chr14	22871613	22881580	LRP10	+
chr14	22883165	22887686	REM2	+
chr14	22893206	22919184	RBM23	-
chr14	22918947	22926900	PRMT5-AS1	+
chr14	22920511	22929585	PRMT5	-
chr14	22929609	22955562	RP11-298I3.1	+
chr14	22946228	22957161	HAUS4	-
chr14	22956950	22957029	MIR4707	-
chr14	22971174	22982642	AJUBA	-
chr14	22982698	22999078	RP11-298I3.4	+
chr14	22985908	23010166	C14orf93	-
chr14	23005499	23007123	RP11-298I3.3	-
chr14	23016543	23035230	PSMB5	-
chr14	23023083	23024217	RP11-298I3.6	-
chr14	23033530	23033638	AL132780.1	-
chr14	23042167	23044276	PSMB11	+
chr14	23047062	23057538	CDH24	-
chr14	23058564	23095614	ACIN1	-
chr14	23094765	23100462	C14orf119	+
chr14	23117304	23119616	CEBPE	-
chr14	23125295	23183674	SLC7A8	-
chr14	23156309	23156414	RNU6-1138P	-
chr14	23185316	23273477	RNF212B	+
chr14	23229961	23230116	RP11-124D2.1	-
chr14	23259460	23259566	RNU6-1046P	-
chr14	23272422	23299447	HOMEZ	-
chr14	23293852	23295798	RP11-124D2.7	+
chr14	23295915	23301583	PPP1R3E	-
chr14	23298790	23311759	BCL2L2	+
chr14	23306850	23319816	BCL2L2-PABPN1	+
chr14	23321289	23326185	PABPN1	+
chr14	23346306	23352912	SLC22A17	-
chr14	23356402	23365752	EFS	-
chr14	23356406	23357003	RP11-124D2.3	+
chr14	23372809	23376403	IL25	+
chr14	23376808	23379772	CMTM5	+
chr14	23381990	23408277	MYH6	-
chr14	23388590	23388672	MIR208A	-
chr14	23412738	23435718	MYH7	-
chr14	23415339	23415686	CTD-2201G16.1	+
chr14	23417987	23418063	MIR208B	-
chr14	23469688	23509862	NGDN	+
chr14	23511760	23560778	RP11-66N24.4	+
chr14	23520855	23556192	ZFHX2	-
chr14	23530682	23532367	RP11-66N24.7	+
chr14	23555988	23560271	THTPA	+
chr14	23559565	23568070	AP1G2	-
chr14	23561097	23568073	RP11-66N24.3	+
chr14	23568035	23578800	JPH4	-
chr14	23619201	23620012	RP11-66N24.6	+
chr14	23630115	23645639	DHRS2	+
chr14	23729038	23729741	RP11-388E23.2	-
chr14	23749236	23751150	BRD7P1	+
chr14	23767662	23768998	RP11-388E23.4	+
chr14	23791930	23792236	RN7SKP205	+
chr14	23825636	23827396	RP11-388E23.3	-
chr14	23922247	23934568	LINC00596	-
chr14	23938731	23988839	DHRS4-AS1	-
chr14	23953586	23969279	DHRS4	+
chr14	23969874	24006408	DHRS4L2	+
chr14	24036453	24051028	DHRS4L1	+
chr14	24052000	24069728	LRRC16B	+
chr14	24070837	24078100	CPNE6	+
chr14	24080107	24115014	NRL	-
chr14	24094053	24110598	PCK2	+
chr14	24114195	24125242	DCAF11	+
chr14	24131275	24132849	FITM1	+
chr14	24136158	24138967	PSME1	+
chr14	24138959	24141588	EMC9	-
chr14	24139445	24140444	RP11-468E2.5	+
chr14	24143362	24147570	PSME2	-
chr14	24143489	24143565	MIR7703	-
chr14	24146683	24160661	RNF31	+
chr14	24158603	24158722	RNA5SP383	+
chr14	24161053	24166565	IRF9	+
chr14	24171853	24180257	REC8	+
chr14	24180219	24188964	IPO4	-
chr14	24187561	24188787	RP11-468E2.2	-
chr14	24189143	24195687	TM9SF1	-
chr14	24198433	24199090	RP11-468E2.10	+
chr14	24201612	24202811	RP11-468E2.11	-
chr14	24205697	24208362	TSSK4	+
chr14	24209583	24213869	CHMP4A	-
chr14	24213937	24216070	MDP1	-
chr14	24216852	24232454	NEDD8	-
chr14	24232422	24239242	GMPR2	+
chr14	24239643	24242674	TINF2	-
chr14	24249114	24264432	TGM1	-
chr14	24265538	24271739	RABGGTA	-
chr14	24290598	24299833	DHRS1	-
chr14	24299862	24309124	NOP9	+
chr14	24305096	24311430	CIDEB	-
chr14	24305734	24312053	LTB4R2	+
chr14	24311450	24318036	LTB4R	+
chr14	24318349	24335093	ADCY4	-
chr14	24336021	24340045	RIPK3	-
chr14	24365673	24379604	NFATC4	+
chr14	24398786	24419288	NYNRIN	+
chr14	24426532	24430954	CBLN3	-
chr14	24429286	24441834	KHNYN	+
chr14	24439766	24442905	SDR39U1	-
chr14	24501594	24508688	RP11-80A15.1	+
chr14	24505353	24508265	CMA1	-
chr14	24573522	24576260	CTSG	-
chr14	24595723	24657774	RP11-104E19.1	+
chr14	24606480	24609699	GZMH	-
chr14	24630954	24634267	GZMB	-
chr14	24809656	25050297	STXBP6	-
chr14	24968813	24969619	AL137164.1	+
chr14	25124487	25126998	RP11-89K22.1	-
chr14	25267064	25267336	HMGN2P6	-
chr14	25357764	25358689	OR7K1P	+
chr14	25431193	25432234	RP11-388G3.1	-
chr14	25806648	25806712	SNORD37	-
chr14	25820366	25822741	RP11-314P15.1	+
chr14	25835858	26143305	RP11-314P15.2	-
chr14	26172166	26172258	AL049831.1	-
chr14	26208036	26208424	CYB5AP5	+
chr14	26443093	26597754	NOVA1	-
chr14	26592747	26594517	RP11-483C6.1	-
chr14	26598412	26806467	NOVA1-AS1	+
chr14	26775495	26822107	RP11-626P14.1	-
chr14	26809417	26836458	RP11-626P14.2	+
chr14	26836728	27160420	RP11-384J4.2	+
chr14	26873133	26914743	RP11-384J4.1	+
chr14	26908642	26908725	MIR4307	+
chr14	26927653	26927775	AL110292.1	+
