sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-VS-A8EB-TP	HPV16~3357~-~chr17~60121033~+	chr17	60121033	HPV16	3357	20	chr17:60023568	4	NDUFB8P2;RP5-1073F15.1;RPS6KB1;RNFT1;RP11-178C3.2;DHX40P1;TBC1D3P1;RP11-178C3.7;RP11-178C3.8;AC005702.1;AC005702.4;AC005702.3;AC005702.2;MIR4737;HEATR6;RP11-178C3.6;CTD-2319I12.2;WFDC21P;AC025048.1;CTD-2319I12.3	CTD-2319I12.9;CTD-2319I12.4;CTD-2319I12.5;CA4;FAM106DP;Metazoa_SRP;SCARNA20;RP11-3K24.1;RP11-3K24.3;AC104763.1;USP32;RP11-3K24.2;C17orf64;RPL12P38;APPBP2;RP11-15E18.5;RP11-15E18.1;RP11-15E18.3;RP11-15E18.2;RP11-15E18.4
CESC-VS-A8EB-TP	chr17~60121174~+~HPV16~886~-	chr17	60121174	HPV16	886	73	chr17:60023568	4	NDUFB8P2;RP5-1073F15.1;RPS6KB1;RNFT1;RP11-178C3.2;DHX40P1;TBC1D3P1;RP11-178C3.7;RP11-178C3.8;AC005702.1;AC005702.4;AC005702.3;AC005702.2;MIR4737;HEATR6;RP11-178C3.6;CTD-2319I12.2;WFDC21P;AC025048.1;CTD-2319I12.3	CTD-2319I12.9;CTD-2319I12.4;CTD-2319I12.5;CA4;FAM106DP;Metazoa_SRP;SCARNA20;RP11-3K24.1;RP11-3K24.3;AC104763.1;USP32;RP11-3K24.2;C17orf64;RPL12P38;APPBP2;RP11-15E18.5;RP11-15E18.1;RP11-15E18.3;RP11-15E18.2;RP11-15E18.4
CESC-VS-A8EB-TP	HPV16~2708~-~chr17~60121896~+	chr17	60121896	HPV16	2708	10	chr17:60023568	4	NDUFB8P2;RP5-1073F15.1;RPS6KB1;RNFT1;RP11-178C3.2;DHX40P1;TBC1D3P1;RP11-178C3.7;RP11-178C3.8;AC005702.1;AC005702.4;AC005702.3;AC005702.2;MIR4737;HEATR6;RP11-178C3.6;CTD-2319I12.2;WFDC21P;AC025048.1;CTD-2319I12.3	CTD-2319I12.9;CTD-2319I12.4;CTD-2319I12.5;CA4;FAM106DP;Metazoa_SRP;SCARNA20;RP11-3K24.1;RP11-3K24.3;AC104763.1;USP32;RP11-3K24.2;C17orf64;RPL12P38;APPBP2;RP11-15E18.5;RP11-15E18.1;RP11-15E18.3;RP11-15E18.2;RP11-15E18.4
CESC-VS-A8EB-TP	chr17~60122077~+~HPV16~881~-	chr17	60122077	HPV16	881	885	chr17:60023568	4	NDUFB8P2;RP5-1073F15.1;RPS6KB1;RNFT1;RP11-178C3.2;DHX40P1;TBC1D3P1;RP11-178C3.7;RP11-178C3.8;AC005702.1;AC005702.4;AC005702.3;AC005702.2;MIR4737;HEATR6;RP11-178C3.6;CTD-2319I12.2;WFDC21P;AC025048.1;CTD-2319I12.3	CTD-2319I12.9;CTD-2319I12.4;CTD-2319I12.5;CA4;FAM106DP;Metazoa_SRP;SCARNA20;RP11-3K24.1;RP11-3K24.3;AC104763.1;USP32;RP11-3K24.2;C17orf64;RPL12P38;APPBP2;RP11-15E18.5;RP11-15E18.1;RP11-15E18.3;RP11-15E18.2;RP11-15E18.4
CESC-VS-A8EB-TP	HPV16~2702~-~chr17~60119240~+	chr17	60119240	HPV16	2702	20	chr17:60023568	4	TUBD1;NDUFB8P2;RP5-1073F15.1;RPS6KB1;RNFT1;RP11-178C3.2;DHX40P1;TBC1D3P1;RP11-178C3.7;RP11-178C3.8;AC005702.1;AC005702.4;AC005702.3;AC005702.2;MIR4737;HEATR6;RP11-178C3.6;CTD-2319I12.2;WFDC21P;AC025048.1;CTD-2319I12.3	CTD-2319I12.9;CTD-2319I12.4;CTD-2319I12.5;CA4;FAM106DP;Metazoa_SRP;SCARNA20;RP11-3K24.1;RP11-3K24.3;AC104763.1;USP32;RP11-3K24.2;C17orf64;RPL12P38;APPBP2;RP11-15E18.5;RP11-15E18.1;RP11-15E18.3;RP11-15E18.2;RP11-15E18.4
CESC-VS-A8EB-TP	HPV16~1385~-~chr17~60118725~+	chr17	60118725	HPV16	1385	120	chr17:60023568	4	TUBD1;NDUFB8P2;RP5-1073F15.1;RPS6KB1;RNFT1;RP11-178C3.2;DHX40P1;TBC1D3P1;RP11-178C3.7;RP11-178C3.8;AC005702.1;AC005702.4;AC005702.3;AC005702.2;MIR4737;HEATR6;RP11-178C3.6;CTD-2319I12.2;WFDC21P;AC025048.1;CTD-2319I12.3	CTD-2319I12.9;CTD-2319I12.4;CTD-2319I12.5;CA4;FAM106DP;Metazoa_SRP;SCARNA20;RP11-3K24.1;RP11-3K24.3;AC104763.1;USP32;RP11-3K24.2;C17orf64;RPL12P38;APPBP2;RP11-15E18.5;RP11-15E18.1;RP11-15E18.3;RP11-15E18.2;RP11-15E18.4
CESC-VS-A8EB-TP	chr17~60027821~+~HPV16~1385~+	chr17	60027821	HPV16	1385	109	chr17:60023568	4	RP11-567L7.5;LINC01476;RNU4-13P;DHX40;RP11-758H9.2;CLTC;PTRH2;VMP1;RP11-619I22.1;MIR21;RNU6-450P;TUBD1;NDUFB8P2;RP5-1073F15.1;RPS6KB1;RNFT1;RP11-178C3.2;DHX40P1;TBC1D3P1;RP11-178C3.7;RP11-178C3.8	AC005702.1;AC005702.4;AC005702.3;AC005702.2;MIR4737;HEATR6;RP11-178C3.6;CTD-2319I12.2;WFDC21P;AC025048.1;CTD-2319I12.3;CTD-2319I12.9;CTD-2319I12.4;CTD-2319I12.5;CA4;FAM106DP;Metazoa_SRP;SCARNA20;RP11-3K24.1;RP11-3K24.3
CESC-VS-A8EB-TP	chr17~60027306~+~HPV16~2702~+	chr17	60027306	HPV16	2702	27	chr17:60023568	4	RP11-567L7.5;LINC01476;RNU4-13P;DHX40;RP11-758H9.2;CLTC;PTRH2;VMP1;RP11-619I22.1;MIR21;RNU6-450P;TUBD1;NDUFB8P2;RP5-1073F15.1;RPS6KB1;RNFT1;RP11-178C3.2;DHX40P1;TBC1D3P1;RP11-178C3.7;RP11-178C3.8	AC005702.1;AC005702.4;AC005702.3;AC005702.2;MIR4737;HEATR6;RP11-178C3.6;CTD-2319I12.2;WFDC21P;AC025048.1;CTD-2319I12.3;CTD-2319I12.9;CTD-2319I12.4;CTD-2319I12.5;CA4;FAM106DP;Metazoa_SRP;SCARNA20;RP11-3K24.1;RP11-3K24.3
CESC-VS-A8EB-TP	chr17~60027033~+~HPV16~3357~+	chr17	60027033	HPV16	3357	32	chr17:60023568	4	RP11-567L7.5;LINC01476;RNU4-13P;DHX40;RP11-758H9.2;CLTC;PTRH2;VMP1;RP11-619I22.1;MIR21;RNU6-450P;TUBD1;NDUFB8P2;RP5-1073F15.1;RPS6KB1;RNFT1;RP11-178C3.2;DHX40P1;TBC1D3P1;RP11-178C3.7;RP11-178C3.8	AC005702.1;AC005702.4;AC005702.3;AC005702.2;MIR4737;HEATR6;RP11-178C3.6;CTD-2319I12.2;WFDC21P;AC025048.1;CTD-2319I12.3;CTD-2319I12.9;CTD-2319I12.4;CTD-2319I12.5;CA4;FAM106DP;Metazoa_SRP;SCARNA20;RP11-3K24.1;RP11-3K24.3
CESC-VS-A8EB-TP	chr17~60025513~+~HPV16~2708~+	chr17	60025513	HPV16	2708	63	chr17:60023568	4	RP11-567L7.5;LINC01476;RNU4-13P;DHX40;RP11-758H9.2;CLTC;PTRH2;VMP1;RP11-619I22.1;MIR21;RNU6-450P;TUBD1;NDUFB8P2;RP5-1073F15.1;RPS6KB1;RNFT1;RP11-178C3.2;DHX40P1;TBC1D3P1;RP11-178C3.7	RP11-178C3.8;AC005702.1;AC005702.4;AC005702.3;AC005702.2;MIR4737;HEATR6;RP11-178C3.6;CTD-2319I12.2;WFDC21P;AC025048.1;CTD-2319I12.3;CTD-2319I12.9;CTD-2319I12.4;CTD-2319I12.5;CA4;FAM106DP;Metazoa_SRP;SCARNA20;RP11-3K24.1
