chrom	lend	rend	sample_name	CN	copy_number
chr17	150733	52631515	CESC-HM-A4S6-TP	-0.0368	1.9496295190907147
chr17	150733	59702024	UCEC-NG-A4VU-TP	-0.3423	1.5775656020502267
chr17	150733	59838007	HNSC-D6-6517-TP	0.0248	2.0346772984865735
chr17	150733	60891225	LGG-HT-7855-TP	0.0293	2.041033695397456
chr17	150733	62593570	LUSC-85-8351-TP	0.0121	2.016844701966186
chr17	150733	73747641	PAAD-FZ-5920-TP	-0.1038	1.8611573087111066
chr17	150733	73841419	KIRC-BP-4762-TP	0.0137	2.0190826950937724
chr17	150733	76355062	HNSC-HD-8224-TP	0.0102	2.0141903068263134
chr17	150733	80655063	LGG-QH-A65X-TP	0.047	2.066228775368265
chr17	150733	83091923	BLCA-FD-A5BX-TP	-0.0229	1.9685044856722564
chr17	150733	83091923	CESC-C5-A7CG-TP	-0.0002	1.9997227603450085
chr17	150733	83091923	KIRC-CW-6093-TP	-0.0069	1.9904574068526284
chr17	150733	83091923	KIRC-B0-5083-TP	-0.2174	1.7202282465540533
chr17	150733	83091923	KIRC-B8-A54D-TP	0.0384	2.0539484879426073
chr17	150733	83091923	KIRC-B0-5096-TP	0.0294	2.041175173975813
chr17	150733	83091923	KIRC-DV-A4W0-05A	0.0014	2.0019417540981554
chr17	150733	83091923	KIRC-B0-5399-TP	0.0256	2.035805876032028
chr17	150733	83091923	LGG-HT-8012-TP	0.1035	2.1487535154287363
chr17	150733	83091923	LGG-DB-A4XA-TP	0.1103	2.158905358084339
chr17	150733	83091923	LIHC-DD-AADI-TP	0.0584	2.082620540349803
chr17	150733	83091923	LIHC-YA-A8S7-TP	-0.3621	1.5560624913398116
chr17	150733	83091923	LIHC-DD-AAW0-TP	0.0418	2.058794737530463
chr17	150733	83091923	LUSC-66-2737-TP	0.038	2.053379091439998
chr17	245496	72303676	LIHC-DD-A4NG-TP	-0.048	1.9345526592278641
chr17	355168	51922125	LIHC-DD-AAD2-TP	-0.0261	1.9641430417871184
chr17	775251	51402945	KIRC-BP-4961-TP	-0.0034	1.9952921488485358
chr17	775251	51402945	KIRC-AK-3428-TP	0.0045	2.0062480639220883
chr17	1407405	73302319	LIHC-DD-AAVY-TP	-0.088	1.8816522150275752
chr17	1526393	83091923	KIRC-BP-4338-TP	-0.1	1.8660659830736148
chr17	2413250	68066200	KIRC-BP-4349-TP	0.0042	2.005830919738235
chr17	2855363	83091923	LIHC-DD-AACP-TP	0.1059	2.152331056176683
chr17	4610140	83091923	KIRC-A3-3316-TP	-0.0889	1.8804787453549927
chr17	7363157	83091923	PAAD-3A-A9IL-TP	0.4458	2.724138397333443
chr17	11253405	78598958	KIRC-BP-4345-TP	-0.0069999999999999	1.9903194436401659
chr17	12287130	83091923	BLCA-GC-A3OO-TP	-0.0027	1.996260505543495
chr17	12480231	52737053	UCEC-N7-A4Y0-TP	-0.093	1.8751421929142196
chr17	13419866	76266967	LGG-DU-6396-TP	0.0669	2.094927039889791
chr17	14173352	83091923	KIRC-A3-3382-TP	-0.04	1.945309894824571
chr17	14477365	83091923	KIRC-A3-3325-TP	0.1457	2.212534574714671
chr17	14578392	83091923	LIHC-DD-AADD-TP	0.1044	2.1500943958244543
chr17	15134510	83091923	LIHC-DD-AAE6-TP	-0.0148	1.9795877229390804
chr17	15225079	71799528	LUSC-O2-A5IB-TP	0.1581	2.231633324323757
chr17	15643476	51164906	CESC-LP-A5U2-TP	-0.1409	1.813906383918484
chr17	15650964	83091923	KIRC-MM-A563-TP	0.1067	2.153524892910495
chr17	17826782	50925198	LIHC-CC-A7IK-TP	0.2315	2.3481100084754383
chr17	18043309	83091923	PAAD-IB-A6UG-TP	-0.0096	1.986735754633211
chr17	18523147	57610128	LIHC-DD-AACK-TP	0.0056	2.0077783349425395
chr17	18523147	83091923	BLCA-GC-A6I1-TP	-0.0101	1.9860473237926548
chr17	18529764	74091658	LIHC-DD-AAEK-TP	-0.0275	1.9622379499966374
chr17	18561272	51149382	LGG-DU-6394-TP	0.1145	2.1651995600170566
chr17	18561272	56081683	HNSC-CV-A464-TP	-0.0188	1.9741067421077327
chr17	18561272	57610128	HNSC-CR-6470-TP	0.0268	2.0374999161896215
chr17	18561272	79245925	LIHC-MR-A8JO-TP	-0.0362	1.9504405158436358
chr17	18561272	83091923	HNSC-CV-A45V-TP	-0.0126	1.9826087461962045
chr17	18561272	83091923	KIRC-BP-5000-TP	0.0399	2.0560851314115745
chr17	18561272	83091923	KIRC-B0-5120-TP	0.0342	2.04797769117115
chr17	18561272	83091923	LGG-DU-5870-TP	0.07	2.0994333672461347
chr17	18561272	83091923	LUSC-18-3408-TP	0.0928	2.1328758617896324
chr17	18561907	51739126	HNSC-CQ-A4C7-TP	-0.0612	1.9169331152083502
chr17	18561907	54715100	LUSC-22-0940-TP	0.0781	2.111253771164152
chr17	18561907	73925617	LGG-FG-A4MT-TP	0.0602	2.0852205745985843
chr17	18561907	83091923	KIRC-BP-4803-TP	0.0176	2.024548212923492
chr17	18561907	83091923	KIRC-B0-4824-TP	0.0419	2.0589374472531152
chr17	18561907	83091923	KIRC-A3-3383-TP	0.0311	2.0435818108165322
chr17	18561907	83091923	LIHC-BC-A10X-TP	0.0041	2.005691890951992
chr17	18561907	83091923	LUSC-NK-A5CX-TP	-0.1012	1.8645144783658465
chr17	18565883	50859698	LGG-R8-A6MK-TP	0.1016	2.145925513410248
chr17	18565883	52227199	PAAD-3A-A9IV-TP	0.4853	2.7997538631117727
chr17	18565883	56081683	SARC-DX-A3U8-TP	-0.0436	1.9404617563444642
chr17	18565883	56083690	LGG-DU-A5TY-TP	-0.0121	1.9832959851100442
chr17	18565883	57610128	KIRC-BP-4162-TP	-0.0584	1.920657134846153
chr17	18565883	70044239	SARC-DX-A1L4-TP	-0.003	1.9958454379981012
chr17	18565883	74091658	HNSC-CN-6995-TP	0.0769	2.109498409780918
chr17	18565883	79367431	LGG-KT-A74X-TP	0.0995	2.142804157038157
chr17	18565883	80689271	HNSC-F7-A61V-TP	0.0371	2.052098526375489
chr17	18565883	83091923	BLCA-GU-A763-TP	0.0377	2.052952147653413
chr17	18565883	83091923	KIRC-CW-5581-TP	-0.0035	1.9951538505289088
chr17	18565883	83091923	SARC-DX-A8BX-TP	-0.2162	1.7216596874218677
chr17	18571332	51362648	LIHC-EP-A3JL-TP	-0.1182	1.8426729059843392
chr17	18571332	56080851	HNSC-BB-4225-TP	0.1146	2.1653496454155974
chr17	18571332	83091923	SARC-DX-A3LU-TP	-0.0192	1.973559479368997
chr17	18592992	70977702	HNSC-IQ-A61H-TP	-0.0968	1.8702096436410933
chr17	18592992	83091923	KIRC-A3-3351-TP	0.0368	2.051671848847239
chr17	18593989	56081683	LGG-S9-A7J0-TP	0.0684	2.097106311767357
chr17	18642762	75597493	KIRC-AK-3426-TP	0.0472	2.066515235353707
chr17	19611500	55383991	HNSC-CV-7235-TP	0.0416	2.0585093477590974
chr17	19635445	80453610	LIHC-DD-A4NK-TP	-0.08	1.8921152934511918
chr17	19741932	59972690	HNSC-F7-A620-TP	-0.2082	1.7312331145325786
chr17	19871403	62142883	LUSC-77-A5G7-NT	0.092	2.131693472135885
chr17	20228570	53114391	KIRC-B2-3924-NT	-0.0297	1.9592479669783918
chr17	20403746	83091923	HNSC-CN-5365-TP	0.047	2.066228775368265
chr17	21153986	55016604	LUSC-85-8350-TP	0.1017	2.1460742627873803
chr17	21661661	83091923	BLCA-ZF-AA54-TP	-0.0272	1.9626460283347076
chr17	22188536	56080851	LUSC-58-A46L-TP	0.0479	2.0675181580908837
chr17	22190018	51064371	LIHC-FV-A2QR-TP	-0.0098	1.986460353665624
chr17	22218198	51402945	LUSC-46-3768-TP	0.2015	2.2997866032678553
chr17	22323408	73741253	HNSC-CV-5442-TP	-0.1861	1.7579572652881992
chr17	22614061	83091923	LIHC-DD-AACC-TP	0.0156	2.021743537654028
