sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-HG-A2PA-TP	HPV16~881~+~chr3~189935001~+	chr3	189935001	HPV16	881	937	chr3:190333947	9	RP11-30O15.1;RP11-44H4.1;RP11-132N15.3;RP11-132N15.1;RP11-132N15.2;RP11-430L16.1;LPP-AS2;FLJ42393;AC117507.1;LPP;LPP-AS1;AC063932.1;MIR28;TPRG1-AS1;RP11-297K7.1;TPRG1;TPRG1-AS2;RP11-600G3.1;TP63;MIR944	MTAPP2;P3H2;P3H2-AS1;AC067718.1;RNU6-1109P;NMNAT1P3;CLDN1;CLDN16;TMEM207;IL1RAP;GCNT1P3;RN7SKP296;RP11-268E23.2;RP11-95L3.2;CCT6P4;RP11-332P22.2;GMNC;OSTN-AS1;OSTN;UTS2B
CESC-C5-A2LY-TP	chr3~189899624~+~HPV16~881~-	chr3	189899624	HPV16	881	1212	chr3:190333947	9	RP11-30O15.1;RP11-44H4.1;RP11-132N15.3;RP11-132N15.1;RP11-132N15.2;RP11-430L16.1;LPP-AS2;FLJ42393;AC117507.1;LPP;LPP-AS1;AC063932.1;MIR28;TPRG1-AS1;RP11-297K7.1;TPRG1;TPRG1-AS2;RP11-600G3.1;TP63;MIR944	MTAPP2;P3H2;P3H2-AS1;AC067718.1;RNU6-1109P;NMNAT1P3;CLDN1;CLDN16;TMEM207;IL1RAP;GCNT1P3;RN7SKP296;RP11-268E23.2;RP11-95L3.2;CCT6P4;RP11-332P22.2;GMNC;OSTN-AS1;OSTN;UTS2B
CESC-MY-A913-TP	chr3~190370453~+~HPV45~3383~+	chr3	190370453	HPV45	3383	72	chr3:190333947	9	FLJ42393;AC117507.1;LPP;LPP-AS1;AC063932.1;MIR28;TPRG1-AS1;RP11-297K7.1;TPRG1;TPRG1-AS2;RP11-600G3.1;TP63;MIR944;MTAPP2;P3H2;P3H2-AS1;AC067718.1;RNU6-1109P;NMNAT1P3;CLDN1;CLDN16	TMEM207;IL1RAP;GCNT1P3;RN7SKP296;RP11-268E23.2;RP11-95L3.2;CCT6P4;RP11-332P22.2;GMNC;OSTN-AS1;OSTN;UTS2B;CCDC50;PYDC2;RP11-197K6.1;Y_RNA;Y_RNA;RP11-655G22.2;RP11-655G22.1;RN7SKP222
CESC-VS-A9UY-TP	chr3~189899624~+~HPV16~227~-	chr3	189899624	HPV16	227	97	chr3:190333947	9	RP11-30O15.1;RP11-44H4.1;RP11-132N15.3;RP11-132N15.1;RP11-132N15.2;RP11-430L16.1;LPP-AS2;FLJ42393;AC117507.1;LPP;LPP-AS1;AC063932.1;MIR28;TPRG1-AS1;RP11-297K7.1;TPRG1;TPRG1-AS2;RP11-600G3.1;TP63;MIR944	MTAPP2;P3H2;P3H2-AS1;AC067718.1;RNU6-1109P;NMNAT1P3;CLDN1;CLDN16;TMEM207;IL1RAP;GCNT1P3;RN7SKP296;RP11-268E23.2;RP11-95L3.2;CCT6P4;RP11-332P22.2;GMNC;OSTN-AS1;OSTN;UTS2B
CESC-HG-A2PA-TP	HPV16~1859~+~chr3~189899756~+	chr3	189899756	HPV16	1859	54	chr3:190333947	9	RP11-30O15.1;RP11-44H4.1;RP11-132N15.3;RP11-132N15.1;RP11-132N15.2;RP11-430L16.1;LPP-AS2;FLJ42393;AC117507.1;LPP;LPP-AS1;AC063932.1;MIR28;TPRG1-AS1;RP11-297K7.1;TPRG1;TPRG1-AS2;RP11-600G3.1;TP63;MIR944	MTAPP2;P3H2;P3H2-AS1;AC067718.1;RNU6-1109P;NMNAT1P3;CLDN1;CLDN16;TMEM207;IL1RAP;GCNT1P3;RN7SKP296;RP11-268E23.2;RP11-95L3.2;CCT6P4;RP11-332P22.2;GMNC;OSTN-AS1;OSTN;UTS2B
CESC-VS-A9UY-TP	chr3~189902108~+~HPV16~2665~-	chr3	189902108	HPV16	2665	31	chr3:190333947	9	RP11-30O15.1;RP11-44H4.1;RP11-132N15.3;RP11-132N15.1;RP11-132N15.2;RP11-430L16.1;LPP-AS2;FLJ42393;AC117507.1;LPP;LPP-AS1;AC063932.1;MIR28;TPRG1-AS1;RP11-297K7.1;TPRG1;TPRG1-AS2;RP11-600G3.1;TP63;MIR944	MTAPP2;P3H2;P3H2-AS1;AC067718.1;RNU6-1109P;NMNAT1P3;CLDN1;CLDN16;TMEM207;IL1RAP;GCNT1P3;RN7SKP296;RP11-268E23.2;RP11-95L3.2;CCT6P4;RP11-332P22.2;GMNC;OSTN-AS1;OSTN;UTS2B
CESC-JW-A5VG-TP	HPV59~2363~+~chr3~189916656~+	chr3	189916656	HPV59	2363	78	chr3:190333947	9	RP11-30O15.1;RP11-44H4.1;RP11-132N15.3;RP11-132N15.1;RP11-132N15.2;RP11-430L16.1;LPP-AS2;FLJ42393;AC117507.1;LPP;LPP-AS1;AC063932.1;MIR28;TPRG1-AS1;RP11-297K7.1;TPRG1;TPRG1-AS2;RP11-600G3.1;TP63;MIR944	MTAPP2;P3H2;P3H2-AS1;AC067718.1;RNU6-1109P;NMNAT1P3;CLDN1;CLDN16;TMEM207;IL1RAP;GCNT1P3;RN7SKP296;RP11-268E23.2;RP11-95L3.2;CCT6P4;RP11-332P22.2;GMNC;OSTN-AS1;OSTN;UTS2B
CESC-JW-A5VG-TP	HPV59~888~+~chr3~189935001~+	chr3	189935001	HPV59	888	1374	chr3:190333947	9	RP11-30O15.1;RP11-44H4.1;RP11-132N15.3;RP11-132N15.1;RP11-132N15.2;RP11-430L16.1;LPP-AS2;FLJ42393;AC117507.1;LPP;LPP-AS1;AC063932.1;MIR28;TPRG1-AS1;RP11-297K7.1;TPRG1;TPRG1-AS2;RP11-600G3.1;TP63;MIR944	MTAPP2;P3H2;P3H2-AS1;AC067718.1;RNU6-1109P;NMNAT1P3;CLDN1;CLDN16;TMEM207;IL1RAP;GCNT1P3;RN7SKP296;RP11-268E23.2;RP11-95L3.2;CCT6P4;RP11-332P22.2;GMNC;OSTN-AS1;OSTN;UTS2B
CESC-JW-A5VG-TP	HPV59~184~+~chr3~189935001~+	chr3	189935001	HPV59	184	11	chr3:190333947	9	RP11-30O15.1;RP11-44H4.1;RP11-132N15.3;RP11-132N15.1;RP11-132N15.2;RP11-430L16.1;LPP-AS2;FLJ42393;AC117507.1;LPP;LPP-AS1;AC063932.1;MIR28;TPRG1-AS1;RP11-297K7.1;TPRG1;TPRG1-AS2;RP11-600G3.1;TP63;MIR944	MTAPP2;P3H2;P3H2-AS1;AC067718.1;RNU6-1109P;NMNAT1P3;CLDN1;CLDN16;TMEM207;IL1RAP;GCNT1P3;RN7SKP296;RP11-268E23.2;RP11-95L3.2;CCT6P4;RP11-332P22.2;GMNC;OSTN-AS1;OSTN;UTS2B
CESC-HG-A2PA-TP	HPV16~227~+~chr3~189935007~+	chr3	189935007	HPV16	227	82	chr3:190333947	9	RP11-30O15.1;RP11-44H4.1;RP11-132N15.3;RP11-132N15.1;RP11-132N15.2;RP11-430L16.1;LPP-AS2;FLJ42393;AC117507.1;LPP;LPP-AS1;AC063932.1;MIR28;TPRG1-AS1;RP11-297K7.1;TPRG1;TPRG1-AS2;RP11-600G3.1;TP63;MIR944	MTAPP2;P3H2;P3H2-AS1;AC067718.1;RNU6-1109P;NMNAT1P3;CLDN1;CLDN16;TMEM207;IL1RAP;GCNT1P3;RN7SKP296;RP11-268E23.2;RP11-95L3.2;CCT6P4;RP11-332P22.2;GMNC;OSTN-AS1;OSTN;UTS2B
