chrom	lend	rend	strand	virus	virus_brkpt	virus_strand	read_support	sample_name	insertion_name
chr9	99951286	99951287	+	HPV16	2708	+	31	HNSC-BA-A4IH-TP	chr9~99951286~+~HPV16~2708~+
chr9	99952156	99952157	+	HPV16	1453	-	197	HNSC-BA-A4IH-TP	HPV16~1453~-~chr9~99952156~+
chr9	99955160	99955161	+	HPV16	881	-	914	HNSC-BA-A4IH-TP	chr9~99955160~+~HPV16~881~-
chr9	99958097	99958098	+	HPV16	1814	-	213	HNSC-BA-A4IH-TP	chr9~99958097~+~HPV16~1814~-
chr9	100311855	100311856	+	NC_003977_3182nt_Hepatitis_B_virus	1752	+	50	LIHC-DD-A116-NT	NC_003977_3182nt_Hepatitis_B_virus~1752~+~chr9~100311855~+
chr9	100321003	100321004	+	HPV16	6064	-	543	HNSC-BA-A4IH-TP	HPV16~6064~-~chr9~100321003~+
chr9	100321682	100321683	+	HPV16	408	-	10	HNSC-BA-A4IH-TP	HPV16~408~-~chr9~100321682~+
chr9	100321682	100321683	+	HPV16	3357	-	89	HNSC-BA-A4IH-TP	HPV16~3357~-~chr9~100321682~+
chr9	100326300	100326301	+	HPV16	2981	-	69	HNSC-BA-A4IH-TP	HPV16~2981~-~chr9~100326300~+
chr9	100326301	100326302	+	HPV16	406	-	15	HNSC-BA-A4IH-TP	HPV16~406~-~chr9~100326301~+
