sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-VS-A8EC-TP	HPV16~6129~-~chr3~181686270~+	chr3	181686270	HPV16	6129	42	chr3:181989968	4	RNU6-486P;RP11-496B10.3;RP11-496B10.1;TTC14;CCDC39-AS1;RN7SL229P;CCDC39;RP11-259P15.4;RP11-259P15.3;FLYWCH1P1;RP11-259P15.1;FXR1;DNAJC19;RP11-262M14.2;RNU6-4P;FAUP2;RP11-275H4.1;RPL7AP25;RP11-4B14.3;SOX2OT_exon1;SOX2-OT	AC117415.1;SOX2OT_exon3;SOX2;SOX2OT_exon4;RN7SL703P;RNA5SP150;RP11-252O18.2;RP11-252O18.3;RN7SKP265;LINC01206;RP11-416O18.2;RP11-338L18.1;EIF4EP3;FLJ46066;RP11-139K4.2;RPL7L1P8;RP11-646E18.2;RP11-646E18.3;RP11-646E18.4;RP11-225N10.1
CESC-VS-A8EC-TP	chr3~181563929~+~HPV16~408~+	chr3	181563929	HPV16	408	81	chr3:181989968	4	U8;RNU6-486P;RP11-496B10.3;RP11-496B10.1;TTC14;CCDC39-AS1;RN7SL229P;CCDC39;RP11-259P15.4;RP11-259P15.3;FLYWCH1P1;RP11-259P15.1;FXR1;DNAJC19;RP11-262M14.2;RNU6-4P;FAUP2;RP11-275H4.1;RPL7AP25;RP11-4B14.3;SOX2-OT	SOX2OT_exon1;AC117415.1;SOX2OT_exon3;SOX2;SOX2OT_exon4;RN7SL703P;RNA5SP150;RP11-252O18.2;RP11-252O18.3;RN7SKP265;LINC01206;RP11-416O18.2;RP11-338L18.1;EIF4EP3;FLJ46066;RP11-139K4.2;RPL7L1P8;RP11-646E18.2;RP11-646E18.3;RP11-646E18.4
CESC-VS-A8EC-TP	chr3~181563929~+~HPV16~3357~+	chr3	181563929	HPV16	3357	39	chr3:181989968	4	U8;RNU6-486P;RP11-496B10.3;RP11-496B10.1;TTC14;CCDC39-AS1;RN7SL229P;CCDC39;RP11-259P15.4;RP11-259P15.3;FLYWCH1P1;RP11-259P15.1;FXR1;DNAJC19;RP11-262M14.2;RNU6-4P;FAUP2;RP11-275H4.1;RPL7AP25;RP11-4B14.3;SOX2-OT	SOX2OT_exon1;AC117415.1;SOX2OT_exon3;SOX2;SOX2OT_exon4;RN7SL703P;RNA5SP150;RP11-252O18.2;RP11-252O18.3;RN7SKP265;LINC01206;RP11-416O18.2;RP11-338L18.1;EIF4EP3;FLJ46066;RP11-139K4.2;RPL7L1P8;RP11-646E18.2;RP11-646E18.3;RP11-646E18.4
CESC-VS-A8EC-TP	chr3~181699884~+~HPV16~3360~+	chr3	181699884	HPV16	3360	72	chr3:181989968	4	RP11-496B10.1;TTC14;CCDC39-AS1;RN7SL229P;CCDC39;RP11-259P15.4;RP11-259P15.3;FLYWCH1P1;RP11-259P15.1;FXR1;DNAJC19;RP11-262M14.2;RNU6-4P;FAUP2;RP11-275H4.1;RPL7AP25;RP11-4B14.3;SOX2OT_exon1;AC117415.1;SOX2OT_exon3;SOX2-OT	SOX2;SOX2OT_exon4;RN7SL703P;RNA5SP150;RP11-252O18.2;RP11-252O18.3;RN7SKP265;LINC01206;RP11-416O18.2;RP11-338L18.1;EIF4EP3;FLJ46066;RP11-139K4.2;RPL7L1P8;RP11-646E18.2;RP11-646E18.3;RP11-646E18.4;RP11-225N10.1;RP11-225N10.3;ATP11B
CESC-VS-A8EC-TP	chr3~181715293~+~HPV16~3357~+	chr3	181715293	HPV16	3357	11	chr3:181989968	4	TTC14;CCDC39-AS1;RN7SL229P;CCDC39;RP11-259P15.4;RP11-259P15.3;FLYWCH1P1;RP11-259P15.1;FXR1;DNAJC19;RP11-262M14.2;RNU6-4P;FAUP2;RP11-275H4.1;RPL7AP25;RP11-4B14.3;SOX2OT_exon1;AC117415.1;SOX2OT_exon3;SOX2;SOX2-OT;SOX2OT_exon4	RN7SL703P;RNA5SP150;RP11-252O18.2;RP11-252O18.3;RN7SKP265;LINC01206;RP11-416O18.2;RP11-338L18.1;EIF4EP3;FLJ46066;RP11-139K4.2;RPL7L1P8;RP11-646E18.2;RP11-646E18.3;RP11-646E18.4;RP11-225N10.1;RP11-225N10.3;ATP11B;RP11-531F16.4;RP11-531F16.3
CESC-VS-A8EC-TP	HPV16~1295~-~chr3~181670026~+	chr3	181670026	HPV16	1295	13	chr3:181989968	4	RNU6-486P;RP11-496B10.3;RP11-496B10.1;TTC14;CCDC39-AS1;RN7SL229P;CCDC39;RP11-259P15.4;RP11-259P15.3;FLYWCH1P1;RP11-259P15.1;FXR1;DNAJC19;RP11-262M14.2;RNU6-4P;FAUP2;RP11-275H4.1;RPL7AP25;RP11-4B14.3;SOX2OT_exon1;SOX2-OT	AC117415.1;SOX2OT_exon3;SOX2;SOX2OT_exon4;RN7SL703P;RNA5SP150;RP11-252O18.2;RP11-252O18.3;RN7SKP265;LINC01206;RP11-416O18.2;RP11-338L18.1;EIF4EP3;FLJ46066;RP11-139K4.2;RPL7L1P8;RP11-646E18.2;RP11-646E18.3;RP11-646E18.4;RP11-225N10.1
CESC-VS-A8EC-TP	HPV16~2689~+~chr3~181733396~+	chr3	181733396	HPV16	2689	10	chr3:181989968	4	CCDC39-AS1;RN7SL229P;CCDC39;RP11-259P15.4;RP11-259P15.3;FLYWCH1P1;RP11-259P15.1;FXR1;DNAJC19;RP11-262M14.2;RNU6-4P;FAUP2;RP11-275H4.1;RPL7AP25;RP11-4B14.3;SOX2OT_exon1;AC117415.1;SOX2OT_exon3;SOX2;SOX2OT_exon4;SOX2-OT	RN7SL703P;RNA5SP150;RP11-252O18.2;RP11-252O18.3;RN7SKP265;LINC01206;RP11-416O18.2;RP11-338L18.1;EIF4EP3;FLJ46066;RP11-139K4.2;RPL7L1P8;RP11-646E18.2;RP11-646E18.3;RP11-646E18.4;RP11-225N10.1;RP11-225N10.3;ATP11B;RP11-531F16.4;RP11-531F16.3
CESC-VS-A8EC-TP	HPV16~227~+~chr3~181739568~+	chr3	181739568	HPV16	227	67	chr3:181989968	4	CCDC39-AS1;RN7SL229P;CCDC39;RP11-259P15.4;RP11-259P15.3;FLYWCH1P1;RP11-259P15.1;FXR1;DNAJC19;RP11-262M14.2;RNU6-4P;FAUP2;RP11-275H4.1;RPL7AP25;RP11-4B14.3;SOX2OT_exon1;AC117415.1;SOX2OT_exon3;SOX2;SOX2OT_exon4;SOX2-OT	RN7SL703P;RNA5SP150;RP11-252O18.2;RP11-252O18.3;RN7SKP265;LINC01206;RP11-416O18.2;RP11-338L18.1;EIF4EP3;FLJ46066;RP11-139K4.2;RPL7L1P8;RP11-646E18.2;RP11-646E18.3;RP11-646E18.4;RP11-225N10.1;RP11-225N10.3;ATP11B;RP11-531F16.4;RP11-531F16.3
CESC-VS-A8EC-TP	HPV16~881~+~chr3~181739568~+	chr3	181739568	HPV16	881	338	chr3:181989968	4	CCDC39-AS1;RN7SL229P;CCDC39;RP11-259P15.4;RP11-259P15.3;FLYWCH1P1;RP11-259P15.1;FXR1;DNAJC19;RP11-262M14.2;RNU6-4P;FAUP2;RP11-275H4.1;RPL7AP25;RP11-4B14.3;SOX2OT_exon1;AC117415.1;SOX2OT_exon3;SOX2;SOX2OT_exon4;SOX2-OT	RN7SL703P;RNA5SP150;RP11-252O18.2;RP11-252O18.3;RN7SKP265;LINC01206;RP11-416O18.2;RP11-338L18.1;EIF4EP3;FLJ46066;RP11-139K4.2;RPL7L1P8;RP11-646E18.2;RP11-646E18.3;RP11-646E18.4;RP11-225N10.1;RP11-225N10.3;ATP11B;RP11-531F16.4;RP11-531F16.3
CESC-VS-A8EC-TP	HPV16~814~+~chr3~181741199~+	chr3	181741199	HPV16	814	17	chr3:181989968	4	CCDC39-AS1;RN7SL229P;CCDC39;RP11-259P15.4;RP11-259P15.3;FLYWCH1P1;RP11-259P15.1;FXR1;DNAJC19;RP11-262M14.2;RNU6-4P;FAUP2;RP11-275H4.1;RPL7AP25;RP11-4B14.3;SOX2OT_exon1;AC117415.1;SOX2OT_exon3;SOX2;SOX2OT_exon4;SOX2-OT	RN7SL703P;RNA5SP150;RP11-252O18.2;RP11-252O18.3;RN7SKP265;LINC01206;RP11-416O18.2;RP11-338L18.1;EIF4EP3;FLJ46066;RP11-139K4.2;RPL7L1P8;RP11-646E18.2;RP11-646E18.3;RP11-646E18.4;RP11-225N10.1;RP11-225N10.3;ATP11B;RP11-531F16.4;RP11-531F16.3
