chrom	lend	rend	gene	strand
chr12	89048187	89309553	RP11-13A1.3	-
chr12	89282223	89282285	RNU7-120P	-
chr12	89319364	89319649	MRPS6P4	+
chr12	89347232	89353271	DUSP6	-
chr12	89351015	89353271	RP11-823E8.3	+
chr12	89367807	89369301	RP11-1109F11.3	+
chr12	89371820	89372359	RP11-1109F11.5	+
chr12	89419718	89526024	POC1B	-
chr12	89500093	89502670	CENPCP1	+
chr12	89519408	89524806	GALNT4	-
chr12	89525654	89548005	RP11-734K2.4	+
chr12	89544203	89544488	RP11-734K2.3	-
chr12	89561129	89594878	RP11-981P6.1	+
chr12	89588049	89709300	ATP2B1	-
chr12	89592833	89592927	AC068641.1	+
chr12	89708959	89712590	LINC00936	+
chr12	89726936	89727042	RNA5SP365	+
chr12	89752913	89753831	MRPL2P1	+
chr12	89754059	89754152	RNU6-148P	+
chr12	89882665	89989289	RP11-654D12.2	+
chr12	89919437	89919776	RP11-654D12.1	-
chr12	89947693	89949726	RP11-654D12.3	+
chr12	90107739	90112779	RP11-567C2.1	+
chr12	90280894	90300340	RP11-753N8.1	+
chr12	90617759	90622822	RP11-632B21.1	-
chr12	90809276	90810680	RP11-20L19.1	+
chr12	90905622	90955176	CCER1	-
chr12	90918023	90948669	LINC00615	+
chr12	90963679	91005026	EPYC	-
chr12	91050491	91057983	KERA	-
chr12	91102629	91111831	LUM	-
chr12	91140484	91183123	DCN	-
chr12	91193709	91193942	AC007115.3	+
chr12	91362196	91368606	RP11-121E16.1	+
chr12	91632912	91633023	DLEU2_6	-
chr12	91634887	91635644	RP11-693J15.6	+
chr12	91680131	91680873	RP11-1041F24.1	+
chr12	91871122	91871230	RP11-587P21.1	-
chr12	91877391	91880655	RP11-587P21.2	+
chr12	91901458	91906187	RP11-587P21.3	+
chr12	91984976	92142914	C12orf79	-
chr12	92140278	92145897	BTG1	-
chr12	92145573	92189660	RP11-796E2.4	+
chr12	92168400	92168877	RPL21P106	+
chr12	92170353	92170453	Y_RNA	-
