chrom	lend	rend	strand	virus	virus_brkpt	virus_strand	read_support	sample_name	insertion_name
chr1	1176229	1176230	+	HPV18	4035	+	159	CESC-Q1-A73P-TP	HPV18~4035~+~chr1~1176229~+
chr1	1179334	1179335	+	HPV18	23	+	100	CESC-Q1-A73P-TP	chr1~1179334~+~HPV18~23~+
chr1	1179424	1179425	+	HPV18	6598	+	213	CESC-Q1-A73P-TP	chr1~1179424~+~HPV18~6598~+
chr1	1179436	1179437	+	HPV18	2420	+	211	CESC-Q1-A73P-TP	HPV18~2420~+~chr1~1179436~+
chr1	1180033	1180034	+	HPV18	930	+	2220	CESC-Q1-A73P-TP	HPV18~930~+~chr1~1180033~+
chr1	1180536	1180537	+	HPV18	971	+	641	CESC-Q1-A73P-TP	HPV18~971~+~chr1~1180536~+
chr1	1180862	1180863	+	HPV18	3432	+	11	CESC-Q1-A73P-TP	chr1~1180862~+~HPV18~3432~+
chr1	1182447	1182448	+	HPV18	3433	+	161	CESC-Q1-A73P-TP	chr1~1182447~+~HPV18~3433~+
chr1	1182450	1182451	+	HPV18	1135	+	75	CESC-Q1-A73P-TP	chr1~1182450~+~HPV18~1135~+
chr1	1183048	1183049	+	HPV18	3433	+	1496	CESC-Q1-A73P-TP	chr1~1183048~+~HPV18~3433~+
chr1	1183048	1183049	+	HPV18	2778	+	55	CESC-Q1-A73P-TP	chr1~1183048~+~HPV18~2778~+
chr1	1183050	1183051	+	HPV18	1134	+	817	CESC-Q1-A73P-TP	chr1~1183050~+~HPV18~1134~+
chr1	1184092	1184093	+	HPV18	21	+	13	CESC-Q1-A73P-TP	chr1~1184092~+~HPV18~21~+
chr1	1184092	1184093	+	HPV18	3431	+	27	CESC-Q1-A73P-TP	chr1~1184092~+~HPV18~3431~+
chr1	1185110	1185111	+	HPV18	23	+	58	CESC-Q1-A73P-TP	chr1~1185110~+~HPV18~23~+
chr1	1185110	1185111	+	HPV18	2778	+	76	CESC-Q1-A73P-TP	chr1~1185110~+~HPV18~2778~+
chr1	1185527	1185528	+	HPV18	5664	+	38	CESC-Q1-A73P-TP	chr1~1185527~+~HPV18~5664~+
chr1	1197102	1197103	+	HPV18	933	+	118	CESC-Q1-A73P-TP	HPV18~933~+~chr1~1197102~+
chr1	1647087	1647088	+	NC_003977_3182nt_Hepatitis_B_virus	1801	+	11	LIHC-DD-A116-NT	NC_003977_3182nt_Hepatitis_B_virus~1801~+~chr1~1647087~+
chr1	1714241	1714242	+	NC_003977_3182nt_Hepatitis_B_virus	1801	+	11	LIHC-DD-A116-NT	NC_003977_3182nt_Hepatitis_B_virus~1801~+~chr1~1714241~+
