chrom	lend	rend	gene	strand
chr15	21127698	21130095	RP11-854K16.3	-
chr15	21148334	21152970	RP11-854K16.4	+
chr15	21160305	21167357	BMS1P16	+
chr15	21250180	21260147	RP11-32B5.2	-
chr15	21293653	21295201	RP11-32B5.1	-
chr15	21298233	21325241	RP11-32B5.7	-
chr15	21307749	21307855	RNU6-1235P	+
chr15	21324433	21324518	AC068446.1	-
chr15	21328380	21343881	RP11-275E15.2	-
chr15	21342171	21343958	RP11-275E15.3	+
chr15	21344548	21345085	RP11-32B5.4	-
chr15	21368459	21370621	RP11-32B5.8	+
chr15	21372793	21373881	CXADRP2	-
chr15	21382383	21382842	RP11-32B5.5	+
chr15	21383821	21384064	GRAMD4P6	+
chr15	21406385	21406459	MIR3118-3	+
chr15	21408243	21440451	POTEB3	-
chr15	21428879	21428985	U6	-
chr15	21490364	21509404	NF1P2	-
chr15	21513959	21514040	MIR5701-2	+
chr15	21514144	21567053	RP11-11H9.2	+
chr15	21574225	21575207	AC135068.1	-
chr15	21637909	21638992	OR4M2	+
chr15	21651844	21653039	RP11-294C11.3	+
chr15	21683038	21683962	OR4N3P	+
chr15	21703428	21705627	RP11-294C11.6	-
chr15	21709649	21710270	RP11-983G14.3	-
chr15	21843750	21843824	MIR3118-2	+
chr15	21846329	21877703	POTEB	-
chr15	21866210	21866316	RNU6-631P	-
chr15	21911559	21912590	ZNF519P3	-
chr15	21951242	21951323	MIR5701-3	+
chr15	21980321	21981209	RP11-928F19.3	-
chr15	21990061	22125546	RP11-69H14.6	+
chr15	22009548	22010529	OR11H3P	-
chr15	22030931	22031834	OR11K1P	-
chr15	22044864	22045399	OR4Q1P	+
chr15	22056709	22057949	OR4H6P	+
chr15	22094431	22095556	OR4N4	+
chr15	22145939	22148226	RP11-2F9.4	-
chr15	22152276	22152897	RP11-2F9.3	-
chr15	22178107	22178542	IGHV1OR15-3	-
chr15	22194885	22195317	IGHV1OR15-4	-
chr15	22202392	22202734	RP11-603B24.6	-
chr15	22225278	22225329	MIR1268A	-
chr15	22258138	22258848	RP11-603B24.2	+
chr15	22278971	22282872	RP11-603B24.1	+
chr15	22360639	22360918	RP11-566K19.11	+
chr15	22371736	22373570	RP11-566K19.8	+
chr15	22401208	22406944	RP11-566K19.7	+
chr15	22427039	22437902	GOLGA8DP	-
chr15	22428246	22428328	AC100757.1	-
chr15	22429200	22429489	Metazoa_SRP	-
chr15	22451209	22455154	RP11-566K19.12	+
chr15	22458903	22469230	GOLGA6L22	+
chr15	22480439	22484840	RP11-439M15.1	-
chr15	22495570	22590815	HERC2P2	+
chr15	22607540	22617854	GOLGA8IP	-
chr15	22608148	22608230	AC091565.1	-
chr15	22664359	22686213	WHAMML1	+
chr15	22690454	22691158	RP11-1180F24.1	-
chr15	22714939	22715225	AC138649.1	+
chr15	22727104	22744918	RP11-26F2.1	+
chr15	22756172	22756729	RP11-26F2.2	-
chr15	22757857	22778741	RP11-566K19.6	+
chr15	22770523	22776199	RP11-566K19.5	-
chr15	22773063	22829791	NIPA1	+
chr15	22838641	22868384	NIPA2	+
chr15	22867052	22981063	CYFIP1	-
