LIB	Chr	Human Pos	Sign	Viral Sign	Viral Pos	Read Count	Split Reads	Uniquely Mapped Reads	Multiply Mapped Reads	Rank1 Hits
/cromwell_root	13	74611417	+	-	2784	1	1	0	0	1	1	1e-40	1e-17
/cromwell_root	X	24116879	+	?	0	1	1	0	1	1	1	1e-40	8e-09
/cromwell_root	X	55420191	+	+	6694	1	1	0	0	1	1	1e-40	4e-17
/cromwell_root	X	64324640	+	-	1412	1	1	0	1	0	1	1e-40	2e-10
/cromwell_root	X	98561255	+	?	0	1	1	0	1	0	1	1e-40	8e-19
/cromwell_root	X	151124777	+	-	4912	1	1	0	1	0	1	1e-40	4e-07
/cromwell_root	14	83897603	+	+	2951	1	1	0	0	1	1	1e-40	5e-11
/cromwell_root	14	102114866	+	-	2357	1	1	0	1	0	1	1e-40	2e-10
/cromwell_root	17	31921536	+	+	1045	1	1	0	0	1	1	1e-40	4e-17
/cromwell_root	17	82002689	+	?	0	1	1	0	0	1	1	1e-40	1e-26
/cromwell_root	6	9454284	+	-	5649	147	147	0	147	0	147	-0	-0.0946946
/cromwell_root	6	57489541	+	-	2257	1	1	0	0	1	1	1e-40	1e-16
/cromwell_root	6	77890577	+	-	2805	1	1	0	1	0	1	1e-40	4e-12
/cromwell_root	6	80428938	+	-	1437	1	1	0	0	1	1	1e-40	7e-29
/cromwell_root	6	83913119	+	+	1744	163	163	1	163	1	163	0	-1.25122e-32
/cromwell_root	6	100804769	+	+	5799	166	166	1	37	130	165	0	7e-29
/cromwell_root	6	106327499	+	-	6992	1	1	0	0	1	1	1e-40	4e-22
/cromwell_root	6	124834147	+	-	1370	171	171	1	171	2	173	0	-8.74042e+27
/cromwell_root	6	127242887	+	?	0	1	1	0	1	1	0	1e-40	4e-22
/cromwell_root	6	131861923	+	?	0	1	1	0	1	1	0	1e-40	8e-09
/cromwell_root	6	144794604	+	+	1605	171	171	1	172	0	172	-0	-0.00689498
/cromwell_root	6	146567453	+	-	4994	1	1	0	0	1	1	1e-40	3e-23
/cromwell_root	21	35184765	+	?	0	1	1	0	2	0	1	1e-40	1e-06
/cromwell_root	21	38069031	+	-	2808	1	1	0	1	0	1	1e-40	4e-22
/cromwell_root	21	44023093	+	+	5954	1	1	0	0	1	1	1e-40	2e-24
/cromwell_root	21	44607356	+	+	3822	1	1	0	0	1	1	1e-40	8e-24
/cromwell_root	8	48077578	+	-	1764	1	1	0	0	1	1	1e-40	2e-25
/cromwell_root	8	59378996	+	-	2588	123	123	0	46	77	119	0	7e-29
/cromwell_root	8	65706555	+	?	0	1	1	0	0	1	1	1e-40	3e-13
/cromwell_root	8	101219105	+	+	6688	169	169	1	66	107	173	-0	-1.43098e+22
/cromwell_root	19	9005584	+	?	0	1	1	0	0	1	1	1e-40	2e-25
/cromwell_root	19	12539652	+	-	2228	1	1	0	0	1	1	1e-40	1e-17
/cromwell_root	19	16865074	+	?	0	1	1	0	0	1	1	1e-40	3e-08
/cromwell_root	19	23589128	+	-	6616	167	167	2	82	86	168	0	7e-29
/cromwell_root	19	33485343	+	-	6523	1	1	0	0	1	1	1e-40	6e-15
/cromwell_root	19	39798426	+	+	3489	1	1	0	0	1	1	1e-40	6e-10
/cromwell_root	19	39976118	+	+	3955	1	1	0	0	1	1	1e-40	1e-21
/cromwell_root	19	47546006	+	-	5034	161	161	2	162	0	162	0	-4.55805e+16
/cromwell_root	19	48409953	+	-	1793	1	1	0	0	1	1	1e-40	4e-22
/cromwell_root	19	57917136	+	+	5924	1	1	0	0	1	1	1e-40	2e-19
/cromwell_root	15	32747569	+	+	6219	165	165	0	90	75	159	-0	-1.07945e+37
/cromwell_root	15	41519187	+	+	2794	147	147	2	50	99	147	-0	-4.73819e+08
/cromwell_root	15	55216557	+	+	2879	1	1	0	0	1	1	1e-40	8e-14
/cromwell_root	15	76503994	+	?	0	1	1	0	1	0	1	1e-40	2e-09
/cromwell_root	15	86814487	+	+	3721	1	1	0	1	0	1	1e-40	4e-22
/cromwell_root	16	1806149	+	-	1427	1	1	0	0	1	1	1e-40	5e-16
/cromwell_root	16	24158743	+	-	7299	1	1	0	0	1	1	1e-40	4e-07
/cromwell_root	16	30039607	+	?	0	1	1	0	2	0	1	1e-40	2e-05
/cromwell_root	16	34077223	+	-	2176	1	1	0	0	1	1	1e-40	8e-09
/cromwell_root	16	58581955	+	+	1165	1	1	0	0	1	1	1e-40	1e-06
/cromwell_root	18	10729647	+	-	6360	1	1	0	0	1	1	1e-40	6e-15
/cromwell_root	18	58768828	+	+	3920	142	142	2	143	0	143	-0	-5.56403e+12
/cromwell_root	20	14880282	+	-	2851	171	171	2	172	0	172	0	7e-29
/cromwell_root	20	17480496	+	+	3016	1	1	0	0	1	1	1e-40	8e-19
/cromwell_root	20	34954308	+	+	1226	1	1	0	0	1	1	1e-40	6e-10
/cromwell_root	20	35590576	+	-	2380	1	1	0	0	1	1	1e-40	3e-13
/cromwell_root	20	36096018	+	+	4073	1	1	0	0	1	1	1e-40	2e-15
/cromwell_root	20	48741519	+	+	1010	1	1	0	0	1	1	1e-40	6e-10
/cromwell_root	KI270729.1	116866	+	-	1975	1	1	0	1	0	1	1e-40	3e-13
/cromwell_root	1	32295845	+	-	7076	1	1	0	0	1	1	1e-40	1e-17
/cromwell_root	1	36186453	+	?	0	1	1	0	0	1	1	8.40779e-85	8.40779e-45
/cromwell_root	1	125158896	+	-	2097	1	1	0	0	1	1	1e-40	1e-17
/cromwell_root	7	20758690	+	+	1145	1	1	0	0	1	1	1e-40	3e-08
/cromwell_root	7	33332256	+	+	6990	1	1	0	0	1	1	1e-40	8e-14
/cromwell_root	7	37928775	+	-	6578	1	1	0	1	0	1	1e-40	4e-22
/cromwell_root	7	51560318	+	-	2885	172	172	1	22	151	173	0	7e-29
/cromwell_root	7	52795127	+	+	6741	160	160	1	64	98	162	0	7e-29
/cromwell_root	7	62437595	+	-	2326	139	139	1	11	129	133	0	7e-29
/cromwell_root	7	71025818	+	+	4080	1	1	0	1	0	1	1e-40	2e-09
/cromwell_root	7	72658312	+	+	3712	136	136	1	16	122	118	-0	-1.11394e-29
/cromwell_root	7	74156967	+	+	5934	1	1	0	1	0	1	1e-40	1e-11
/cromwell_root	7	84358916	+	-	5888	1	1	0	0	1	1	1e-40	6e-25
/cromwell_root	7	126267012	+	+	5112	7	7	1	7	5	3	2.56e-76	4e-07
/cromwell_root	7	146813504	+	?	0	1	1	0	1	0	1	1e-40	2e-14
/cromwell_root	12	55848521	+	?	0	1	1	0	0	1	1	1e-40	6e-25
/cromwell_root	12	57398789	+	+	3165	1	1	0	0	1	1	1e-40	6e-15
/cromwell_root	22	21076108	+	+	1129	156	156	0	105	54	156	0	7e-29
/cromwell_root	22	25016151	+	+	1462	1	1	0	0	1	1	1e-40	4e-17
/cromwell_root	22	46761803	+	-	4108	1	1	0	1	0	1	1e-40	2e-05
/cromwell_root	22	50348782	+	+	3249	1	1	0	1	0	1	1e-40	4e-22
/cromwell_root	3	19139377	+	?	0	1	1	0	1	1	0	1e-40	4e-07
/cromwell_root	3	29817076	+	-	2177	1	1	0	0	1	1	1e-40	6e-20
/cromwell_root	3	48389178	+	-	6510	1	1	0	1	0	1	1e-40	3e-08
