multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV16|0,reads_R-HPV16,HPV16,right,10,1388,chr20,60918076,60918112,+,42,19
reads_R-HPV16|1,reads_R-HPV16,HPV16,left,10,6053,chr18,62291581,62291617,-,42,19
reads_R-HPV16|2,reads_R-HPV16,HPV16,right,10,2590,chr18,9830376,9830414,+,42,18
reads_R-HPV16|3,reads_R-HPV16,HPV16,left,10,6283,chr11,19829867,19829832,+,40,18
reads_R-HPV16|4,reads_R-HPV16,HPV16,left,10,855,chr9,113943097,113943136,-,42,17
reads_R-HPV16|5,reads_R-HPV16,HPV16,left,10,4161,chr15,84973325,84973286,+,42,17
reads_R-HPV16|6,reads_R-HPV16,HPV16,right,10,4429,chr14,25080587,25080626,+,42,17
reads_R-HPV16|7,reads_R-HPV16,HPV16,right,10,7090,chr5,90694618,90694657,+,42,17
reads_R-HPV16|8,reads_R-HPV16,HPV16,left,10,1217,chr5,61864713,61864674,+,42,16
reads_R-HPV16|9,reads_R-HPV16,HPV16,left,10,4232,chr14,63426497,63426536,-,42,16
reads_R-HPV16|10,reads_R-HPV16,HPV16,right,10,1125,chr19,13868920,13868881,-,42,15
reads_R-HPV16|11,reads_R-HPV16,HPV16,right,10,7703,chr1,225551032,225550999,-,41,15
reads_R-HPV16|12,reads_R-HPV16,HPV16,right,10,1672,chr9,67694991,67694958,-,42,14
reads_R-HPV16|13,reads_R-HPV16,HPV16,right,10,5501,chr4,24368508,24368544,+,41,14
reads_R-HPV16|14,reads_R-HPV16,HPV16,right,10,5561,chr17,38613606,38613640,+,42,14
reads_R-HPV16|15,reads_R-HPV16,HPV16,left,10,599,chr11,5778326,5778290,+,41,12
reads_R-HPV16|16,reads_R-HPV16,HPV16,right,10,1287,chr12,127727010,127726976,-,42,12
reads_R-HPV16|17,reads_R-HPV16,HPV16,right,10,1926,chr19,30473601,30473564,-,40,12
reads_R-HPV16|18,reads_R-HPV16,HPV16,right,10,5598,chr5,161762311,161762349,+,41,12
reads_R-HPV16|19,reads_R-HPV16,HPV16,left,10,4477,chrX,94818482,94818514,-,43,11
reads_R-HPV16|20,reads_R-HPV16,HPV16,left,10,4865,chrX,3166683,3166649,+,43,11
reads_R-HPV16|21,reads_R-HPV16,HPV16,left,10,6599,chr7,23918645,23918613,+,43,11
reads_R-HPV16|22,reads_R-HPV16,HPV16,right,10,6717,chr18,20159084,20159116,+,43,11
reads_R-HPV16|23,reads_R-HPV16,HPV16,right,10,6961,chr1,45399843,45399810,-,43,10
reads_R-HPV16|24,reads_R-HPV16,HPV16,right,10,7623,chr16,70933175,70933210,+,43,10
reads_R-HPV16|25,reads_R-HPV16,HPV16,left,10,701,chr3,100385151,100385186,-,43,9
reads_R-HPV16|26,reads_R-HPV16,HPV16,right,10,4603,chr14,28398571,28398607,+,43,9
reads_R-HPV16|27,reads_R-HPV16,HPV16,right,10,5180,chr19,48030787,48030752,-,43,9
reads_R-HPV16|28,reads_R-HPV16,HPV16,right,10,5328,chr17,6633473,6633508,+,43,9
reads_R-HPV16|29,reads_R-HPV16,HPV16,right,10,7120,chr19,48026298,48026263,-,43,9
reads_R-HPV16|30,reads_R-HPV16,HPV16,left,10,1746,chr1,75904281,75904317,-,43,8
reads_R-HPV16|31,reads_R-HPV16,HPV16,left,10,2046,chr15,93803879,93803845,+,42,8
reads_R-HPV16|32,reads_R-HPV16,HPV16,right,10,2103,chr12,127022356,127022317,-,41,8
reads_R-HPV16|33,reads_R-HPV16,HPV16,left,10,4700,chr5,88059937,88059901,+,43,8
reads_R-HPV16|34,reads_R-HPV16,HPV16,left,10,4985,chr6,103110378,103110342,+,43,8
reads_R-HPV16|35,reads_R-HPV16,HPV16,right,10,6223,chr4,58456067,58456101,+,42,8
reads_R-HPV16|36,reads_R-HPV16,HPV16,right,10,7812,chr17,4179424,4179458,+,42,8
reads_R-HPV16|37,reads_R-HPV16,HPV16,left,10,1459,chr11,69416858,69416893,-,43,7
reads_R-HPV16|38,reads_R-HPV16,HPV16,left,10,2153,chr19,36853821,36853856,-,43,7
reads_R-HPV16|39,reads_R-HPV16,HPV16,left,10,3268,chr17,19936868,19936902,-,42,7
reads_R-HPV16|40,reads_R-HPV16,HPV16,left,10,3630,chr1,227681605,227681639,-,36,7
reads_R-HPV16|41,reads_R-HPV16,HPV16,right,10,3808,chr16,48385004,48384969,-,43,7
reads_R-HPV16|42,reads_R-HPV16,HPV16,right,10,3162,chr12,21449779,21449740,-,43,6
reads_R-HPV16|43,reads_R-HPV16,HPV16,left,10,4783,chr8,74170119,74170154,-,43,6
reads_R-HPV16|44,reads_R-HPV16,HPV16,left,10,4933,chr15,76817255,76817220,+,43,6
reads_R-HPV16|45,reads_R-HPV16,HPV16,left,10,1885,chr4,4376541,4376582,-,42,5
reads_R-HPV16|46,reads_R-HPV16,HPV16,left,9,4933,chr21,24838363,24838331,+,30,4
reads_R-HPV16|47,reads_R-HPV16,HPV16,left,4,3760,chrX,51993480,51993443,+,43,20
reads_R-HPV16|48,reads_R-HPV16,HPV16,left,4,3760,chrX,75557339,75557302,+,43,20
reads_R-HPV16|49,reads_R-HPV16,HPV16,left,4,3760,chrX,108453004,108452967,+,43,20
reads_R-HPV16|50,reads_R-HPV16,HPV16,left,4,3760,chr9,31934397,31934360,+,42,20
reads_R-HPV16|51,reads_R-HPV16,HPV16,left,4,3760,chr8,61476976,61476939,+,42,20
reads_R-HPV16|52,reads_R-HPV16,HPV16,left,4,3760,chr7,83892402,83892365,+,43,20
