sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV97,HPV97,right,7,1648,chr18,36974675,36974711,+,36,1
reads_R-HPV97,HPV97,left,9,2302,chr17,70919978,70920006,-,39,8
reads_R-HPV97,HPV97,left,3,2302,chr1,226512119,226512147,-,27,5
reads_R-HPV97,HPV97,left,3,2302,chr21,22899162,22899137,+,25,2
reads_R-HPV97,HPV97,right,10,2353,chr12,94481658,94481626,-,39,3
reads_R-HPV97,HPV97,right,7,2413,chrY,13388921,13388892,-,29,1
reads_R-HPV97,HPV97,left,3,2620,chr21,7767184,7767153,+,32,2
reads_R-HPV97,HPV97,left,3,2620,chr2,48208442,48208409,+,35,3
reads_R-HPV97,HPV97,left,4,2620,chrY,1694323,1694356,-,36,3
reads_R-HPV97,HPV97,left,3,2620,chrX,1694323,1694356,-,36,3
reads_R-HPV97,HPV97,left,3,2620,chr8,126515140,126515173,-,36,3
reads_R-HPV97,HPV97,left,3,2620,chr3,190324336,190324369,-,35,3
reads_R-HPV97,HPV97,left,3,2620,chr16,29103023,29103056,-,35,3
reads_R-HPV97,HPV97,left,0,2620,chr2,88457415,88457379,+,36,1
reads_R-HPV97,HPV97,left,0,2620,chr1,182480619,182480583,+,35,1
reads_R-HPV97,HPV97,left,0,2620,chr1,24860541,24860505,+,34,1
reads_R-HPV97,HPV97,left,0,2620,chrX,39389656,39389692,-,36,1
reads_R-HPV97,HPV97,left,3,2620,chrX,54525225,54525256,-,33,2
reads_R-HPV97,HPV97,left,0,2620,chrX,82865719,82865751,-,31,1
reads_R-HPV97,HPV97,left,0,2620,chr7,6039790,6039826,-,35,1
reads_R-HPV97,HPV97,left,0,2620,chr7,74867593,74867629,-,34,1
reads_R-HPV97,HPV97,left,0,2620,chr6,55258904,55258940,-,36,1
reads_R-HPV97,HPV97,left,0,2620,chr6,14858445,14858481,-,36,1
reads_R-HPV97,HPV97,left,0,2620,chr3,141956405,141956441,-,35,1
reads_R-HPV97,HPV97,left,1,2620,chr18,21229701,21229737,-,34,1
reads_R-HPV97,HPV97,left,1,2620,chr12,55866292,55866328,-,35,1
reads_R-HPV97,HPV97,left,0,2620,chr10,23267762,23267795,-,32,1
reads_R-HPV97,HPV97,left,0,2620,chr10,83281452,83281485,-,31,1
