sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads-HPV35,HPV35,left,4,264,chr15,21496294,21496262,+,43,5
reads-HPV35,HPV35,left,4,264,chr15,20922597,20922565,+,43,9
reads-HPV35,HPV35,left,3,264,KI270727.1,223418,223385,+,43,3
reads-HPV35,HPV35,left,4,264,chr17,31259699,31259728,-,41,7
reads-HPV35,HPV35,left,4,264,chr15,21933574,21933544,+,43,8
reads-HPV35,HPV35,left,10,558,chrX,115098918,115098886,+,43,9
reads-HPV35,HPV35,left,4,558,chr5,78065645,78065612,+,41,3
reads-HPV35,HPV35,left,4,558,chr4,184177345,184177307,+,39,2
reads-HPV35,HPV35,left,4,558,chr15,71024093,71024060,+,41,3
reads-HPV35,HPV35,left,4,558,chr1,248898063,248898034,+,29,2
reads-HPV35,HPV35,left,4,558,chr5,39598883,39598914,-,32,4
reads-HPV35,HPV35,left,4,558,chr20,55522714,55522746,-,41,5
reads-HPV35,HPV35,left,10,599,chr4,5775494,5775526,-,43,9
reads-HPV35,HPV35,left,10,618,chr4,73870796,73870829,-,43,5
reads-HPV35,HPV35,right,10,1181,chr6,22528369,22528402,+,43,5
reads-HPV35,HPV35,right,10,1536,chr20,42501391,42501352,-,41,4
reads-HPV35,HPV35,right,7,1534,chr20,42501392,42501357,-,34,1
reads-HPV35,HPV35,right,10,1751,chr21,43032951,43032918,-,43,5
reads-HPV35,HPV35,left,10,1915,chr1,209671319,209671351,-,43,9
reads-HPV35,HPV35,left,10,1998,chr4,125920262,125920295,-,43,5
reads-HPV35,HPV35,left,7,2016,chr15,39790587,39790630,-,43,1
reads-HPV35,HPV35,left,7,2016,chr18,59711104,59711135,-,31,1
reads-HPV35,HPV35,left,7,2016,chr6,39241741,39241711,+,30,1
reads-HPV35,HPV35,left,10,2150,chr3,88783088,88783126,-,40,6
reads-HPV35,HPV35,right,7,2233,chr17,20310254,20310280,+,26,1
reads-HPV35,HPV35,right,4,2233,chrX,155541562,155541591,+,29,2
reads-HPV35,HPV35,right,4,2233,chrX,84431368,84431398,+,30,2
reads-HPV35,HPV35,right,1,2233,chr8,131451053,131451082,+,29,1
reads-HPV35,HPV35,right,1,2233,chr8,9166452,9166481,+,29,1
reads-HPV35,HPV35,right,1,2233,chr7,94952472,94952501,+,29,1
reads-HPV35,HPV35,right,1,2233,chr4,144979623,144979652,+,28,1
reads-HPV35,HPV35,right,1,2233,chr2,57648778,57648807,+,28,1
reads-HPV35,HPV35,right,1,2233,chr13,28878848,28878876,+,28,1
reads-HPV35,HPV35,right,1,2233,chr13,76968979,76969008,+,28,1
reads-HPV35,HPV35,right,1,2233,chr10,56250840,56250869,+,29,1
reads-HPV35,HPV35,right,1,2233,chr1,30552146,30552175,+,29,1
reads-HPV35,HPV35,right,1,2233,chr1,152177418,152177446,+,28,1
reads-HPV35,HPV35,right,1,2233,chrX,99928477,99928448,-,29,1
reads-HPV35,HPV35,right,1,2233,chrX,110656086,110656057,-,28,1
reads-HPV35,HPV35,right,1,2233,chrX,92503370,92503341,-,28,1
reads-HPV35,HPV35,right,1,2233,chr4,48638602,48638573,-,28,1
reads-HPV35,HPV35,right,1,2233,chr3,110131880,110131851,-,29,1
reads-HPV35,HPV35,right,1,2233,chr22,28512420,28512391,-,29,1
reads-HPV35,HPV35,right,1,2233,chr1,60845665,60845636,-,29,1
reads-HPV35,HPV35,right,7,2233,chr4,59554973,59555002,+,28,1
reads-HPV35,HPV35,right,1,2233,chr7,144091051,144091081,+,28,1
reads-HPV35,HPV35,right,1,2233,chr6,110172178,110172147,-,29,1
reads-HPV35,HPV35,right,10,2233,chr10,79625941,79625904,-,43,3
reads-HPV35,HPV35,left,7,2198,chr18,71026201,71026244,-,42,1
reads-HPV35,HPV35,left,10,2201,chr18,71026198,71026234,-,43,4
reads-HPV35,HPV35,right,4,2542,chrY,4183828,4183866,+,41,4
reads-HPV35,HPV35,right,4,2542,chrX,90606091,90606129,+,42,4
reads-HPV35,HPV35,left,10,2797,chr8,56863278,56863319,-,41,7
reads-HPV35,HPV35,left,7,2799,chr8,56863277,56863312,-,34,1
reads-HPV35,HPV35,left,1,2896,chr9,104641137,104641106,+,30,1
reads-HPV35,HPV35,left,1,2896,chr4,134433416,134433385,+,31,1
reads-HPV35,HPV35,left,1,2896,chr10,115702145,115702114,+,30,1
reads-HPV35,HPV35,left,1,2896,chrX,93450757,93450788,-,31,1
reads-HPV35,HPV35,left,1,2896,chrX,21280978,21281009,-,31,1
reads-HPV35,HPV35,left,1,2896,chrX,14768945,14768976,-,30,1
reads-HPV35,HPV35,left,1,2896,chrX,67899702,67899733,-,29,1
reads-HPV35,HPV35,left,10,2896,chr6,96980447,96980488,-,41,4
reads-HPV35,HPV35,left,1,2896,chr4,131437342,131437373,-,31,1
reads-HPV35,HPV35,left,4,2896,chr3,161526436,161526472,-,39,2
reads-HPV35,HPV35,left,1,2896,chr2,187050936,187050967,-,30,1
reads-HPV35,HPV35,left,1,2896,chr2,146548,146576,-,27,1
reads-HPV35,HPV35,left,1,2896,chr13,82736800,82736831,-,30,1
reads-HPV35,HPV35,left,1,2896,chrX,82169818,82169780,+,37,1
reads-HPV35,HPV35,left,1,2896,chrX,140400409,140400371,+,37,1
reads-HPV35,HPV35,left,1,2896,chrX,155396349,155396311,+,36,1
reads-HPV35,HPV35,left,1,2896,chr7,43672395,43672357,+,37,1
reads-HPV35,HPV35,left,1,2896,chr5,4607501,4607463,+,37,1
reads-HPV35,HPV35,left,1,2896,chr14,40827774,40827736,+,36,1
reads-HPV35,HPV35,left,1,2896,chr13,84510193,84510155,+,36,1
reads-HPV35,HPV35,left,1,2896,chr11,79864192,79864154,+,36,1
reads-HPV35,HPV35,left,1,2896,chr11,32130081,32130044,+,35,1
reads-HPV35,HPV35,left,1,2896,chr1,51162143,51162105,+,36,1
reads-HPV35,HPV35,left,1,2896,chr9,25468288,25468326,-,37,1
reads-HPV35,HPV35,left,1,2896,chr5,61093544,61093582,-,37,1
reads-HPV35,HPV35,left,1,2896,chr4,91209498,91209536,-,36,1
reads-HPV35,HPV35,left,1,2896,chr2,180389545,180389583,-,37,1
reads-HPV35,HPV35,left,1,2896,chr17,6859107,6859145,-,37,1
reads-HPV35,HPV35,left,1,2896,chr10,85368311,85368349,-,37,1
reads-HPV35,HPV35,left,7,2896,chrX,74391900,74391875,+,25,1
reads-HPV35,HPV35,left,7,2898,chr6,96980447,96980481,-,33,1
reads-HPV35,HPV35,right,4,2990,chr13,112277643,112277675,+,43,6
reads-HPV35,HPV35,right,4,2990,chr13,112278391,112278422,+,33,4
reads-HPV35,HPV35,right,4,2990,chr13,112278595,112278626,+,33,4
reads-HPV35,HPV35,right,4,2990,chr13,112279037,112279069,+,36,4
reads-HPV35,HPV35,right,4,2990,chr13,112279785,112279818,+,42,5
reads-HPV35,HPV35,right,4,2990,chr13,112280975,112281007,+,42,6
reads-HPV35,HPV35,right,4,2990,chr13,112281484,112281517,+,42,5
reads-HPV35,HPV35,right,4,2990,chr13,112287568,112287604,+,42,2
reads-HPV35,HPV35,right,4,2990,chr13,112287160,112287190,+,36,4
reads-HPV35,HPV35,right,4,2990,chr13,112286854,112286890,+,42,3
reads-HPV35,HPV35,right,4,2990,chr13,112285325,112285356,+,36,4
reads-HPV35,HPV35,right,4,2990,chr13,112285087,112285120,+,42,5
reads-HPV35,HPV35,right,4,2990,chr13,112284781,112284812,+,36,5
reads-HPV35,HPV35,right,4,2990,chr13,112284237,112284272,+,42,4
reads-HPV35,HPV35,right,4,2990,chr13,112283217,112283250,+,42,5
reads-HPV35,HPV35,right,4,2990,chr13,112283115,112283147,+,36,4
reads-HPV35,HPV35,right,4,2990,chr13,112282470,112282504,+,42,4
reads-HPV35,HPV35,right,4,2990,chr13,112289064,112289095,+,42,3
reads-HPV35,HPV35,right,4,2990,chr13,112292225,112292262,+,42,2
reads-HPV35,HPV35,right,4,2990,chr13,112293415,112293452,+,42,2
reads-HPV35,HPV35,right,1,2990,chr13,112293857,112293887,+,29,1
reads-HPV35,HPV35,right,1,2990,chr13,112295252,112295282,+,29,1
reads-HPV35,HPV35,right,1,2990,chr13,112296102,112296132,+,29,1
reads-HPV35,HPV35,right,1,2990,chr13,112296544,112296574,+,29,1
reads-HPV35,HPV35,right,4,2990,chr13,112288010,112288047,+,42,2
reads-HPV35,HPV35,right,1,2990,chr13,112289302,112289333,+,30,1
reads-HPV35,HPV35,right,1,2990,chr13,112294401,112294432,+,30,1
reads-HPV35,HPV35,right,1,2990,chr13,112311126,112311157,+,30,1
reads-HPV35,HPV35,right,4,2990,chr13,112278833,112278868,+,36,2
reads-HPV35,HPV35,right,4,2990,chr13,112284883,112284919,+,42,3
reads-HPV35,HPV35,right,1,2990,chr13,112291002,112291045,+,42,1
reads-HPV35,HPV35,right,10,3087,chr6,153100738,153100702,-,43,4
reads-HPV35,HPV35,left,10,3284,chrX,6420966,6421002,-,43,4
reads-HPV35,HPV35,right,10,3357,chr14,37564201,37564171,-,40,5
reads-HPV35,HPV35,right,10,3358,chr2,89061256,89061284,+,32,4
reads-HPV35,HPV35,right,4,3358,chr2,90139319,90139291,-,32,3
reads-HPV35,HPV35,right,7,3352,chr14,37564204,37564172,-,32,1
reads-HPV35,HPV35,right,1,3357,chr2,89061258,89061287,+,29,1
reads-HPV35,HPV35,right,1,3357,chr2,90200599,90200570,-,29,1
reads-HPV35,HPV35,right,1,3357,chr2,90139317,90139288,-,29,1
reads-HPV35,HPV35,right,4,3358,chr2,89107074,89107116,+,42,3
reads-HPV35,HPV35,right,4,3358,chr2,90200601,90200564,-,40,2
reads-HPV35,HPV35,right,4,3358,chr2,90093541,90093499,-,42,3
reads-HPV35,HPV35,left,10,3399,chr4,28637957,28637992,-,39,2
reads-HPV35,HPV35,left,4,3417,chr7,80376463,80376430,+,36,3
reads-HPV35,HPV35,left,4,3417,chr6,110236347,110236313,+,40,4
reads-HPV35,HPV35,left,4,3417,chr22,45904993,45904959,+,40,4
reads-HPV35,HPV35,left,10,3417,chr20,44049953,44049920,+,43,5
reads-HPV35,HPV35,left,4,3417,chr18,14008588,14008557,+,34,3
reads-HPV35,HPV35,left,4,3417,chr7,156260807,156260839,-,33,2
reads-HPV35,HPV35,left,4,3417,chr5,23685253,23685288,-,41,4
reads-HPV35,HPV35,left,1,3417,chrX,94806928,94806885,+,40,1
reads-HPV35,HPV35,left,1,3417,chrX,71855021,71854978,+,40,1
reads-HPV35,HPV35,left,1,3417,chr8,61399015,61398972,+,41,1
reads-HPV35,HPV35,left,1,3417,chr12,99555124,99555079,+,41,1
reads-HPV35,HPV35,left,1,3417,chr8,120429044,120429086,-,38,1
reads-HPV35,HPV35,left,1,3417,chr3,186344279,186344326,-,42,1
reads-HPV35,HPV35,left,1,3417,chr3,41429448,41429490,-,40,1
reads-HPV35,HPV35,left,1,3417,chr21,27760659,27760703,-,41,1
reads-HPV35,HPV35,left,1,3417,chr1,68416748,68416788,-,39,1
reads-HPV35,HPV35,left,1,3417,chr16,5843595,5843625,-,30,1
reads-HPV35,HPV35,right,1,3507,chr5,16770894,16770921,+,27,1
reads-HPV35,HPV35,right,1,3507,chr1,230258355,230258382,+,27,1
reads-HPV35,HPV35,right,1,3507,chr6,158836571,158836544,-,27,1
reads-HPV35,HPV35,right,1,3507,chr3,155397301,155397275,-,26,1
reads-HPV35,HPV35,right,1,3507,chr10,133398291,133398264,-,27,1
reads-HPV35,HPV35,right,1,3507,chrX,27993365,27993395,+,30,1
reads-HPV35,HPV35,right,1,3507,chr3,153697459,153697489,+,28,1
reads-HPV35,HPV35,right,1,3507,chr2,202396923,202396953,+,30,1
reads-HPV35,HPV35,right,1,3507,chr16,10453743,10453773,+,30,1
reads-HPV35,HPV35,right,1,3507,chr14,102104335,102104365,+,30,1
reads-HPV35,HPV35,right,1,3507,chr9,134248672,134248642,-,29,1
reads-HPV35,HPV35,right,1,3507,chr5,181125876,181125846,-,30,1
reads-HPV35,HPV35,right,1,3507,chr3,109306864,109306834,-,30,1
reads-HPV35,HPV35,right,1,3507,chr1,79665737,79665707,-,30,1
reads-HPV35,HPV35,right,1,3507,chr9,95382930,95382960,+,29,1
reads-HPV35,HPV35,right,1,3507,chr5,175416344,175416374,+,29,1
reads-HPV35,HPV35,right,1,3507,chr18,36049027,36049057,+,29,1
reads-HPV35,HPV35,right,1,3507,chr17,35805520,35805550,+,29,1
reads-HPV35,HPV35,right,1,3507,chr15,79224193,79224223,+,29,1
reads-HPV35,HPV35,right,1,3507,chr17,44120633,44120603,-,29,1
reads-HPV35,HPV35,right,1,3507,chr15,84885622,84885592,-,29,1
reads-HPV35,HPV35,right,1,3507,chr15,21069243,21069213,-,29,1
reads-HPV35,HPV35,right,1,3507,chr12,38334962,38334932,-,30,1
reads-HPV35,HPV35,right,1,3507,chr12,117891307,117891277,-,29,1
reads-HPV35,HPV35,right,1,3507,chr11,116713141,116713111,-,29,1
reads-HPV35,HPV35,right,1,3505,chr2,30441491,30441522,+,30,1
reads-HPV35,HPV35,right,1,3505,chr2,24057497,24057528,+,30,1
reads-HPV35,HPV35,right,1,3505,chr17,40609238,40609269,+,30,1
reads-HPV35,HPV35,right,1,3505,chr1,153200823,153200854,+,30,1
reads-HPV35,HPV35,right,1,3505,chr5,177597305,177597271,-,32,1
reads-HPV35,HPV35,right,1,3505,chr21,23092011,23091980,-,30,1
reads-HPV35,HPV35,right,1,3505,chr2,30442110,30442079,-,30,1
reads-HPV35,HPV35,right,1,3505,chr19,6402798,6402767,-,30,1
reads-HPV35,HPV35,right,1,3505,chr17,35027617,35027583,-,32,1
reads-HPV35,HPV35,right,1,3505,chr17,900156,900124,-,31,1
reads-HPV35,HPV35,right,1,3505,chr17,62085395,62085364,-,30,1
reads-HPV35,HPV35,right,1,3505,chr10,45991644,45991610,-,32,1
reads-HPV35,HPV35,right,1,3505,chr1,155025040,155025009,-,30,1
reads-HPV35,HPV35,left,1,3590,chr1,108286246,108286212,+,34,1
reads-HPV35,HPV35,left,1,3590,chr1,108408132,108408166,-,34,1
reads-HPV35,HPV35,left,4,3592,chr1,108286247,108286208,+,41,6
reads-HPV35,HPV35,left,4,3592,chr1,108408131,108408170,-,41,6
reads-HPV35,HPV35,left,4,3815,chrX,98851528,98851498,+,38,3
reads-HPV35,HPV35,left,4,3815,chr9,102809045,102809008,+,40,5
reads-HPV35,HPV35,left,4,3815,chr6,159366511,159366474,+,41,4
reads-HPV35,HPV35,left,4,3815,chr6,129408959,129408922,+,41,5
reads-HPV35,HPV35,left,4,3815,chr5,41995720,41995690,+,38,3
reads-HPV35,HPV35,left,4,3815,chr4,113926172,113926135,+,40,5
reads-HPV35,HPV35,left,4,3815,chr4,174981385,174981354,+,39,3
reads-HPV35,HPV35,left,4,3815,chr3,166888951,166888914,+,40,5
reads-HPV35,HPV35,left,4,3815,chr19,22233933,22233902,+,40,3
reads-HPV35,HPV35,left,4,3815,chr19,22020711,22020674,+,40,5
reads-HPV35,HPV35,left,4,3815,chr17,70820956,70820919,+,40,5
reads-HPV35,HPV35,left,4,3815,chr13,82972382,82972345,+,39,5
reads-HPV35,HPV35,left,4,3815,chr13,66180187,66180157,+,39,3
reads-HPV35,HPV35,left,4,3815,chr12,81935907,81935870,+,39,5
reads-HPV35,HPV35,left,4,3815,chr10,133498548,133498517,+,40,3
reads-HPV35,HPV35,left,4,3815,chr1,105524283,105524252,+,30,2
reads-HPV35,HPV35,left,4,3815,chr1,91462754,91462717,+,40,5
reads-HPV35,HPV35,left,4,3815,chrX,139400956,139400993,-,40,5
reads-HPV35,HPV35,left,4,3815,chrX,123548440,123548471,-,30,2
reads-HPV35,HPV35,left,4,3815,chrX,86310765,86310802,-,39,5
reads-HPV35,HPV35,left,4,3815,chrX,91063009,91063040,-,39,3
reads-HPV35,HPV35,left,4,3815,chrX,75472565,75472602,-,40,5
reads-HPV35,HPV35,left,4,3815,chr9,27641497,27641528,-,39,3
reads-HPV35,HPV35,left,4,3815,chr9,26109032,26109063,-,40,3
reads-HPV35,HPV35,left,4,3815,chr9,10960294,10960325,-,40,3
reads-HPV35,HPV35,left,4,3815,chr7,96455726,96455758,-,40,3
reads-HPV35,HPV35,left,4,3815,chr7,124619026,124619057,-,30,2
reads-HPV35,HPV35,left,4,3815,chr7,26123584,26123620,-,39,5
reads-HPV35,HPV35,left,4,3815,chr6,83362316,83362345,-,38,3
reads-HPV35,HPV35,left,4,3815,chr5,92219570,92219607,-,40,5
reads-HPV35,HPV35,left,4,3815,chr4,149044601,149044638,-,40,4
reads-HPV35,HPV35,left,4,3815,chr4,63568971,63569001,-,39,3
reads-HPV35,HPV35,left,4,3815,chr22,34519621,34519652,-,39,3
reads-HPV35,HPV35,left,4,3815,chr21,28304499,28304535,-,39,5
reads-HPV35,HPV35,left,4,3815,chr2,56621525,56621556,-,39,3
reads-HPV35,HPV35,left,4,3815,chr15,46986942,46986973,-,38,3
reads-HPV35,HPV35,left,4,3815,chr14,44669958,44669995,-,40,5
reads-HPV35,HPV35,left,4,3815,chr12,5822314,5822351,-,39,5
reads-HPV35,HPV35,left,4,3815,chr12,126053327,126053357,-,38,3
reads-HPV35,HPV35,left,4,3815,chr11,38631859,38631896,-,42,5
reads-HPV35,HPV35,left,4,3815,chrY,6904233,6904191,+,41,2
reads-HPV35,HPV35,left,4,3815,chrX,112209202,112209160,+,41,2
reads-HPV35,HPV35,left,1,3815,chr8,94297763,94297720,+,40,1
reads-HPV35,HPV35,left,1,3815,chr18,2834963,2834920,+,40,1
reads-HPV35,HPV35,left,1,3815,chr10,65505703,65505660,+,39,1
reads-HPV35,HPV35,left,1,3815,chr1,50167842,50167799,+,39,1
reads-HPV35,HPV35,left,1,3815,chr3,100241274,100241317,-,40,1
reads-HPV35,HPV35,left,1,3815,chr12,117654736,117654779,-,40,1
reads-HPV35,HPV35,left,1,3815,chr12,81766048,81766091,-,39,1
reads-HPV35,HPV35,left,1,3815,chr11,109498022,109497981,+,39,1
reads-HPV35,HPV35,left,1,3815,chr6,9150742,9150783,-,40,1
reads-HPV35,HPV35,left,1,3913,chrY,10618688,10618652,+,34,1
reads-HPV35,HPV35,left,1,3913,chrY,10599118,10599082,+,34,1
reads-HPV35,HPV35,left,1,3913,chrY,10248428,10248392,+,34,1
reads-HPV35,HPV35,left,1,3913,chrY,10223854,10223818,+,34,1
reads-HPV35,HPV35,left,1,3913,chrY,10625132,10625097,+,33,1
reads-HPV35,HPV35,left,1,3913,chrX,62509437,62509401,+,34,1
reads-HPV35,HPV35,left,1,3913,chrX,62526866,62526832,+,32,1
reads-HPV35,HPV35,left,4,3913,chrX,62523989,62523956,+,32,2
reads-HPV35,HPV35,left,4,3913,chr9,65850303,65850272,+,34,2
reads-HPV35,HPV35,left,4,3913,chr9,63098918,63098886,+,34,2
reads-HPV35,HPV35,left,4,3913,chr7,62548807,62548768,+,40,2
reads-HPV35,HPV35,left,4,3913,chr7,57955755,57955722,+,39,4
reads-HPV35,HPV35,left,1,3913,chr7,62572633,62572598,+,34,1
reads-HPV35,HPV35,left,4,3913,chr7,57947120,57947084,+,38,2
reads-HPV35,HPV35,left,1,3913,chr7,62644562,62644527,+,33,1
reads-HPV35,HPV35,left,1,3913,chr7,62564712,62564677,+,32,1
reads-HPV35,HPV35,left,4,3913,chr5,49624778,49624744,+,41,4
reads-HPV35,HPV35,left,4,3913,chr5,49609793,49609754,+,40,2
reads-HPV35,HPV35,left,4,3913,chr5,49630809,49630775,+,40,4
