sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV97,HPV97,left,9,1606,chr14,66510504,66510536,-,39,6
reads_R-HPV97,HPV97,right,9,2110,chr15,22897253,22897226,-,27,2
reads_R-HPV97,HPV97,right,3,3314,chr5,49646172,49646139,-,43,15
reads_R-HPV97,HPV97,right,3,3314,chr5,49644145,49644106,-,43,10
reads_R-HPV97,HPV97,right,3,3314,chr5,49643809,49643777,-,43,14
reads_R-HPV97,HPV97,right,3,3314,chr5,49615680,49615647,-,43,15
reads_R-HPV97,HPV97,right,3,3314,chr5,49615000,49614962,-,43,12
reads_R-HPV97,HPV97,right,3,3314,chr5,49612282,49612245,-,43,13
reads_R-HPV97,HPV97,right,3,3314,chr5,49610189,49610162,-,31,7
reads_R-HPV97,HPV97,right,3,3314,chr5,49631543,49631514,-,30,3
reads_R-HPV97,HPV97,right,3,3314,chr5,49618399,49618369,-,30,3
reads_R-HPV97,HPV97,right,3,3314,chr3,91543236,91543206,-,41,12
reads_R-HPV97,HPV97,right,3,3314,chr3,93714505,93714468,-,39,11
reads_R-HPV97,HPV97,right,3,3314,chr3,91551563,91551532,-,41,12
reads_R-HPV97,HPV97,right,3,3314,chr3,91546126,91546094,-,39,14
reads_R-HPV97,HPV97,right,3,3314,chr3,91545448,91545409,-,41,9
reads_R-HPV97,HPV97,right,3,3314,chr3,93713830,93713804,-,27,5
reads_R-HPV97,HPV97,right,3,3314,chr3,93709925,93709899,-,27,5
reads_R-HPV97,HPV97,right,3,3314,chr3,91550031,91550005,-,27,5
reads_R-HPV97,HPV97,right,3,3314,chr2,94563484,94563458,-,29,6
reads_R-HPV97,HPV97,right,3,3314,chr16,38266079,38266042,-,43,13
reads_R-HPV97,HPV97,right,3,3314,chr16,38280666,38280628,-,42,12
reads_R-HPV97,HPV97,right,3,3314,chr12,37263824,37263791,-,42,15
reads_R-HPV97,HPV97,right,3,3314,chr12,37260771,37260738,-,42,15
reads_R-HPV97,HPV97,right,3,3314,chr12,37252194,37252161,-,42,15
reads_R-HPV97,HPV97,right,3,3314,chr12,37251798,37251766,-,39,14
reads_R-HPV97,HPV97,right,3,3314,chr12,34831075,34831042,-,42,15
reads_R-HPV97,HPV97,right,3,3314,chr10,41839638,41839602,-,42,10
reads_R-HPV97,HPV97,right,3,3314,chr10,41835404,41835367,-,39,10
reads_R-HPV97,HPV97,right,4,3314,chr1,122496529,122496504,-,27,5
reads_R-HPV97,HPV97,right,3,3314,KI270317.1,1501,1464,-,42,12
reads_R-HPV97,HPV97,right,3,3314,KI270303.1,1181,1144,-,43,13
reads_R-HPV97,HPV97,right,3,3314,KI270303.1,841,813,-,41,9
reads_R-HPV97,HPV97,right,3,3314,chr5,49610529,49610490,-,43,9
reads_R-HPV97,HPV97,right,3,3314,chr5,49611547,49611514,-,37,5
reads_R-HPV97,HPV97,right,3,3314,chr5,49617040,49617001,-,43,8
reads_R-HPV97,HPV97,right,3,3314,chr5,49622459,49622420,-,43,11
reads_R-HPV97,HPV97,right,3,3314,chr5,49623474,49623435,-,43,9
reads_R-HPV97,HPV97,right,3,3314,chr5,49623814,49623775,-,43,10
reads_R-HPV97,HPV97,right,3,3314,chr5,49624154,49624115,-,43,11
reads_R-HPV97,HPV97,right,3,3314,chr5,49626533,49626494,-,43,8
reads_R-HPV97,HPV97,right,3,3314,chr5,49633581,49633542,-,43,11
reads_R-HPV97,HPV97,right,3,3314,chr5,49630865,49630826,-,43,10
reads_R-HPV97,HPV97,right,3,3314,chr3,93709250,93709212,-,41,10
reads_R-HPV97,HPV97,right,3,3314,chr3,91543911,91543874,-,38,9
reads_R-HPV97,HPV97,right,3,3314,chr16,38276258,38276219,-,43,10
reads_R-HPV97,HPV97,right,3,3314,chr12,34717195,34717156,-,41,8
reads_R-HPV97,HPV97,right,3,3314,chr12,34835083,34835046,-,39,9
reads_R-HPV97,HPV97,right,3,3314,chr12,37236525,37236487,-,42,10
reads_R-HPV97,HPV97,right,3,3314,chr12,37246371,37246333,-,42,10
reads_R-HPV97,HPV97,right,3,3314,chr12,37266874,37266836,-,42,10
reads_R-HPV97,HPV97,right,3,3314,chr12,37263136,37263097,-,42,9
reads_R-HPV97,HPV97,right,3,3314,chr12,37261107,37261068,-,42,9
reads_R-HPV97,HPV97,right,3,3314,chr12,37259076,37259037,-,39,7
reads_R-HPV97,HPV97,right,3,3314,chr12,37236185,37236148,-,40,10
reads_R-HPV97,HPV97,right,3,3314,chr10,41841501,41841462,-,42,9
reads_R-HPV97,HPV97,right,3,3314,chr10,41834054,41834013,-,40,5
reads_R-HPV97,HPV97,right,3,3314,KI270317.1,37223,37184,-,43,9
reads_R-HPV97,HPV97,right,3,3314,KI270317.1,822,783,-,43,11
reads_R-HPV97,HPV97,right,3,3314,KI270304.1,1430,1391,-,43,8
reads_R-HPV97,HPV97,right,3,3314,chr16,38267440,38267414,-,26,3
reads_R-HPV97,HPV97,right,3,3314,chr5,49646512,49646475,-,42,3
reads_R-HPV97,HPV97,right,3,3314,chr5,49645499,49645459,-,43,8
reads_R-HPV97,HPV97,right,3,3314,chr3,90714461,90714421,-,41,8
reads_R-HPV97,HPV97,right,3,3314,chr3,93725558,93725521,-,35,2
reads_R-HPV97,HPV97,right,3,3314,chr3,91283757,91283720,-,34,2
reads_R-HPV97,HPV97,right,3,3314,chr16,38279651,38279611,-,43,8
reads_R-HPV97,HPV97,right,3,3314,KI270304.1,750,710,-,43,8
reads_R-HPV97,HPV97,right,3,3314,KI270303.1,1521,1482,-,42,7
reads_R-HPV97,HPV97,right,3,3314,KI270303.1,1861,1821,-,41,8
reads_R-HPV97,HPV97,right,3,3314,chr5,49622119,49622088,-,31,2
reads_R-HPV97,HPV97,right,0,3314,chr5,49611207,49611177,-,29,1
reads_R-HPV97,HPV97,right,3,3314,chr3,90638234,90638193,-,41,5
reads_R-HPV97,HPV97,right,3,3314,chr3,91280721,91280681,-,40,5
reads_R-HPV97,HPV97,right,3,3314,chr3,90514705,90514665,-,38,4
reads_R-HPV97,HPV97,right,3,3314,chr3,90521492,90521452,-,38,4
reads_R-HPV97,HPV97,right,3,3314,chr3,90533724,90533685,-,40,3
reads_R-HPV97,HPV97,right,3,3314,chr3,90575204,90575165,-,36,2
reads_R-HPV97,HPV97,right,3,3314,chr3,90682466,90682427,-,36,2
reads_R-HPV97,HPV97,right,3,3314,chr3,90686436,90686397,-,36,2
reads_R-HPV97,HPV97,right,3,3314,chr16,38278631,38278590,-,43,6
reads_R-HPV97,HPV97,right,3,3314,chr3,90515554,90515513,-,42,3
reads_R-HPV97,HPV97,right,3,3314,chr3,90618920,90618879,-,41,3
reads_R-HPV97,HPV97,right,3,3314,chr3,90506434,90506393,-,40,3
reads_R-HPV97,HPV97,right,3,3314,chr3,90511527,90511486,-,40,3
reads_R-HPV97,HPV97,right,3,3314,chr16,38276598,38276557,-,41,3
reads_R-HPV97,HPV97,right,0,3314,chr5,49644824,49644781,-,41,1
reads_R-HPV97,HPV97,right,0,3314,chr5,49644484,49644441,-,40,1
reads_R-HPV97,HPV97,right,0,3314,chr5,49642119,49642076,-,40,1
reads_R-HPV97,HPV97,right,3,3314,chr3,90666750,90666707,-,41,2
reads_R-HPV97,HPV97,right,0,3314,chr3,90709210,90709167,-,40,1
reads_R-HPV97,HPV97,right,3,3314,chr3,90530329,90530286,-,40,2
reads_R-HPV97,HPV97,right,3,3314,chr3,90540349,90540306,-,40,2
reads_R-HPV97,HPV97,right,0,3314,chr3,90681854,90681811,-,39,1
reads_R-HPV97,HPV97,right,0,3314,chr3,91281574,91281531,-,39,1
reads_R-HPV97,HPV97,right,3,3314,KI270317.1,482,439,-,42,2
reads_R-HPV97,HPV97,right,0,3314,KI270310.1,690,646,-,41,1
reads_R-HPV97,HPV97,right,0,3314,chr3,90542900,90542857,-,40,1
reads_R-HPV97,HPV97,right,0,3314,chr12,37238563,37238520,-,42,1
reads_R-HPV97,HPV97,right,0,3314,chr12,37235505,37235462,-,41,1
reads_R-HPV97,HPV97,right,0,3314,chr10,41841161,41841118,-,41,1
reads_R-HPV97,HPV97,left,10,5580,chr1,225113636,225113669,-,43,10
