sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV45,HPV45,left,4,18,chr2,32341003,32341043,-,41,4
reads_R-HPV45,HPV45,left,4,18,chr11,20588292,20588331,-,37,2
reads_R-HPV45,HPV45,left,4,18,chr8,23442593,23442556,+,40,3
reads_R-HPV45,HPV45,left,4,18,chr6,13756151,13756186,-,36,2
reads_R-HPV45,HPV45,left,1,18,chr3,53302730,53302763,-,32,1
reads_R-HPV45,HPV45,left,10,175,chr3,24336969,24336996,-,38,6
reads_R-HPV45,HPV45,left,10,325,chr10,93428925,93428887,+,42,6
reads_R-HPV45,HPV45,left,10,748,chr2,168888821,168888862,-,41,4
reads_R-HPV45,HPV45,left,10,748,chr1,237305626,237305654,-,37,10
reads_R-HPV45,HPV45,left,10,779,chr12,95572092,95572117,-,25,3
reads_R-HPV45,HPV45,left,1,779,chr8,98386933,98386901,+,31,1
reads_R-HPV45,HPV45,left,1,779,chr5,131292214,131292182,+,31,1
reads_R-HPV45,HPV45,left,1,779,chr2,197208775,197208743,+,30,1
reads_R-HPV45,HPV45,left,1,779,chr11,55508716,55508684,+,31,1
reads_R-HPV45,HPV45,left,1,779,chr6,7327094,7327126,-,31,1
reads_R-HPV45,HPV45,left,1,779,chr5,68878616,68878648,-,31,1
reads_R-HPV45,HPV45,left,1,779,chr16,23606567,23606599,-,31,1
reads_R-HPV45,HPV45,left,1,779,chr10,72198858,72198890,-,31,1
reads_R-HPV45,HPV45,left,1,779,chr7,82174018,82173993,+,25,1
reads_R-HPV45,HPV45,left,1,779,chr6,30631754,30631716,+,37,1
reads_R-HPV45,HPV45,left,1,779,chr6,73447031,73446993,+,36,1
reads_R-HPV45,HPV45,left,1,779,chr4,112139443,112139405,+,35,1
reads_R-HPV45,HPV45,left,1,779,chr19,4165852,4165814,+,36,1
reads_R-HPV45,HPV45,left,1,779,chr19,50583358,50583317,+,36,1
reads_R-HPV45,HPV45,left,1,779,chr17,37326804,37326766,+,36,1
reads_R-HPV45,HPV45,left,1,779,chr15,69960450,69960412,+,36,1
reads_R-HPV45,HPV45,left,1,779,chr14,31655688,31655650,+,35,1
reads_R-HPV45,HPV45,left,1,779,chr10,25755740,25755702,+,36,1
reads_R-HPV45,HPV45,left,1,779,chr21,36430571,36430609,-,35,1
reads_R-HPV45,HPV45,left,1,779,chr2,32714200,32714238,-,35,1
reads_R-HPV45,HPV45,left,1,779,chr10,119187202,119187240,-,36,1
reads_R-HPV45,HPV45,left,1,779,chr10,117013216,117013254,-,36,1
reads_R-HPV45,HPV45,right,10,1006,chr17,74806370,74806410,+,43,4
reads_R-HPV45,HPV45,right,10,1171,chrX,32700827,32700798,-,38,4
reads_R-HPV45,HPV45,right,10,1199,chr1,161944820,161944860,+,42,7
reads_R-HPV45,HPV45,left,10,1366,chr16,26698431,26698471,-,43,4
reads_R-HPV45,HPV45,left,10,1525,chr22,33859266,33859305,-,42,4
reads_R-HPV45,HPV45,right,10,1658,chr2,148914923,148914897,-,37,5
reads_R-HPV45,HPV45,right,7,1717,chr15,84651303,84651265,-,38,1
reads_R-HPV45,HPV45,right,10,1717,chr16,11726017,11726058,+,41,3
reads_R-HPV45,HPV45,right,4,1717,chr7,33046416,33046375,-,36,2
reads_R-HPV45,HPV45,right,4,1717,chr16,28002498,28002458,-,37,2
reads_R-HPV45,HPV45,left,4,1988,chrY,1703861,1703818,+,43,2
