multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV45|0,reads_R-HPV45,HPV45,right,10,3668,chr13,38204078,38204113,+,41,13
reads_R-HPV45|1,reads_R-HPV45,HPV45,left,10,3872,chr7,149933808,149933772,+,42,13
reads_R-HPV45|2,reads_R-HPV45,HPV45,left,10,6753,chr16,12592151,12592116,+,41,13
reads_R-HPV45|3,reads_R-HPV45,HPV45,left,10,3304,chr20,51020884,51020851,+,42,12
reads_R-HPV45|4,reads_R-HPV45,HPV45,left,10,6532,chrX,121993523,121993488,+,40,12
reads_R-HPV45|5,reads_R-HPV45,HPV45,right,10,7691,chr2,205157525,205157492,-,42,12
reads_R-HPV45|6,reads_R-HPV45,HPV45,left,10,3014,chr3,102786740,102786710,+,42,11
reads_R-HPV45|7,reads_R-HPV45,HPV45,right,10,6205,chr18,74233227,74233197,-,42,11
reads_R-HPV45|8,reads_R-HPV45,HPV45,left,10,748,chr1,237305626,237305654,-,37,10
reads_R-HPV45|9,reads_R-HPV45,HPV45,right,10,1199,chr1,161944820,161944860,+,42,7
reads_R-HPV45|10,reads_R-HPV45,HPV45,right,10,7375,chr11,107124665,107124692,+,38,7
reads_R-HPV45|11,reads_R-HPV45,HPV45,left,10,175,chr3,24336969,24336996,-,38,6
reads_R-HPV45|12,reads_R-HPV45,HPV45,left,10,325,chr10,93428925,93428887,+,42,6
reads_R-HPV45|13,reads_R-HPV45,HPV45,right,10,1658,chr2,148914923,148914897,-,37,5
reads_R-HPV45|14,reads_R-HPV45,HPV45,right,10,2442,chrX,144330664,144330703,+,43,5
reads_R-HPV45|15,reads_R-HPV45,HPV45,right,10,2911,chr13,24033416,24033377,-,43,5
reads_R-HPV45|16,reads_R-HPV45,HPV45,right,10,3513,chr18,34917154,34917193,+,43,5
reads_R-HPV45|17,reads_R-HPV45,HPV45,right,10,6625,chr18,69643294,69643255,-,43,5
reads_R-HPV45|18,reads_R-HPV45,HPV45,right,10,7627,chr7,39766901,39766939,+,42,5
reads_R-HPV45|19,reads_R-HPV45,HPV45,left,10,748,chr2,168888821,168888862,-,41,4
