multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV70|0,reads_R-HPV70,HPV70,left,10,227,chr22,20882490,20882457,+,37,8
reads_R-HPV70|1,reads_R-HPV70,HPV70,right,9,5590,chr6,69254323,69254356,+,38,6
reads_R-HPV70|2,reads_R-HPV70,HPV70,right,9,1479,chr19,20933892,20933863,-,33,5
reads_R-HPV70|3,reads_R-HPV70,HPV70,right,9,1084,chr3,100166276,100166250,-,31,3
reads_R-HPV70|4,reads_R-HPV70,HPV70,right,9,3004,chr18,38399302,38399332,+,32,2
reads_R-HPV70|5,reads_R-HPV70,HPV70,right,4,2129,chr22,25752383,25752416,+,36,4
reads_R-HPV70|6,reads_R-HPV70,HPV70,right,4,2129,chr22,44109934,44109901,-,36,4
reads_R-HPV70|7,reads_R-HPV70,HPV70,right,4,2129,chr22,42618358,42618325,-,36,4
reads_R-HPV70|8,reads_R-HPV70,HPV70,right,4,2129,chr22,41163256,41163223,-,36,4
reads_R-HPV70|9,reads_R-HPV70,HPV70,right,4,2129,chr22,36402092,36402059,-,36,4
reads_R-HPV70|10,reads_R-HPV70,HPV70,right,4,2129,chr22,35339725,35339692,-,36,4
reads_R-HPV70|11,reads_R-HPV70,HPV70,right,4,2129,chr22,30512956,30512923,-,36,4
reads_R-HPV70|12,reads_R-HPV70,HPV70,right,4,2129,chr22,28386097,28386064,-,36,4
