group	truth_insertion_name	ref_chr	truth_ref_pos	vir_chr	pred_insertion_name	pred_chr_pos	total_reads
subset.insertion_seqs.fa	chr2~4013589~4014588~-~HPV35~6012~7011~+	chr2	4013589	HPV35	HPV35~6010~-~chr2~4013583~+	4013583	198
subset.insertion_seqs.fa	chr8~56863279~56864278~-~HPV35~2797~3796~+	chr8	56863279	HPV35	HPV35~2796~-~chr8~56863276~+	56863276	185
subset.insertion_seqs.fa	chr8~59404774~59405773~-~HPV35~4108~5107~+	chr8	59404774	HPV35	HPV35~4106~-~chr8~59404773~+	59404773	194
subset.insertion_seqs.fa	chr15~40234960~40235959~-~HPV35~3552~4551~-	chr15	40234960	HPV35	HPV35~4545~+~chr15~40234958~+	40234958	168
subset.insertion_seqs.fa	chr15~43407943~43408942~+~HPV35~5656~6655~+	chr15	43408942	HPV35	chr15~43408941~+~HPV35~5655~+	43408941	185
subset.insertion_seqs.fa	chr15~72300966~72301965~+~HPV35~3736~4735~-	chr15	72301965	HPV35	chr15~72301964~+~HPV35~4729~-	72301964	161
subset.insertion_seqs.fa	chr19~50944417~50945416~+~HPV35~5247~6246~-	chr19	50945416	HPV35	chr19~50945415~+~HPV35~6246~-	50945415	190
subset.insertion_seqs.fa	chr6~22528370~22529369~-~HPV35~182~1181~-	chr6	22528370	HPV35	HPV35~1178~+~chr6~22528368~+	22528368	177
subset.insertion_seqs.fa	chr6~96980448~96981447~-~HPV35~2896~3895~+	chr6	96980448	HPV35	HPV35~2895~-~chr6~96980447~+	96980447	181
subset.insertion_seqs.fa	chr6~153099739~153100738~+~HPV35~2088~3087~-	chr6	153100738	HPV35	chr6~153100738~+~HPV35~3085~-	153100738	170
subset.insertion_seqs.fa	chr20~42500392~42501391~+~HPV35~537~1536~-	chr20	42501391	HPV35	chr20~42501391~+~HPV35~1530~-	42501391	169
subset.insertion_seqs.fa	chr20~44048954~44049953~+~HPV35~3417~4416~+	chr20	44049953	HPV35	chr20~44049952~+~HPV35~3408~+	44049952	175
subset.insertion_seqs.fa	chr3~78144258~78145257~-~HPV35~2016~3015~+	chr3	78144258	HPV35	HPV35~2015~-~chr3~78144256~+	78144256	167
subset.insertion_seqs.fa	chr3~167056412~167057411~-~HPV35~4870~5869~+	chr3	167056412	HPV35	HPV35~4868~-~chr3~167056410~+	167056410	187
