sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV18,HPV18,left,10,124,chr20,21810728,21810765,-,43,8
reads_R-HPV18,HPV18,left,10,599,chr19,55406428,55406395,+,40,9
reads_R-HPV18,HPV18,left,4,642,chr17,22376020,22375984,+,41,8
reads_R-HPV18,HPV18,left,4,642,chr17,22378390,22378358,+,41,11
reads_R-HPV18,HPV18,left,4,642,chr17,22380760,22380726,+,41,10
reads_R-HPV18,HPV18,left,4,642,chr17,22383135,22383102,+,41,10
reads_R-HPV18,HPV18,left,4,642,chr17,22385482,22385445,+,41,7
reads_R-HPV18,HPV18,left,4,642,chr17,22408385,22408348,+,41,7
reads_R-HPV18,HPV18,left,4,642,chr17,22407313,22407280,+,41,10
reads_R-HPV18,HPV18,left,4,642,chr17,22402852,22402815,+,41,7
reads_R-HPV18,HPV18,left,4,642,chr17,22400650,22400614,+,41,8
reads_R-HPV18,HPV18,left,4,642,chr17,22399917,22399885,+,41,11
reads_R-HPV18,HPV18,left,4,642,chr17,22393996,22393959,+,41,7
reads_R-HPV18,HPV18,left,4,642,chr17,22391632,22391595,+,41,7
reads_R-HPV18,HPV18,left,4,642,chr17,22387857,22387821,+,41,8
reads_R-HPV18,HPV18,left,4,642,chr17,22398182,22398150,+,40,11
reads_R-HPV18,HPV18,left,1,642,chr17,22404313,22404271,+,41,1
reads_R-HPV18,HPV18,left,10,759,chr21,14904043,14904074,-,43,17
reads_R-HPV18,HPV18,left,10,923,chr6,136800592,136800555,+,43,16
reads_R-HPV18,HPV18,left,10,1728,chr14,66510504,66510538,-,41,10
reads_R-HPV18,HPV18,right,4,1835,chr10,46710836,46710868,+,41,11
reads_R-HPV18,HPV18,right,4,1835,chr10,47629563,47629531,-,41,11
reads_R-HPV18,HPV18,right,10,2095,chr1,153100809,153100775,-,42,11
reads_R-HPV18,HPV18,left,10,2181,chr10,94018329,94018290,+,43,11
reads_R-HPV18,HPV18,right,10,2232,chr15,22897253,22897218,-,42,9
reads_R-HPV18,HPV18,right,7,2228,chr15,22897254,22897226,-,28,1
reads_R-HPV18,HPV18,left,10,2578,chr5,26504275,26504309,-,43,10
reads_R-HPV18,HPV18,right,10,2700,chr2,38536197,38536159,-,43,15
reads_R-HPV18,HPV18,left,10,3022,chr20,13113047,13113084,-,41,6
reads_R-HPV18,HPV18,left,10,3061,chr1,94461559,94461592,-,41,10
reads_R-HPV18,HPV18,left,10,3104,chr19,54363107,54363140,-,43,11
reads_R-HPV18,HPV18,left,4,3104,chr19,54505547,54505511,+,43,7
reads_R-HPV18,HPV18,left,10,3227,chr15,68678149,68678186,-,41,7
reads_R-HPV18,HPV18,right,10,3277,chr21,38163012,38163045,+,41,11
reads_R-HPV18,HPV18,left,10,3334,chr21,14193504,14193538,-,43,11
reads_R-HPV18,HPV18,right,4,3408,chrY,5608008,5608040,+,40,11
reads_R-HPV18,HPV18,right,1,3408,chrY,5686647,5686672,+,25,1
reads_R-HPV18,HPV18,right,4,3408,chrY,6330288,6330318,+,39,8
reads_R-HPV18,HPV18,right,4,3408,chrY,8307529,8307561,+,40,11
reads_R-HPV18,HPV18,right,4,3408,chrY,9133707,9133739,+,40,11
reads_R-HPV18,HPV18,right,4,3408,chrY,9963447,9963479,+,40,11
reads_R-HPV18,HPV18,right,4,3408,chrY,11756764,11756796,+,40,11
reads_R-HPV18,HPV18,right,4,3408,chrY,13561108,13561139,+,40,10
reads_R-HPV18,HPV18,right,4,3408,chrY,14387744,14387776,+,40,11
reads_R-HPV18,HPV18,right,4,3408,chrY,16971493,16971521,+,28,3
reads_R-HPV18,HPV18,right,4,3408,chrY,17062760,17062792,+,40,11
reads_R-HPV18,HPV18,right,4,3408,chrY,57040002,57040034,+,40,11
reads_R-HPV18,HPV18,right,4,3408,chrY,22588719,22588751,+,40,11
reads_R-HPV18,HPV18,right,4,3408,chrY,22341451,22341480,+,39,6
reads_R-HPV18,HPV18,right,4,3408,chrY,20866458,20866489,+,38,10
reads_R-HPV18,HPV18,right,4,3408,chrY,19009427,19009458,+,40,10
reads_R-HPV18,HPV18,right,4,3408,chrX,11937123,11937155,+,40,11
reads_R-HPV18,HPV18,right,4,3408,chrX,14105783,14105813,+,32,7
reads_R-HPV18,HPV18,right,4,3408,chrX,16598031,16598063,+,40,11
reads_R-HPV18,HPV18,right,4,3408,chrX,19275198,19275229,+,38,10
reads_R-HPV18,HPV18,right,4,3408,chrX,19942109,19942141,+,40,11
reads_R-HPV18,HPV18,right,4,3408,chrX,26316256,26316288,+,40,11
reads_R-HPV18,HPV18,right,4,3408,chrX,34249720,34249752,+,40,11
reads_R-HPV18,HPV18,right,4,3408,chrX,36172135,36172167,+,40,11
reads_R-HPV18,HPV18,right,4,3408,chrX,36598042,36598074,+,40,11
reads_R-HPV18,HPV18,right,4,3408,chrX,41428530,41428562,+,40,11
