29	0	0	0	0	0	0	0	-	chr20~50687126~50688125~-~HPV39~871~1870~+_970_1377_0:0:0_1:0:0_1e|HPV68|left|764	29	0	29	chr20	64444167	50687127	50687156	1	29,	0,	50687127,
26	0	0	0	0	0	0	0	-	chr20~50687126~50688125~-~HPV39~871~1870~+_973_1491_1:0:0_2:0:0_100|HPV68|left|764	26	0	26	chr20	64444167	50687127	50687153	1	26,	0,	50687127,
32	3	0	0	0	0	0	0	+	chr5~139602201~139603200~+~HPV39~986~1985~+_966_1554_3:0:0_0:0:0_19|HPV68|left|886	40	0	35	chr5	181538259	139603165	139603200	1	35,	0,	139603165,
27	1	0	0	0	0	0	0	+	chr5~139602201~139603200~+~HPV39~986~1985~+_973_1454_1:0:0_2:0:0_291|HPV68|left|886	33	0	28	chr5	181538259	139603172	139603200	1	28,	0,	139603172,
26	0	0	0	0	0	0	0	-	chr14~94591466~94592465~+~HPV39~115~1114~-_975_1409_1:0:0_4:0:0_2b0|HPV68|right|1008	27	1	27	chr14	107043718	94592439	94592465	1	26,	0,	94592439,
30	1	0	0	0	0	0	0	-	chr10~72867100~72868099~+~HPV39~494~1493~-_587_1039_2:0:0_1:0:0_6f|HPV68|right|1365	33	2	33	chr10	133797422	72868068	72868099	1	31,	0,	72868068,
26	0	0	0	0	0	0	0	+	chr2~42715667~42716666~+~HPV39~1618~2617~+_975_1409_1:0:0_4:0:0_2b0|HPV68|left|1493	27	0	26	chr2	242193529	42716640	42716666	1	26,	0,	42716640,
26	0	0	0	0	0	0	0	+	chr22~44760856~44761855~-~HPV39~1822~2821~-_535_1044_0:0:0_1:0:0_15f|HPV68|right|2695	26	0	26	chr22	50818468	44760855	44760881	1	26,	0,	44760855,
27	0	0	0	0	0	0	0	+	chr22~44760856~44761855~-~HPV39~1822~2821~-_526_1043_1:0:0_0:0:0_233|HPV68|right|2695	27	0	27	chr22	50818468	44760855	44760882	1	27,	0,	44760855,
28	1	0	0	0	0	0	0	+	chr22~44760856~44761855~-~HPV39~1822~2821~-_972_1470_3:0:0_2:0:0_ac|HPV68|right|2695	29	0	29	chr22	50818468	44760855	44760884	1	29,	0,	44760855,
27	0	0	0	0	0	0	0	+	chr2~69647480~69648479~-~HPV39~1820~2819~-_969_1404_1:0:0_0:0:0_1bd|HPV68|right|2694	31	0	27	chr9	138394717	111850923	111850950	1	27,	0,	111850923,
31	0	0	0	0	0	0	0	+	chr2~69647480~69648479~-~HPV39~1820~2819~-_969_1404_1:0:0_0:0:0_1bd|HPV68|right|2694	31	0	31	chr7	159345973	101925180	101925211	1	31,	0,	101925180,
25	0	0	0	0	0	0	0	+	chr2~69647480~69648479~-~HPV39~1820~2819~-_969_1404_1:0:0_0:0:0_1bd|HPV68|right|2694	31	0	25	chr4	190214555	71846662	71846687	1	25,	0,	71846662,
30	1	0	0	0	0	0	0	+	chr2~69647480~69648479~-~HPV39~1820~2819~-_969_1404_1:0:0_0:0:0_1bd|HPV68|right|2694	31	0	31	chr19	58617616	16712550	16712581	1	31,	0,	16712550,
30	1	0	0	0	0	0	0	+	chr2~69647480~69648479~-~HPV39~1820~2819~-_969_1404_1:0:0_0:0:0_1bd|HPV68|right|2694	31	0	31	chr12	133275309	75982838	75982869	1	31,	0,	75982838,
30	1	0	0	0	0	0	0	-	chr2~69647480~69648479~-~HPV39~1820~2819~-_969_1404_1:0:0_0:0:0_1bd|HPV68|right|2694	31	0	31	chr18	80373285	37164660	37164691	1	31,	0,	37164660,
29	2	0	0	0	0	0	0	-	chr2~69647480~69648479~-~HPV39~1820~2819~-_969_1404_1:0:0_0:0:0_1bd|HPV68|right|2694	31	0	31	chr16	90338345	48604462	48604493	1	31,	0,	48604462,
30	1	0	0	0	0	0	0	-	chr2~69647480~69648479~-~HPV39~1820~2819~-_969_1404_1:0:0_0:0:0_1bd|HPV68|right|2694	31	0	31	chr12	133275309	121472037	121472068	1	31,	0,	121472037,
35	0	0	0	0	0	0	0	+	chr22~44760856~44761855~-~HPV39~1822~2821~-_431_1035_1:0:0_0:0:0_39|HPV68|right|2695	35	0	35	chr22	50818468	44760855	44760890	1	35,	0,	44760855,
