multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads-HPV16|0,reads-HPV16,HPV16,left,10,5132,chr11,98111714,98111749,-,42,15
reads-HPV16|1,reads-HPV16,HPV16,left,10,6272,chr18,57040333,57040368,-,42,15
reads-HPV16|2,reads-HPV16,HPV16,left,10,3316,chrX,139075760,139075796,-,42,14
reads-HPV16|3,reads-HPV16,HPV16,right,10,6837,chr9,111395393,111395428,+,42,14
reads-HPV16|4,reads-HPV16,HPV16,left,10,1446,chr13,94732463,94732428,+,39,12
reads-HPV16|5,reads-HPV16,HPV16,right,10,6646,chr20,8398780,8398817,+,42,11
reads-HPV16|6,reads-HPV16,HPV16,right,10,7269,chr4,19901823,19901786,-,42,11
reads-HPV16|7,reads-HPV16,HPV16,right,10,7410,chr1,201421249,201421212,-,42,11
reads-HPV16|8,reads-HPV16,HPV16,right,10,1396,chr9,121708469,121708507,+,42,10
reads-HPV16|9,reads-HPV16,HPV16,left,10,2131,chr3,174885862,174885824,+,42,10
reads-HPV16|10,reads-HPV16,HPV16,left,10,2869,chr11,103798318,103798280,+,42,10
reads-HPV16|11,reads-HPV16,HPV16,right,10,1743,chr17,65500820,65500785,-,41,7
reads-HPV16|12,reads-HPV16,HPV16,right,10,7567,chr12,103578383,103578421,+,41,7
reads-HPV16|13,reads-HPV16,HPV16,right,10,2441,chr20,56601585,56601624,+,40,6
reads-HPV16|14,reads-HPV16,HPV16,left,10,4192,chr15,77771254,77771290,-,41,6
reads-HPV16|15,reads-HPV16,HPV16,right,10,4942,chr3,73560292,73560257,-,40,6
reads-HPV16|16,reads-HPV16,HPV16,left,10,911,chr6,77522797,77522760,+,40,5
reads-HPV16|17,reads-HPV16,HPV16,right,10,3401,chr13,20273040,20272999,-,41,5
reads-HPV16|18,reads-HPV16,HPV16,right,10,1002,chr8,137899364,137899328,-,37,4
reads-HPV16|19,reads-HPV16,HPV16,left,10,1453,chr14,69352881,69352922,-,41,4
reads-HPV16|20,reads-HPV16,HPV16,left,10,3167,chr19,35202959,35202926,+,35,4
reads-HPV16|21,reads-HPV16,HPV16,left,10,4017,chr18,70954795,70954826,-,34,4
reads-HPV16|22,reads-HPV16,HPV16,right,10,4368,chr2,15501002,15501034,+,35,4
reads-HPV16|23,reads-HPV16,HPV16,right,10,4668,chr11,16347293,16347326,+,37,4
reads-HPV16|24,reads-HPV16,HPV16,right,10,5086,chr8,70416314,70416282,-,34,4
reads-HPV16|25,reads-HPV16,HPV16,left,10,5407,chr19,33720391,33720358,+,35,4
reads-HPV16|26,reads-HPV16,HPV16,right,10,6785,chr15,19789823,19789860,+,36,4
reads-HPV16|27,reads-HPV16,HPV16,right,10,6992,chr10,49807472,49807440,-,34,4
reads-HPV16|28,reads-HPV16,HPV16,right,10,7879,chr10,90823888,90823856,-,35,4
reads-HPV16|29,reads-HPV16,HPV16,left,10,2804,chr7,53022721,53022689,+,35,3
reads-HPV16|30,reads-HPV16,HPV16,left,10,5811,chr17,18531461,18531422,+,39,3
reads-HPV16|31,reads-HPV16,HPV16,left,10,152,chr2,192283745,192283778,-,35,2
reads-HPV16|32,reads-HPV16,HPV16,right,10,1283,chr5,95896789,95896756,-,35,2
reads-HPV16|33,reads-HPV16,HPV16,left,10,2566,chr22,47977272,47977306,-,35,2
reads-HPV16|34,reads-HPV16,HPV16,left,10,3353,chr11,97654274,97654308,-,35,2
reads-HPV16|35,reads-HPV16,HPV16,right,10,4096,chr5,8026333,8026300,-,36,2
reads-HPV16|36,reads-HPV16,HPV16,right,10,4525,chr5,147888725,147888758,+,35,2
reads-HPV16|37,reads-HPV16,HPV16,right,10,4663,chr11,16347288,16347330,+,42,2
reads-HPV16|38,reads-HPV16,HPV16,right,10,6379,chr20,5942773,5942806,+,35,2
reads-HPV16|39,reads-HPV16,HPV16,left,4,4520,chrY,3600610,3600575,+,42,15
reads-HPV16|40,reads-HPV16,HPV16,left,4,4520,chrX,89943053,89943018,+,42,15
reads-HPV16|41,reads-HPV16,HPV16,right,4,6020,chrX,62473452,62473487,+,42,15
reads-HPV16|42,reads-HPV16,HPV16,right,4,6020,chrX,62471396,62471431,+,42,15
reads-HPV16|43,reads-HPV16,HPV16,right,4,6020,chrX,62469339,62469374,+,42,15
reads-HPV16|44,reads-HPV16,HPV16,right,4,6020,chrX,62467281,62467316,+,42,15
reads-HPV16|45,reads-HPV16,HPV16,right,4,6020,chrX,62465224,62465259,+,42,15
reads-HPV16|46,reads-HPV16,HPV16,right,4,6020,chrX,62463167,62463202,+,42,15
reads-HPV16|47,reads-HPV16,HPV16,left,4,6165,KI270418.1,640,605,+,42,15
reads-HPV16|48,reads-HPV16,HPV16,right,4,6020,chrX,62475508,62475542,+,42,14
reads-HPV16|49,reads-HPV16,HPV16,left,4,6165,chr11,53987047,53987012,+,42,14
reads-HPV16|50,reads-HPV16,HPV16,right,4,6785,chr22,13349537,13349502,-,42,14
