multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads-HPV31|0,reads-HPV31,HPV31,left,10,6528,chr21,43983084,43983050,+,42,11
reads-HPV31|1,reads-HPV31,HPV31,right,10,1603,chr21,27378609,27378643,+,40,7
reads-HPV31|2,reads-HPV31,HPV31,right,10,4348,chr11,79890525,79890490,-,40,7
reads-HPV31|3,reads-HPV31,HPV31,right,10,4349,chr9,5593170,5593136,-,40,7
reads-HPV31|4,reads-HPV31,HPV31,right,10,4727,chr2,108771605,108771640,+,41,7
reads-HPV31|5,reads-HPV31,HPV31,right,10,5137,chr5,158914085,158914051,-,40,7
reads-HPV31|6,reads-HPV31,HPV31,right,10,6195,chrX,10845068,10845033,-,41,7
reads-HPV31|7,reads-HPV31,HPV31,left,10,6179,chr1,192164550,192164584,-,40,7
reads-HPV31|8,reads-HPV31,HPV31,left,10,129,chr20,22208766,22208796,-,40,6
reads-HPV31|9,reads-HPV31,HPV31,left,10,911,chr2,233169807,233169776,+,40,6
reads-HPV31|10,reads-HPV31,HPV31,left,10,1834,chr21,18515792,18515822,-,40,6
reads-HPV31|11,reads-HPV31,HPV31,left,10,2194,chr13,112741281,112741250,+,40,6
reads-HPV31|12,reads-HPV31,HPV31,left,10,3660,chr20,51241751,51241718,+,40,6
reads-HPV31|13,reads-HPV31,HPV31,right,10,4390,chr8,14415937,14415968,+,40,6
reads-HPV31|14,reads-HPV31,HPV31,right,10,5027,chr8,107037219,107037254,+,40,6
reads-HPV31|15,reads-HPV31,HPV31,right,10,5057,chr15,100512207,100512242,+,40,6
reads-HPV31|16,reads-HPV31,HPV31,left,10,6065,chr10,69362369,69362405,-,41,6
reads-HPV31|17,reads-HPV31,HPV31,left,10,6731,chr19,23932127,23932163,-,41,6
reads-HPV31|18,reads-HPV31,HPV31,right,10,7579,chr17,30865656,30865688,+,40,6
reads-HPV31|19,reads-HPV31,HPV31,right,10,2017,chr4,65591090,65591124,+,43,5
reads-HPV31|20,reads-HPV31,HPV31,right,10,2355,chr7,116782382,116782419,+,41,5
reads-HPV31|21,reads-HPV31,HPV31,left,10,3383,chr16,65846521,65846559,-,39,5
reads-HPV31|22,reads-HPV31,HPV31,right,10,4665,chr17,49264623,49264659,+,40,5
reads-HPV31|23,reads-HPV31,HPV31,left,10,4878,chr20,20162729,20162694,+,40,5
reads-HPV31|24,reads-HPV31,HPV31,right,10,4937,chrX,128695181,128695144,-,41,5
reads-HPV31|25,reads-HPV31,HPV31,left,10,4940,chr7,104992514,104992550,-,40,5
reads-HPV31|26,reads-HPV31,HPV31,right,10,6871,chrY,14398768,14398732,-,40,5
