group	truth_insertion_name	ref_chr	truth_ref_pos	vir_chr	pred_insertion_name	pred_chr_pos	total_reads
subset.insertion_seqs.fa	chr19~33719392~33720391~+~HPV16~5407~6406~+	chr19	33720391	HPV16	chr19~33720390~+~HPV16~5406~+	33720390	192
subset.insertion_seqs.fa	chr19~35201960~35202959~+~HPV16~3167~4166~+	chr19	35202959	HPV16	chr19~35202958~+~HPV16~3166~+	35202958	191
subset.insertion_seqs.fa	chr1~201420250~201421249~+~HPV16~6411~7410~-	chr1	201421249	HPV16	chr1~201421248~+~HPV16~7409~-	201421248	193
subset.insertion_seqs.fa	chr11~97654275~97655274~-~HPV16~3353~4352~+	chr11	97654275	HPV16	HPV16~3352~-~chr11~97654273~+	97654273	195
subset.insertion_seqs.fa	chr11~91586823~91587822~+~HPV16~3439~4438~+	chr11	91587822	HPV16	chr11~91587821~+~HPV16~3434~+	91587821	190
subset.insertion_seqs.fa	chr11~98111715~98112714~-~HPV16~5132~6131~+	chr11	98111715	HPV16	HPV16~5131~-~chr11~98111714~+	98111714	177
subset.insertion_seqs.fa	chr11~103797319~103798318~+~HPV16~2869~3868~+	chr11	103798318	HPV16	chr11~103798317~+~HPV16~2868~+	103798317	189
subset.insertion_seqs.fa	chr2~15501003~15502002~-~HPV16~3369~4368~-	chr2	15501003	HPV16	HPV16~4367~+~chr2~15501002~+	15501002	34
subset.insertion_seqs.fa	chr2~192283746~192284745~-~HPV16~152~1151~+	chr2	192283746	HPV16	HPV16~150~-~chr2~192283745~+	192283745	164
subset.insertion_seqs.fa	chr4~4249603~4250602~+~HPV16~723~1722~-	chr4	4250602	HPV16	chr4~4250602~+~HPV16~1720~-	4250602	21
subset.insertion_seqs.fa	chr4~19900824~19901823~+~HPV16~6270~7269~-	chr4	19901823	HPV16	chr4~19901822~+~HPV16~7268~-	19901822	188
subset.insertion_seqs.fa	chr8~4650260~4651259~-~HPV16~6231~7230~-	chr8	4650260	HPV16	HPV16~7229~+~chr8~4650259~+	4650259	191
subset.insertion_seqs.fa	chr8~70415316~70416315~+~HPV16~4086~5085~-	chr8	70416315	HPV16	chr8~70416316~+~HPV16~5084~-	70416316	183
subset.insertion_seqs.fa	chr8~101421881~101422880~+~HPV16~2525~3524~-	chr8	101422880	HPV16	chr8~101422856~+~HPV16~3523~-	101422856	175
subset.insertion_seqs.fa	chr8~101421881~101422880~+~HPV16~2525~3524~-	chr8	101422880	HPV16	chr8~101422864~+~HPV16~3523~-	101422864	175
subset.insertion_seqs.fa	chr8~101421881~101422880~+~HPV16~2525~3524~-	chr8	101422880	HPV16	chr8~101422880~+~HPV16~3523~-	101422880	21
subset.insertion_seqs.fa	chr8~137898367~137899366~+~HPV16~1~1000~-	chr8	137899366	HPV16	chr8~137899365~+~HPV16~1000~-	137899365	167
subset.insertion_seqs.fa	chr3~73559294~73560293~+~HPV16~3942~4941~-	chr3	73560293	HPV16	chr3~73560292~+~HPV16~4939~-	73560292	20
subset.insertion_seqs.fa	chr3~174884863~174885862~+~HPV16~2131~3130~+	chr3	174885862	HPV16	chr3~174885861~+~HPV16~2124~+	174885861	166
subset.insertion_seqs.fa	chr22~47977273~47978272~-~HPV16~2566~3565~+	chr22	47977273	HPV16	HPV16~2545~-~chr22~47977272~+	47977272	178
subset.insertion_seqs.fa	chr14~22894291~22895290~+~HPV16~2554~3553~+	chr14	22895290	HPV16	chr14~22895290~+~HPV16~2553~+	22895290	166
subset.insertion_seqs.fa	chr14~69352882~69353881~-~HPV16~1453~2452~+	chr14	69352882	HPV16	HPV16~1452~-~chr14~69352880~+	69352880	189
subset.insertion_seqs.fa	chr17~20412793~20413792~-~HPV16~5811~6810~+	chr17	20412793	HPV16	HPV16~5805~-~chr17~20412782~+	20412782	13
subset.insertion_seqs.fa	chr17~65499821~65500820~+~HPV16~744~1743~-	chr17	65500820	HPV16	chr17~65500819~+~HPV16~1741~-	65500819	20
subset.insertion_seqs.fa	chr7~53021722~53022721~+~HPV16~2804~3803~+	chr7	53022721	HPV16	chr7~53022720~+~HPV16~2802~+	53022720	178
subset.insertion_seqs.fa	chrX~53923149~53924148~-~HPV16~6053~7052~-	chrX	53923149	HPV16	HPV16~7052~+~chrX~53923147~+	53923147	24
subset.insertion_seqs.fa	chrX~84382560~84383559~-~HPV16~92~1091~+	chrX	84382560	HPV16	HPV16~91~-~chrX~84382556~+	84382556	36
subset.insertion_seqs.fa	chrX~139075761~139076760~-~HPV16~3316~4315~+	chrX	139075761	HPV16	HPV16~3315~-~chrX~139075760~+	139075760	140
subset.insertion_seqs.fa	chr9~13661633~13662632~+~HPV16~1446~2445~+	chr9	13662632	HPV16	chr9~13662631~+~HPV16~1445~+	13662631	187
subset.insertion_seqs.fa	chr9~111395394~111396393~-~HPV16~5838~6837~-	chr9	111395394	HPV16	HPV16~6836~+~chr9~111395393~+	111395393	192
subset.insertion_seqs.fa	chr9~121708470~121709469~-~HPV16~397~1396~-	chr9	121708470	HPV16	HPV16~1395~+~chr9~121708467~+	121708467	190
subset.insertion_seqs.fa	chr20~5942774~5943773~-~HPV16~5380~6379~-	chr20	5942774	HPV16	HPV16~6378~+~chr20~5942764~+	5942764	35
subset.insertion_seqs.fa	chr20~5942774~5943773~-~HPV16~5380~6379~-	chr20	5942774	HPV16	HPV16~6378~+~chr20~5942773~+	5942773	177
subset.insertion_seqs.fa	chr20~8398781~8399780~-~HPV16~5647~6646~-	chr20	8398781	HPV16	HPV16~6645~+~chr20~8398779~+	8398779	189
subset.insertion_seqs.fa	chr20~56601585~56602584~-~HPV16~1441~2440~-	chr20	56601585	HPV16	HPV16~2440~+~chr20~56601584~+	56601584	188
subset.insertion_seqs.fa	chr18~57040334~57041333~-~HPV16~6272~7271~+	chr18	57040334	HPV16	HPV16~6271~-~chr18~57040333~+	57040333	191
subset.insertion_seqs.fa	chr18~70954795~70955794~-~HPV16~4018~5017~+	chr18	70954795	HPV16	HPV16~4004~-~chr18~70954794~+	70954794	172
subset.insertion_seqs.fa	chr12~103578384~103579383~-~HPV16~6568~7567~-	chr12	103578384	HPV16	HPV16~7561~+~chr12~103578383~+	103578383	171
subset.insertion_seqs.fa	chr10~49806474~49807473~+~HPV16~5992~6991~-	chr10	49807473	HPV16	chr10~49807472~+~HPV16~6996~-	49807472	191
subset.insertion_seqs.fa	chrX~84382560~84383559~-~HPV16~92~1091~+	chrX	84382560	HPV16	chrX~84382561~-~HPV16~91~+	84382561	18
subset.insertion_seqs.fa	chr2~192283746~192284745~-~HPV16~152~1151~+	chr2	192283746	HPV16	chr2~192283746~-~HPV16~151~+	192283746	158
subset.insertion_seqs.fa	chr5~95895790~95896789~+~HPV16~284~1283~-	chr5	95896789	HPV16	HPV16~1282~+~chr5~95896787~-	95896787	173
subset.insertion_seqs.fa	chr5~95895790~95896789~+~HPV16~284~1283~-	chr5	95896789	HPV16	HPV16~1282~+~chr5~95896788~-	95896788	191
subset.insertion_seqs.fa	chr14~69352882~69353881~-~HPV16~1453~2452~+	chr14	69352882	HPV16	chr14~69352881~-~HPV16~1452~+	69352881	175
subset.insertion_seqs.fa	chr14~69352882~69353881~-~HPV16~1453~2452~+	chr14	69352882	HPV16	chr14~69352882~-~HPV16~1452~+	69352882	174
subset.insertion_seqs.fa	chr17~65499821~65500820~+~HPV16~744~1743~-	chr17	65500820	HPV16	HPV16~1742~+~chr17~65500817~-	65500817	18
subset.insertion_seqs.fa	chr22~47977273~47978272~-~HPV16~2566~3565~+	chr22	47977273	HPV16	chr22~47977273~-~HPV16~2562~+	47977273	174
subset.insertion_seqs.fa	chr7~53021722~53022721~+~HPV16~2804~3803~+	chr7	53022721	HPV16	chr7~53022719~+~HPV16~2803~+	53022719	173
subset.insertion_seqs.fa	chr19~35201960~35202959~+~HPV16~3167~4166~+	chr19	35202959	HPV16	chr19~35202957~+~HPV16~3166~+	35202957	173
subset.insertion_seqs.fa	chr11~97654275~97655274~-~HPV16~3353~4352~+	chr11	97654275	HPV16	chr11~97654275~-~HPV16~3352~+	97654275	174
subset.insertion_seqs.fa	chr11~91586823~91587822~+~HPV16~3439~4438~+	chr11	91587822	HPV16	chr11~91587820~+~HPV16~3434~+	91587820	172
subset.insertion_seqs.fa	chr18~70954795~70955794~-~HPV16~4018~5017~+	chr18	70954795	HPV16	chr18~70954795~-~HPV16~4005~+	70954795	169
subset.insertion_seqs.fa	chr5~8025344~8026343~+~HPV16~3087~4086~-	chr5	8026343	HPV16	HPV16~4095~+~chr5~8026341~-	8026341	176
subset.insertion_seqs.fa	chr5~8025344~8026343~+~HPV16~3087~4086~-	chr5	8026343	HPV16	HPV16~4095~+~chr5~8026342~-	8026342	194
subset.insertion_seqs.fa	chr15~77771255~77772254~-~HPV16~4192~5191~+	chr15	77771255	HPV16	chr15~77771253~-~HPV16~4191~+	77771253	37
subset.insertion_seqs.fa	chr2~15501003~15502002~-~HPV16~3369~4368~-	chr2	15501003	HPV16	HPV16~4367~+~chr2~15501003~+	15501003	172
subset.insertion_seqs.fa	chr5~147888726~147889725~-~HPV16~3526~4525~-	chr5	147888726	HPV16	HPV16~4524~+~chr5~147888722~+	147888722	174
subset.insertion_seqs.fa	chr5~147888726~147889725~-~HPV16~3526~4525~-	chr5	147888726	HPV16	HPV16~4524~+~chr5~147888725~+	147888725	191
subset.insertion_seqs.fa	chr5~147888726~147889725~-~HPV16~3526~4525~-	chr5	147888726	HPV16	HPV16~4524~+~chr5~147888726~+	147888726	174
subset.insertion_seqs.fa	chr11~16347289~16348288~-~HPV16~3664~4663~-	chr11	16347289	HPV16	HPV16~4686~+~chr11~16347288~+	16347288	186
subset.insertion_seqs.fa	chr3~73559294~73560293~+~HPV16~3942~4941~-	chr3	73560293	HPV16	HPV16~4941~+~chr3~73560290~-	73560290	19
subset.insertion_seqs.fa	chr8~70415316~70416315~+~HPV16~4086~5085~-	chr8	70416315	HPV16	HPV16~5085~+~chr8~70416315~-	70416315	174
subset.insertion_seqs.fa	chr19~33719392~33720391~+~HPV16~5407~6406~+	chr19	33720391	HPV16	chr19~33720389~+~HPV16~5406~+	33720389	173
subset.insertion_seqs.fa	chr20~5942774~5943773~-~HPV16~5380~6379~-	chr20	5942774	HPV16	HPV16~6378~+~chr20~5942758~+	5942758	15
subset.insertion_seqs.fa	chr20~5942774~5943773~-~HPV16~5380~6379~-	chr20	5942774	HPV16	HPV16~6378~+~chr20~5942774~+	5942774	174
subset.insertion_seqs.fa	chr10~49806474~49807473~+~HPV16~5992~6991~-	chr10	49807473	HPV16	HPV16~6996~+~chr10~49807471~-	49807471	173
subset.insertion_seqs.fa	chr8~4650260~4651259~-~HPV16~6231~7230~-	chr8	4650260	HPV16	HPV16~7229~+~chr8~4650260~+	4650260	172
subset.insertion_seqs.fa	chr12~103578384~103579383~-~HPV16~6568~7567~-	chr12	103578384	HPV16	HPV16~7566~+~chr12~103578384~+	103578384	172
subset.insertion_seqs.fa	chr22~22970380~22971379~+~HPV16~911~1910~+	chr22	22971379	HPV16	chr22~22971378~+~HPV16~910~+	22971378	31
subset.insertion_seqs.fa	chrY~3599611~3600610~+~HPV16~4520~5519~+	chrY	3600610	HPV16	chrY~3600609~+~HPV16~4519~+	3600609	141
subset.insertion_seqs.fa	chr9~7295585~7296584~-~HPV16~4601~5600~-	chr9	7295585	HPV16	HPV16~5599~+~chr9~7295584~+	7295584	189
subset.insertion_seqs.fa	chr13~20272041~20273040~+~HPV16~2402~3401~-	chr13	20273040	HPV16	chr13~20273039~+~HPV16~3400~-	20273039	174
subset.insertion_seqs.fa	chr10~90822889~90823888~+~HPV16~6880~7879~-	chr10	90823888	HPV16	chr10~90823887~+~HPV16~7878~-	90823887	193
subset.insertion_seqs.fa	chr22~22970380~22971379~+~HPV16~911~1910~+	chr22	22971379	HPV16	chr22~22971376~+~HPV16~910~+	22971376	18
subset.insertion_seqs.fa	chr15~67904595~67905594~-~HPV16~5671~6670~-	chr15	67904595	HPV16	HPV16~6669~+~chr15~67904591~+	67904591	35
subset.insertion_seqs.fa	chr15~67904595~67905594~-~HPV16~5671~6670~-	chr15	67904595	HPV16	HPV16~6669~+~chr15~67904596~+	67904596	18
subset.insertion_seqs.fa	chr21~11933145~11934144~+~HPV16~5786~6785~-	chr21	11934144	HPV16	chr21~24941236~+~HPV16~2686-2766~NA	24941236	24
